CategoryTreeItem,CategoryTreeItem 2,CategoryTreeItem href,CategoryTreeItem 3
‎,Southern Tutchone language,https://en.wiktionary.org/wiki/Category:Southern_Tutchone_language,"(2 c, 0 e)"
‎,Southern Valley Yokuts language,https://en.wiktionary.org/wiki/Category:Southern_Valley_Yokuts_language,"(2 c, 0 e)"
‎,Southern Yukaghir language,https://en.wiktionary.org/wiki/Category:Southern_Yukaghir_language,"(12 c, 0 e)"
‎,Southwest Gbaya language,https://en.wiktionary.org/wiki/Category:Southwest_Gbaya_language,"(1 c, 0 e)"
‎,Southwest Palawano language,https://en.wiktionary.org/wiki/Category:Southwest_Palawano_language,"(4 c, 0 e)"
‎,Southwest Pashayi language,https://en.wiktionary.org/wiki/Category:Southwest_Pashayi_language,"(1 c, 0 e)"
‎,Southwestern Bontoc language,https://en.wiktionary.org/wiki/Category:Southwestern_Bontoc_language,"(1 c, 0 e)"
‎,Southwestern Fars language,https://en.wiktionary.org/wiki/Category:Southwestern_Fars_language,"(6 c, 0 e)"
‎,Spanish language,https://en.wiktionary.org/wiki/Category:Spanish_language,"(30 c, 4 e)"
‎,Spanish Sign Language,https://en.wiktionary.org/wiki/Category:Spanish_Sign_Language,(0 e)
‎,Spiti Bhoti language,https://en.wiktionary.org/wiki/Category:Spiti_Bhoti_language,"(1 c, 0 e)"
‎,Spokane language,https://en.wiktionary.org/wiki/Category:Spokane_language,(0 e)
‎,Squamish language,https://en.wiktionary.org/wiki/Category:Squamish_language,"(7 c, 0 e)"
‎,Sranan Tongo language,https://en.wiktionary.org/wiki/Category:Sranan_Tongo_language,"(14 c, 1 e)"
‎,Sri Lankan Creole Malay language,https://en.wiktionary.org/wiki/Category:Sri_Lankan_Creole_Malay_language,(0 e)
‎,Sri Lankan Sign Language,https://en.wiktionary.org/wiki/Category:Sri_Lankan_Sign_Language,(0 e)
‎,Stod Bhoti language,https://en.wiktionary.org/wiki/Category:Stod_Bhoti_language,"(1 c, 0 e)"
‎,Stoney language,https://en.wiktionary.org/wiki/Category:Stoney_language,"(4 c, 0 e)"
‎,Suabo language,https://en.wiktionary.org/wiki/Category:Suabo_language,"(1 c, 0 e)"
‎,Suarmin language,https://en.wiktionary.org/wiki/Category:Suarmin_language,"(1 c, 0 e)"
‎,Suau language,https://en.wiktionary.org/wiki/Category:Suau_language,"(1 c, 0 e)"
‎,Suba language,https://en.wiktionary.org/wiki/Category:Suba_language,"(1 c, 0 e)"
‎,Suba-Simbiti language,https://en.wiktionary.org/wiki/Category:Suba-Simbiti_language,"(2 c, 0 e)"
‎,Subtiaba language,https://en.wiktionary.org/wiki/Category:Subtiaba_language,"(1 c, 0 e)"
‎,Sudanese Arabic language,https://en.wiktionary.org/wiki/Category:Sudanese_Arabic_language,"(9 c, 0 e)"
‎,Sudest language,https://en.wiktionary.org/wiki/Category:Sudest_language,"(1 c, 0 e)"
‎,Sudovian language,https://en.wiktionary.org/wiki/Category:Sudovian_language,"(8 c, 1 e)"
‎,Suena language,https://en.wiktionary.org/wiki/Category:Suena_language,"(1 c, 0 e)"
‎,Sugut Dusun language,https://en.wiktionary.org/wiki/Category:Sugut_Dusun_language,(0 e)
‎,Sui language,https://en.wiktionary.org/wiki/Category:Sui_language,"(5 c, 1 e)"
‎,Suki language,https://en.wiktionary.org/wiki/Category:Suki_language,"(1 c, 0 e)"
‎,Sukuma language,https://en.wiktionary.org/wiki/Category:Sukuma_language,"(2 c, 0 e)"
‎,Sukur language,https://en.wiktionary.org/wiki/Category:Sukur_language,"(3 c, 0 e)"
‎,Sukurum language,https://en.wiktionary.org/wiki/Category:Sukurum_language,"(1 c, 0 e)"
‎,Sulka language,https://en.wiktionary.org/wiki/Category:Sulka_language,"(1 c, 0 e)"
‎,Sulung language,https://en.wiktionary.org/wiki/Category:Sulung_language,"(1 c, 1 e)"
‎,Suma language,https://en.wiktionary.org/wiki/Category:Suma_language,(0 e)
‎,Sumau language,https://en.wiktionary.org/wiki/Category:Sumau_language,"(2 c, 0 e)"
‎,Sumbawa language,https://en.wiktionary.org/wiki/Category:Sumbawa_language,"(4 c, 0 e)"
‎,Sumerian language,https://en.wiktionary.org/wiki/Category:Sumerian_language,"(18 c, 1 e)"
‎,Sundanese language,https://en.wiktionary.org/wiki/Category:Sundanese_language,"(18 c, 1 e)"
‎,Sunwar language,https://en.wiktionary.org/wiki/Category:Sunwar_language,"(2 c, 0 e)"
‎,Supyire language,https://en.wiktionary.org/wiki/Category:Supyire_language,"(2 c, 0 e)"
‎,Sur language,https://en.wiktionary.org/wiki/Category:Sur_language,"(1 c, 0 e)"
‎,Suri language,https://en.wiktionary.org/wiki/Category:Suri_language,"(1 c, 0 e)"
‎,Surigaonon language,https://en.wiktionary.org/wiki/Category:Surigaonon_language,"(7 c, 0 e)"
‎,Sursurunga language,https://en.wiktionary.org/wiki/Category:Sursurunga_language,"(7 c, 0 e)"
‎,Suruahá language,https://en.wiktionary.org/wiki/Category:Suruah%C3%A1_language,(0 e)
‎,Suruí language,https://en.wiktionary.org/wiki/Category:Suru%C3%AD_language,"(1 c, 0 e)"
‎,Susquehannock language,https://en.wiktionary.org/wiki/Category:Susquehannock_language,(0 e)
‎,Susu language,https://en.wiktionary.org/wiki/Category:Susu_language,"(4 c, 0 e)"
‎,Suwawa language,https://en.wiktionary.org/wiki/Category:Suwawa_language,(0 e)
‎,Suyá language,https://en.wiktionary.org/wiki/Category:Suy%C3%A1_language,"(6 c, 0 e)"
‎,Svan language,https://en.wiktionary.org/wiki/Category:Svan_language,"(14 c, 1 e)"
‎,Swabian language,https://en.wiktionary.org/wiki/Category:Swabian_language,"(9 c, 0 e)"
‎,Swahili language,https://en.wiktionary.org/wiki/Category:Swahili_language,"(21 c, 1 e)"
‎,Swampy Cree language,https://en.wiktionary.org/wiki/Category:Swampy_Cree_language,"(1 c, 0 e)"
‎,Swazi language,https://en.wiktionary.org/wiki/Category:Swazi_language,"(13 c, 1 e)"
‎,Swedish language,https://en.wiktionary.org/wiki/Category:Swedish_language,"(24 c, 1 e)"
‎,Swedish Sign Language,https://en.wiktionary.org/wiki/Category:Swedish_Sign_Language,"(3 c, 0 e)"
‎,Swiss-French Sign Language,https://en.wiktionary.org/wiki/Category:Swiss-French_Sign_Language,(0 e)
‎,Swiss-German Sign Language,https://en.wiktionary.org/wiki/Category:Swiss-German_Sign_Language,(0 e)
‎,Swiss-Italian Sign Language,https://en.wiktionary.org/wiki/Category:Swiss-Italian_Sign_Language,(0 e)
‎,Sylheti language,https://en.wiktionary.org/wiki/Category:Sylheti_language,"(10 c, 1 e)"
‎,Sácata language,https://en.wiktionary.org/wiki/Category:S%C3%A1cata_language,"(1 c, 0 e)"
‎,Sãotomense language,https://en.wiktionary.org/wiki/Category:S%C3%A3otomense_language,"(7 c, 0 e)"
‎,Sô language,https://en.wiktionary.org/wiki/Category:S%C3%B4_language,"(1 c, 0 e)"
‎,Tabaa Zapotec language,https://en.wiktionary.org/wiki/Category:Tabaa_Zapotec_language,"(1 c, 0 e)"
‎,Tabancale language,https://en.wiktionary.org/wiki/Category:Tabancale_language,"(1 c, 0 e)"
‎,Tabaru language,https://en.wiktionary.org/wiki/Category:Tabaru_language,"(7 c, 0 e)"
‎,Tabasaran language,https://en.wiktionary.org/wiki/Category:Tabasaran_language,"(11 c, 1 e)"
‎,Tabasco Chontal language,https://en.wiktionary.org/wiki/Category:Tabasco_Chontal_language,"(5 c, 0 e)"
‎,Tabasco Nahuatl language,https://en.wiktionary.org/wiki/Category:Tabasco_Nahuatl_language,"(4 c, 0 e)"
‎,Tabasco Zoque language,https://en.wiktionary.org/wiki/Category:Tabasco_Zoque_language,"(1 c, 0 e)"
‎,Tabla language,https://en.wiktionary.org/wiki/Category:Tabla_language,"(1 c, 0 e)"
‎,Tabo language,https://en.wiktionary.org/wiki/Category:Tabo_language,"(1 c, 0 e)"
‎,Tabriak language,https://en.wiktionary.org/wiki/Category:Tabriak_language,"(1 c, 0 e)"
‎,Tacana language,https://en.wiktionary.org/wiki/Category:Tacana_language,"(4 c, 0 e)"
‎,Tachawit language,https://en.wiktionary.org/wiki/Category:Tachawit_language,"(7 c, 0 e)"
‎,Tadaksahak language,https://en.wiktionary.org/wiki/Category:Tadaksahak_language,"(1 c, 1 e)"
‎,Tadyawan language,https://en.wiktionary.org/wiki/Category:Tadyawan_language,"(5 c, 0 e)"
‎,Tae' language,https://en.wiktionary.org/wiki/Category:Tae%27_language,"(4 c, 0 e)"
‎,Tafi language,https://en.wiktionary.org/wiki/Category:Tafi_language,(0 e)
‎,Tafreshi language,https://en.wiktionary.org/wiki/Category:Tafreshi_language,"(1 c, 0 e)"
‎,Tagabawa language,https://en.wiktionary.org/wiki/Category:Tagabawa_language,"(7 c, 0 e)"
‎,Tagakaulu Kalagan language,https://en.wiktionary.org/wiki/Category:Tagakaulu_Kalagan_language,"(5 c, 0 e)"
‎,Tagal Murut language,https://en.wiktionary.org/wiki/Category:Tagal_Murut_language,"(5 c, 0 e)"
‎,Tagalog language,https://en.wiktionary.org/wiki/Category:Tagalog_language,"(25 c, 1 e)"
‎,Tagbanwa language,https://en.wiktionary.org/wiki/Category:Tagbanwa_language,"(5 c, 0 e)"
‎,Tagdal language,https://en.wiktionary.org/wiki/Category:Tagdal_language,"(1 c, 0 e)"
‎,Tagish language,https://en.wiktionary.org/wiki/Category:Tagish_language,"(1 c, 0 e)"
‎,Tagoi language,https://en.wiktionary.org/wiki/Category:Tagoi_language,"(1 c, 1 e)"
‎,Tahitian language,https://en.wiktionary.org/wiki/Category:Tahitian_language,"(14 c, 0 e)"
‎,Tahltan language,https://en.wiktionary.org/wiki/Category:Tahltan_language,"(1 c, 0 e)"
‎,Tai language,https://en.wiktionary.org/wiki/Category:Tai_language,"(1 c, 0 e)"
‎,Tai Dam language,https://en.wiktionary.org/wiki/Category:Tai_Dam_language,"(8 c, 1 e)"
‎,Tai Do language,https://en.wiktionary.org/wiki/Category:Tai_Do_language,"(3 c, 0 e)"
‎,Tai Dón language,https://en.wiktionary.org/wiki/Category:Tai_D%C3%B3n_language,"(2 c, 0 e)"
‎,Tai Hongjin language,https://en.wiktionary.org/wiki/Category:Tai_Hongjin_language,"(1 c, 0 e)"
‎,Tai Laing language,https://en.wiktionary.org/wiki/Category:Tai_Laing_language,"(3 c, 0 e)"
‎,Tai Long language,https://en.wiktionary.org/wiki/Category:Tai_Long_language,"(1 c, 0 e)"
‎,Tai Nüa language,https://en.wiktionary.org/wiki/Category:Tai_N%C3%BCa_language,"(8 c, 1 e)"
‎,Taiap language,https://en.wiktionary.org/wiki/Category:Taiap_language,(1 e)
‎,Taikat language,https://en.wiktionary.org/wiki/Category:Taikat_language,"(1 c, 0 e)"
‎,Taimyr Pidgin Russian language,https://en.wiktionary.org/wiki/Category:Taimyr_Pidgin_Russian_language,"(3 c, 0 e)"
‎,Tainae language,https://en.wiktionary.org/wiki/Category:Tainae_language,"(1 c, 0 e)"
‎,Tairuma language,https://en.wiktionary.org/wiki/Category:Tairuma_language,"(2 c, 0 e)"
‎,Taishanese language,https://en.wiktionary.org/wiki/Category:Taishanese_language,"(4 c, 0 e)"
‎,Taivoan language,https://en.wiktionary.org/wiki/Category:Taivoan_language,"(7 c, 0 e)"
‎,Taiwan Sign Language,https://en.wiktionary.org/wiki/Category:Taiwan_Sign_Language,(0 e)
‎,Tajik language,https://en.wiktionary.org/wiki/Category:Tajik_language,"(16 c, 1 e)"
‎,Tajiki Arabic language,https://en.wiktionary.org/wiki/Category:Tajiki_Arabic_language,"(1 c, 0 e)"
‎,Tajio language,https://en.wiktionary.org/wiki/Category:Tajio_language,"(3 c, 0 e)"
‎,Takelma language,https://en.wiktionary.org/wiki/Category:Takelma_language,"(1 c, 0 e)"
‎,Takia language,https://en.wiktionary.org/wiki/Category:Takia_language,"(2 c, 0 e)"
‎,Takka Apabhramsa language,https://en.wiktionary.org/wiki/Category:Takka_Apabhramsa_language,"(6 c, 0 e)"
‎,Takuu language,https://en.wiktionary.org/wiki/Category:Takuu_language,"(4 c, 0 e)"
‎,Tal language,https://en.wiktionary.org/wiki/Category:Tal_language,"(2 c, 0 e)"
‎,Tala language,https://en.wiktionary.org/wiki/Category:Tala_language,"(2 c, 0 e)"
‎,Talaud language,https://en.wiktionary.org/wiki/Category:Talaud_language,"(2 c, 0 e)"
‎,Taliabu language,https://en.wiktionary.org/wiki/Category:Taliabu_language,"(4 c, 0 e)"
‎,Talieng language,https://en.wiktionary.org/wiki/Category:Talieng_language,"(1 c, 0 e)"
‎,Talise language,https://en.wiktionary.org/wiki/Category:Talise_language,"(1 c, 0 e)"
‎,Taloki language,https://en.wiktionary.org/wiki/Category:Taloki_language,"(2 c, 0 e)"
‎,Talossan language,https://en.wiktionary.org/wiki/Category:Talossan_language,"(8 c, 1 e)"
‎,Talu language,https://en.wiktionary.org/wiki/Category:Talu_language,"(1 c, 0 e)"
‎,Talysh language,https://en.wiktionary.org/wiki/Category:Talysh_language,"(11 c, 0 e)"
‎,Tama (Chad) language,https://en.wiktionary.org/wiki/Category:Tama_(Chad)_language,"(1 c, 0 e)"
‎,Tamambo language,https://en.wiktionary.org/wiki/Category:Tamambo_language,"(1 c, 0 e)"
‎,Tamanaku language,https://en.wiktionary.org/wiki/Category:Tamanaku_language,"(5 c, 0 e)"
‎,Tambas language,https://en.wiktionary.org/wiki/Category:Tambas_language,"(2 c, 0 e)"
‎,Tambora language,https://en.wiktionary.org/wiki/Category:Tambora_language,"(1 c, 0 e)"
‎,Tambunan Dusun language,https://en.wiktionary.org/wiki/Category:Tambunan_Dusun_language,"(3 c, 0 e)"
‎,Tamil language,https://en.wiktionary.org/wiki/Category:Tamil_language,"(19 c, 1 e)"
‎,Tamki language,https://en.wiktionary.org/wiki/Category:Tamki_language,"(1 c, 0 e)"
‎,Tampuan language,https://en.wiktionary.org/wiki/Category:Tampuan_language,"(1 c, 0 e)"
‎,Tanacross language,https://en.wiktionary.org/wiki/Category:Tanacross_language,"(2 c, 0 e)"
‎,Tanapag language,https://en.wiktionary.org/wiki/Category:Tanapag_language,"(1 c, 0 e)"
‎,Tandaganon language,https://en.wiktionary.org/wiki/Category:Tandaganon_language,"(2 c, 0 e)"
‎,Tanema language,https://en.wiktionary.org/wiki/Category:Tanema_language,"(1 c, 0 e)"
‎,Tangale language,https://en.wiktionary.org/wiki/Category:Tangale_language,"(2 c, 0 e)"
‎,Tangam language,https://en.wiktionary.org/wiki/Category:Tangam_language,"(6 c, 0 e)"
‎,Tangkhul Naga language,https://en.wiktionary.org/wiki/Category:Tangkhul_Naga_language,"(3 c, 0 e)"
‎,Tangoa language,https://en.wiktionary.org/wiki/Category:Tangoa_language,"(4 c, 0 e)"
‎,Tangsa language,https://en.wiktionary.org/wiki/Category:Tangsa_language,"(1 c, 0 e)"
‎,Tangut language,https://en.wiktionary.org/wiki/Category:Tangut_language,"(6 c, 0 e)"
‎,Tanimbili language,https://en.wiktionary.org/wiki/Category:Tanimbili_language,"(1 c, 0 e)"
‎,Tanimuca-Retuarã language,https://en.wiktionary.org/wiki/Category:Tanimuca-Retuar%C3%A3_language,"(6 c, 0 e)"
‎,Tanjijili language,https://en.wiktionary.org/wiki/Category:Tanjijili_language,"(1 c, 0 e)"
‎,Tanudan Kalinga language,https://en.wiktionary.org/wiki/Category:Tanudan_Kalinga_language,"(2 c, 0 e)"
‎,Tanzanian Sign Language,https://en.wiktionary.org/wiki/Category:Tanzanian_Sign_Language,(0 e)
‎,Taos language,https://en.wiktionary.org/wiki/Category:Taos_language,"(10 c, 1 e)"
‎,Tapachultec language,https://en.wiktionary.org/wiki/Category:Tapachultec_language,"(1 c, 0 e)"
‎,Taparita language,https://en.wiktionary.org/wiki/Category:Taparita_language,"(1 c, 1 e)"
‎,Tapayuna language,https://en.wiktionary.org/wiki/Category:Tapayuna_language,"(5 c, 0 e)"
‎,Tapirapé language,https://en.wiktionary.org/wiki/Category:Tapirap%C3%A9_language,"(1 c, 0 e)"
‎,Tar Gula language,https://en.wiktionary.org/wiki/Category:Tar_Gula_language,(0 e)
‎,Tara Baka language,https://en.wiktionary.org/wiki/Category:Tara_Baka_language,"(2 c, 0 e)"
‎,Tarairiú language,https://en.wiktionary.org/wiki/Category:Tarairi%C3%BA_language,"(1 c, 1 e)"
‎,Tarantino language,https://en.wiktionary.org/wiki/Category:Tarantino_language,"(9 c, 0 e)"
‎,Tarao language,https://en.wiktionary.org/wiki/Category:Tarao_language,"(4 c, 0 e)"
‎,Taraon language,https://en.wiktionary.org/wiki/Category:Taraon_language,"(3 c, 1 e)"
‎,Tariana language,https://en.wiktionary.org/wiki/Category:Tariana_language,"(2 c, 0 e)"
‎,Tarifit language,https://en.wiktionary.org/wiki/Category:Tarifit_language,"(12 c, 0 e)"
‎,Tarok language,https://en.wiktionary.org/wiki/Category:Tarok_language,"(2 c, 0 e)"
‎,Taroko language,https://en.wiktionary.org/wiki/Category:Taroko_language,"(8 c, 0 e)"
‎,Tarpia language,https://en.wiktionary.org/wiki/Category:Tarpia_language,"(1 c, 0 e)"
‎,Tartessian language,https://en.wiktionary.org/wiki/Category:Tartessian_language,"(1 c, 0 e)"
‎,Taruma language,https://en.wiktionary.org/wiki/Category:Taruma_language,"(1 c, 1 e)"
‎,Tasawaq language,https://en.wiktionary.org/wiki/Category:Tasawaq_language,(0 e)
‎,Tashelhit language,https://en.wiktionary.org/wiki/Category:Tashelhit_language,"(11 c, 0 e)"
‎,Tasmanian language,https://en.wiktionary.org/wiki/Category:Tasmanian_language,"(1 c, 0 e)"
‎,Tat language,https://en.wiktionary.org/wiki/Category:Tat_language,"(8 c, 0 e)"
‎,Tataltepec Chatino language,https://en.wiktionary.org/wiki/Category:Tataltepec_Chatino_language,"(6 c, 1 e)"
‎,Tatana language,https://en.wiktionary.org/wiki/Category:Tatana_language,"(1 c, 0 e)"
‎,Tatar language,https://en.wiktionary.org/wiki/Category:Tatar_language,"(16 c, 1 e)"
‎,Tatuyo language,https://en.wiktionary.org/wiki/Category:Tatuyo_language,"(1 c, 0 e)"
‎,Taupota language,https://en.wiktionary.org/wiki/Category:Taupota_language,"(1 c, 0 e)"
‎,Tause language,https://en.wiktionary.org/wiki/Category:Tause_language,"(1 c, 0 e)"
‎,Taushiro language,https://en.wiktionary.org/wiki/Category:Taushiro_language,"(1 c, 1 e)"
‎,Tausug language,https://en.wiktionary.org/wiki/Category:Tausug_language,"(12 c, 1 e)"
‎,Tauya language,https://en.wiktionary.org/wiki/Category:Tauya_language,"(3 c, 0 e)"
‎,Tavoyan language,https://en.wiktionary.org/wiki/Category:Tavoyan_language,"(7 c, 0 e)"
‎,Tavringer Romani language,https://en.wiktionary.org/wiki/Category:Tavringer_Romani_language,"(1 c, 0 e)"
‎,Tawala language,https://en.wiktionary.org/wiki/Category:Tawala_language,"(3 c, 0 e)"
‎,Tawang Monpa language,https://en.wiktionary.org/wiki/Category:Tawang_Monpa_language,"(2 c, 0 e)"
‎,Tawasa language,https://en.wiktionary.org/wiki/Category:Tawasa_language,"(2 c, 0 e)"
‎,Taworta language,https://en.wiktionary.org/wiki/Category:Taworta_language,"(3 c, 0 e)"
‎,Tawoyan language,https://en.wiktionary.org/wiki/Category:Tawoyan_language,"(2 c, 0 e)"
‎,Taymanitic language,https://en.wiktionary.org/wiki/Category:Taymanitic_language,"(3 c, 0 e)"
‎,Tayo language,https://en.wiktionary.org/wiki/Category:Tayo_language,"(3 c, 0 e)"
‎,Taíno language,https://en.wiktionary.org/wiki/Category:Ta%C3%ADno_language,"(7 c, 0 e)"
‎,Tboli language,https://en.wiktionary.org/wiki/Category:Tboli_language,"(5 c, 0 e)"
‎,Teanu language,https://en.wiktionary.org/wiki/Category:Teanu_language,"(7 c, 0 e)"
‎,Tebul Sign Language,https://en.wiktionary.org/wiki/Category:Tebul_Sign_Language,(0 e)
‎,Tebul Ure Dogon language,https://en.wiktionary.org/wiki/Category:Tebul_Ure_Dogon_language,"(1 c, 0 e)"
‎,Tedaga language,https://en.wiktionary.org/wiki/Category:Tedaga_language,"(1 c, 0 e)"
‎,Tedim Chin language,https://en.wiktionary.org/wiki/Category:Tedim_Chin_language,"(1 c, 1 e)"
‎,Tee language,https://en.wiktionary.org/wiki/Category:Tee_language,"(1 c, 0 e)"
‎,Tefaro language,https://en.wiktionary.org/wiki/Category:Tefaro_language,"(1 c, 0 e)"
‎,Tegali language,https://en.wiktionary.org/wiki/Category:Tegali_language,"(1 c, 1 e)"
‎,Tehuelche language,https://en.wiktionary.org/wiki/Category:Tehuelche_language,"(3 c, 0 e)"
‎,Teiwa language,https://en.wiktionary.org/wiki/Category:Teiwa_language,"(2 c, 0 e)"
‎,Tejalapan Zapotec language,https://en.wiktionary.org/wiki/Category:Tejalapan_Zapotec_language,"(1 c, 0 e)"
‎,Telugu language,https://en.wiktionary.org/wiki/Category:Telugu_language,"(23 c, 2 e)"
‎,Temascaltepec Nahuatl language,https://en.wiktionary.org/wiki/Category:Temascaltepec_Nahuatl_language,"(6 c, 0 e)"
‎,Tembé language,https://en.wiktionary.org/wiki/Category:Temb%C3%A9_language,"(1 c, 0 e)"
‎,Temein language,https://en.wiktionary.org/wiki/Category:Temein_language,"(1 c, 1 e)"
‎,Temiar language,https://en.wiktionary.org/wiki/Category:Temiar_language,"(3 c, 0 e)"
‎,Temne language,https://en.wiktionary.org/wiki/Category:Temne_language,"(4 c, 0 e)"
‎,Temoaya Otomi language,https://en.wiktionary.org/wiki/Category:Temoaya_Otomi_language,"(2 c, 0 e)"
‎,Temoq language,https://en.wiktionary.org/wiki/Category:Temoq_language,(0 e)
‎,Ten'edn language,https://en.wiktionary.org/wiki/Category:Ten%27edn_language,(0 e)
‎,Tengger language,https://en.wiktionary.org/wiki/Category:Tengger_language,"(4 c, 0 e)"
‎,Tenharim language,https://en.wiktionary.org/wiki/Category:Tenharim_language,"(2 c, 0 e)"
‎,Tennet language,https://en.wiktionary.org/wiki/Category:Tennet_language,"(1 c, 0 e)"
‎,Teochew language,https://en.wiktionary.org/wiki/Category:Teochew_language,"(9 c, 0 e)"
‎,Teojomulco Chatino language,https://en.wiktionary.org/wiki/Category:Teojomulco_Chatino_language,"(6 c, 1 e)"
‎,Teop language,https://en.wiktionary.org/wiki/Category:Teop_language,"(4 c, 0 e)"
‎,Tepecano language,https://en.wiktionary.org/wiki/Category:Tepecano_language,"(7 c, 0 e)"
‎,Tepeuxila Cuicatec language,https://en.wiktionary.org/wiki/Category:Tepeuxila_Cuicatec_language,"(6 c, 0 e)"
‎,Teposcolula Mixtec language,https://en.wiktionary.org/wiki/Category:Teposcolula_Mixtec_language,"(7 c, 0 e)"
‎,Tequistlatec language,https://en.wiktionary.org/wiki/Category:Tequistlatec_language,"(1 c, 1 e)"
‎,Ter Sami language,https://en.wiktionary.org/wiki/Category:Ter_Sami_language,"(6 c, 1 e)"
‎,Tera language,https://en.wiktionary.org/wiki/Category:Tera_language,"(4 c, 0 e)"
‎,Terebu language,https://en.wiktionary.org/wiki/Category:Terebu_language,"(1 c, 0 e)"
‎,Tereno language,https://en.wiktionary.org/wiki/Category:Tereno_language,"(1 c, 0 e)"
‎,Teressa language,https://en.wiktionary.org/wiki/Category:Teressa_language,"(5 c, 0 e)"
‎,Teribe language,https://en.wiktionary.org/wiki/Category:Teribe_language,"(6 c, 0 e)"
‎,Ternate language,https://en.wiktionary.org/wiki/Category:Ternate_language,"(10 c, 0 e)"
‎,Tese language,https://en.wiktionary.org/wiki/Category:Tese_language,"(1 c, 0 e)"
‎,Tetelcingo Nahuatl language,https://en.wiktionary.org/wiki/Category:Tetelcingo_Nahuatl_language,"(9 c, 0 e)"
‎,Tetserret language,https://en.wiktionary.org/wiki/Category:Tetserret_language,"(2 c, 0 e)"
‎,Tetum language,https://en.wiktionary.org/wiki/Category:Tetum_language,"(10 c, 0 e)"
‎,Tetun Dili language,https://en.wiktionary.org/wiki/Category:Tetun_Dili_language,"(2 c, 0 e)"
‎,Teutila Cuicatec language,https://en.wiktionary.org/wiki/Category:Teutila_Cuicatec_language,(0 e)
‎,Tewa language,https://en.wiktionary.org/wiki/Category:Tewa_language,"(3 c, 0 e)"
‎,Texmelucan Zapotec language,https://en.wiktionary.org/wiki/Category:Texmelucan_Zapotec_language,"(2 c, 0 e)"
‎,Tezoatlán Mixtec language,https://en.wiktionary.org/wiki/Category:Tezoatl%C3%A1n_Mixtec_language,"(6 c, 0 e)"
‎,Thai language,https://en.wiktionary.org/wiki/Category:Thai_language,"(27 c, 3 e)"
‎,Thai Sign Language,https://en.wiktionary.org/wiki/Category:Thai_Sign_Language,"(1 c, 0 e)"
‎,Thakali language,https://en.wiktionary.org/wiki/Category:Thakali_language,"(1 c, 0 e)"
‎,Thamudic language,https://en.wiktionary.org/wiki/Category:Thamudic_language,"(3 c, 0 e)"
‎,Thangmi language,https://en.wiktionary.org/wiki/Category:Thangmi_language,"(1 c, 2 e)"
‎,Thao language,https://en.wiktionary.org/wiki/Category:Thao_language,"(10 c, 0 e)"
‎,Thavung language,https://en.wiktionary.org/wiki/Category:Thavung_language,"(3 c, 0 e)"
‎,Thompson language,https://en.wiktionary.org/wiki/Category:Thompson_language,"(4 c, 0 e)"
‎,Thracian language,https://en.wiktionary.org/wiki/Category:Thracian_language,"(9 c, 0 e)"
‎,Thulung language,https://en.wiktionary.org/wiki/Category:Thulung_language,"(2 c, 0 e)"
‎,Tiang language,https://en.wiktionary.org/wiki/Category:Tiang_language,"(1 c, 0 e)"
‎,Tibea language,https://en.wiktionary.org/wiki/Category:Tibea_language,(0 e)
‎,Tibetan language,https://en.wiktionary.org/wiki/Category:Tibetan_language,"(22 c, 3 e)"
‎,Ticuna language,https://en.wiktionary.org/wiki/Category:Ticuna_language,"(1 c, 1 e)"
‎,Tidore language,https://en.wiktionary.org/wiki/Category:Tidore_language,"(4 c, 0 e)"
‎,Tigon Mbembe language,https://en.wiktionary.org/wiki/Category:Tigon_Mbembe_language,"(3 c, 0 e)"
‎,Tigre language,https://en.wiktionary.org/wiki/Category:Tigre_language,"(12 c, 1 e)"
‎,Tigrinya language,https://en.wiktionary.org/wiki/Category:Tigrinya_language,"(13 c, 2 e)"
‎,Tikar language,https://en.wiktionary.org/wiki/Category:Tikar_language,"(1 c, 0 e)"
‎,Tikopia language,https://en.wiktionary.org/wiki/Category:Tikopia_language,"(5 c, 0 e)"
‎,Tillamook language,https://en.wiktionary.org/wiki/Category:Tillamook_language,"(1 c, 0 e)"
‎,Tilquiapan Zapotec language,https://en.wiktionary.org/wiki/Category:Tilquiapan_Zapotec_language,"(2 c, 0 e)"
‎,Timbe language,https://en.wiktionary.org/wiki/Category:Timbe_language,"(1 c, 0 e)"
‎,Timote language,https://en.wiktionary.org/wiki/Category:Timote_language,"(1 c, 1 e)"
‎,Timucua language,https://en.wiktionary.org/wiki/Category:Timucua_language,"(3 c, 1 e)"
‎,Timugon Murut language,https://en.wiktionary.org/wiki/Category:Timugon_Murut_language,"(4 c, 0 e)"
‎,Tinani language,https://en.wiktionary.org/wiki/Category:Tinani_language,"(1 c, 0 e)"
‎,Tindi language,https://en.wiktionary.org/wiki/Category:Tindi_language,"(5 c, 0 e)"
‎,Tinigua language,https://en.wiktionary.org/wiki/Category:Tinigua_language,"(1 c, 1 e)"
‎,Tinputz language,https://en.wiktionary.org/wiki/Category:Tinputz_language,"(1 c, 0 e)"
‎,Tipai language,https://en.wiktionary.org/wiki/Category:Tipai_language,"(1 c, 0 e)"
‎,Tirahi language,https://en.wiktionary.org/wiki/Category:Tirahi_language,"(1 c, 0 e)"
‎,Tircul language,https://en.wiktionary.org/wiki/Category:Tircul_language,"(3 c, 0 e)"
