,language,source_language,e
3956,proto-tocharian,Proto-Iranian‎,1
3964,proto-turkic,Iranian languages‎,3
3964,proto-turkic,Middle Persian‎,2
3964,proto-turkic,Northeastern Iranian languages‎,2
3964,proto-turkic,Old Chinese‎,2
3964,proto-turkic,Proto-Samoyedic‎,1
3964,proto-turkic,Proto-Tocharian‎,1
3964,proto-turkic,Sakan languages‎,1
3964,proto-turkic,Sanskrit‎,1
3964,proto-turkic,Sogdic languages‎,1
3964,proto-turkic,Tibetan‎,1
3964,proto-turkic,Tocharian languages‎,1
3964,proto-turkic,Uralic languages‎,1
3966,proto-ugric,Proto-Uralic‎,1
3968,proto-uralic,Indo-Iranian languages‎,1
3968,proto-uralic,Proto-Balto-Slavic‎,1
3968,proto-uralic,Proto-Indo-European‎,3
3968,proto-uralic,Proto-Indo-Iranian‎,7
3968,proto-uralic,Proto-Tocharian‎,3
3971,proto-vietic,substrate languages‎,1
3973,proto-west germanic,Ancient Greek‎,0
3973,proto-west germanic,Byzantine Greek‎,1
3973,proto-west germanic,Gaulish‎,3
3973,proto-west germanic,Koine Greek‎,1
3973,proto-west germanic,Late Latin‎,28
3973,proto-west germanic,Latin‎,98
3973,proto-west germanic,Proto-Slavic‎,1
3973,proto-west germanic,substrate languages‎,8
3973,proto-west germanic,Vulgar Latin‎,11
3994,punic,Aramaic‎,1
3994,punic,Iranian languages‎,1
3995,punjabi,Arabic‎,64
3995,punjabi,Bengali‎,1
3995,punjabi,British English‎,1
3995,punjabi,Burmese‎,2
3995,punjabi,Classical Persian‎,24
3995,punjabi,Classical Sanskrit‎,1
3995,punjabi,English‎,49
3995,punjabi,Hindi‎,4
3995,punjabi,Hindustani languages‎,1
3995,punjabi,Japanese‎,1
3995,punjabi,Maori‎,1
3995,punjabi,Persian‎,183
3995,punjabi,Portuguese‎,7
3995,punjabi,Sanskrit‎,78
3995,punjabi,Spanish‎,1
4001,purepecha,Nahuan languages‎,1
4001,purepecha,Spanish‎,8
4008,puyuma,Chinese‎,3
4008,puyuma,Hokkien‎,2
4008,puyuma,Japanese‎,2
4024,quechua,Ancient Greek‎,2
4024,quechua,Arabic‎,3
4024,quechua,Armenian‎,0
4024,quechua,Aymara‎,2
4024,quechua,Azerbaijani‎,0
4024,quechua,Bengali‎,2
4024,quechua,English‎,1
4024,quechua,German‎,1
4024,quechua,Late Latin‎,1
4024,quechua,Latin‎,1
4024,quechua,Persian‎,0
4024,quechua,Spanish‎,51
4033,quiripi,English‎,2
4035,rabha,Assamese‎,2
4037,rade,French‎,10
4041,rajasthani,English‎,1
4041,rajasthani,Persian‎,5
4041,rajasthani,Sanskrit‎,7
4042,rajbanshi,Persian‎,1
4042,rajbanshi,Sanskrit‎,1
4045,rakhine,Burmese‎,2
4045,rakhine,Hindi‎,1
4045,rakhine,Portuguese‎,1
4045,rakhine,Spanish‎,1
4053,rapa nui,English‎,1
4053,rapa nui,Spanish‎,2
4053,rapa nui,Tahitian‎,12
4056,rarotongan,Ancient Greek‎,1
4056,rarotongan,English‎,68
4056,rarotongan,Fijian‎,2
4056,rarotongan,French‎,3
4056,rarotongan,Greek‎,2
4056,rarotongan,Hawaiian‎,1
4056,rarotongan,Hebrew‎,1
4056,rarotongan,Italian‎,1
4056,rarotongan,Maori‎,3
4056,rarotongan,Samoan‎,1
4056,rarotongan,Spanish‎,3
4056,rarotongan,Tahitian‎,1
4056,rarotongan,Tongan‎,1
4058,ratagnon,Spanish‎,1
4058,ratagnon,Tagalog‎,1
4062,rawang,Burmese‎,6
4062,rawang,English‎,1
4063,rayón zoque,Nahuan languages‎,2
4063,rayón zoque,Spanish‎,10
4067,rejang,Malay‎,1
4069,rembong,Malay‎,2
4081,rhine franconian,French‎,1
4086,rohingya,Bengali‎,2
4086,rohingya,Classical Persian‎,1
4086,rohingya,Hindi‎,2
4086,rohingya,Persian‎,1
4087,romagnol,Ancient Greek‎,3
4087,romagnol,Dutch‎,1
4087,romagnol,English‎,1
4087,romagnol,French‎,9
4087,romagnol,Illyrian‎,1
4087,romagnol,Old French‎,4
4087,romagnol,Venetian‎,1
4088,romani,Armenian‎,2
4088,romani,Byzantine Greek‎,17
4088,romani,Iranian languages‎,6
4088,romani,Macedonian‎,0
4088,romani,Middle Armenian‎,1
4088,romani,Middle Persian‎,2
4088,romani,Old Armenian‎,15
4088,romani,Pashto‎,1
4088,romani,Persian‎,4
4088,romani,Romanian‎,10
4088,romani,Serbo-Croatian‎,2
4089,romanian,a pre-Roman substrate of the Balkans‎,1
4089,romanian,Afrikaans‎,1
4089,romanian,Albanian‎,35
4089,romanian,Ancient Greek‎,95
4089,romanian,Arabic‎,2
4089,romanian,Aramaic‎,1
4089,romanian,Armenian‎,17
4089,romanian,Aromanian‎,6
4089,romanian,Bulgarian‎,431
4089,romanian,Byzantine Greek‎,19
4089,romanian,Catalan‎,1
4089,romanian,Crimean Tatar‎,36
4089,romanian,Czech‎,3
4089,romanian,Dacian‎,1
4089,romanian,Dutch‎,1
4089,romanian,East Germanic languages‎,1
4089,romanian,Ecclesiastical Latin‎,1
4089,romanian,English‎,919
4089,romanian,Esperanto‎,1
4089,romanian,Fijian‎,1
4089,romanian,French‎,24101
4089,romanian,Gagauz‎,3
4089,romanian,German‎,1066
4089,romanian,Greek‎,654
4089,romanian,Hebrew‎,5
4089,romanian,Hungarian‎,1462
4089,romanian,Icelandic‎,1
4089,romanian,Italian‎,946
4089,romanian,Japanese‎,1
4089,romanian,Karachay-Balkar‎,1
4089,romanian,Kipchak‎,13
4089,romanian,Koine Greek‎,2
4089,romanian,Kyrgyz‎,1
4089,romanian,Ladino‎,1
4089,romanian,Late Latin‎,49
4089,romanian,Latin‎,1809
4089,romanian,Mandarin‎,1
4089,romanian,Medieval Latin‎,21
4089,romanian,New Latin‎,8
4089,romanian,Nogai‎,11
4089,romanian,Norwegian Bokmål‎,1
4089,romanian,Old Church Slavonic‎,1036
4089,romanian,Old East Slavic‎,23
4089,romanian,Old Hungarian‎,1
4089,romanian,Old Turkic‎,1
4089,romanian,Old Ukrainian‎,1
4089,romanian,Ottoman Turkish‎,577
4089,romanian,Pecheneg‎,1
4089,romanian,Persian‎,1
4089,romanian,Polish‎,95
4089,romanian,Portuguese‎,4
4089,romanian,Proto-Albanian‎,9
4089,romanian,Proto-Indo-Iranian‎,1
4089,romanian,Proto-Slavic‎,133
4089,romanian,Romani‎,57
4089,romanian,Russian‎,441
4089,romanian,Rusyn‎,2
4089,romanian,Serbo-Croatian‎,275
4089,romanian,Slavic languages‎,9
4089,romanian,Spanish‎,46
4089,romanian,substrate languages‎,5
4089,romanian,Tatar‎,2
4089,romanian,Thracian‎,4
4089,romanian,Translingual‎,6
4089,romanian,Transylvanian Saxon‎,10
4089,romanian,Turkish‎,354
4089,romanian,Ukrainian‎,507
4089,romanian,Yiddish‎,6
4091,romansch,Alemannic German‎,1
4091,romansch,English‎,2
4091,romansch,French‎,8
4091,romansch,German‎,8
4091,romansch,Italian‎,1
4091,romansch,Late Latin‎,2
4091,romansch,Latin‎,22
4091,romansch,Medieval Latin‎,2
4091,romansch,Old French‎,7
4091,romansch,Old High German‎,3
4091,romansch,Spanish‎,1
4091,romansch,Venetian‎,1
4100,rotokas,English‎,1
4100,rotokas,Tok Pisin‎,16
4101,rotuman,Samoan‎,1
4104,rukai,Chinese‎,1
4104,rukai,Hokkien‎,5
4104,rukai,Japanese‎,43
4108,rungus,Malay‎,1
4111,russian,Abkhaz‎,1
4111,russian,Afrikaans‎,3
4111,russian,Akkadian‎,1
4111,russian,Ancient Greek‎,251
4111,russian,Arabic‎,67
4111,russian,Arawak‎,1
4111,russian,Armenian‎,88
4111,russian,Azerbaijani‎,7
4111,russian,Belarusian‎,11
4111,russian,Bengali‎,1
4111,russian,Bulgarian‎,8
4111,russian,Burmese‎,5
4111,russian,Buryat‎,2
4111,russian,Byzantine Greek‎,13
4111,russian,Cantonese‎,1
4111,russian,Chagatai‎,3
4111,russian,Chechen‎,1
4111,russian,Chinese‎,11
4111,russian,Chinook Jargon‎,1
4111,russian,Chukchi‎,1
4111,russian,Chuvash‎,2
4111,russian,Circassian languages‎,1
4111,russian,Classical Mongolian‎,2
4111,russian,Common Turkic‎,1
4111,russian,Crimean Tatar‎,9
4111,russian,Czech‎,12
4111,russian,Danish‎,1
4111,russian,Dutch‎,116
4111,russian,Eastern Mari‎,3
4111,russian,English‎,845
4111,russian,Estonian‎,4
4111,russian,Evenki‎,1
4111,russian,Faroese‎,2
4111,russian,Finnic languages‎,5
4111,russian,Finnish‎,11
4111,russian,French‎,996
4111,russian,Georgian‎,31
4111,russian,German‎,666
4111,russian,Greek‎,21
4111,russian,Hebrew‎,33
4111,russian,Hindi‎,14
4111,russian,Hungarian‎,3
4111,russian,Indonesian‎,1
4111,russian,Ingush‎,1
4111,russian,Italian‎,142
4111,russian,Itelmen‎,2
4111,russian,Japanese‎,215
4111,russian,Kalmyk‎,1
4111,russian,Karachay-Balkar‎,1
4111,russian,Karakhanid‎,1
4111,russian,Karelian‎,2
4111,russian,Kazakh‎,18
4111,russian,Khakas‎,1
4111,russian,Khanty‎,1
4111,russian,Kildin Sami‎,1
4111,russian,Kipchak‎,2
4111,russian,Koine Greek‎,1
4111,russian,Komi-Permyak‎,1
4111,russian,Komi-Zyrian‎,4
4111,russian,Korean‎,23
4111,russian,Kumyk‎,1
4111,russian,Kyrgyz‎,3
4111,russian,Late Latin‎,8
4111,russian,Latin‎,336
4111,russian,Latvian‎,1
4111,russian,Lithuanian‎,4
4111,russian,Low German‎,4
4111,russian,Lower Sorbian‎,1
4111,russian,Malay‎,4
4111,russian,Mandarin‎,36
4111,russian,Mansi‎,1
4111,russian,Medieval Latin‎,12
4111,russian,Middle Dutch‎,1
4111,russian,Middle High German‎,14
4111,russian,Middle Low German‎,10
4111,russian,Min Nan‎,1
4111,russian,Mongolian‎,5
4111,russian,Mongolic languages‎,2
4111,russian,New Latin‎,6
4111,russian,Northern Sami‎,1
4111,russian,Norwegian‎,1
4111,russian,Old Church Slavonic‎,394
4111,russian,Old East Slavic‎,2
4111,russian,Old French‎,4
4111,russian,Old High German‎,1
4111,russian,Old Italian‎,1
4111,russian,Old Norse‎,13
4111,russian,Old Polish‎,3
4111,russian,Oriya‎,1
4111,russian,Ossetian‎,3
4111,russian,Ottoman Turkish‎,43
4111,russian,Pashto‎,1
4111,russian,Persian‎,32
4111,russian,Polish‎,219
4111,russian,Portuguese‎,13
4111,russian,Proto-Turkic‎,2
4111,russian,Rioplatense Spanish‎,1
4111,russian,Romani‎,3
4111,russian,Romanian‎,4
4111,russian,Russian‎,0
4111,russian,Sami languages‎,3
4111,russian,Samoyedic languages‎,1
4111,russian,Sanskrit‎,24
4111,russian,Serbo-Croatian‎,5
4111,russian,Slovak‎,1
4111,russian,Southern Altai‎,1
4111,russian,Spanish‎,46
4111,russian,Swahili‎,2
4111,russian,Swedish‎,8
4111,russian,Tajik‎,3
4111,russian,Tamil‎,2
4111,russian,Tatar‎,20
4111,russian,Thai‎,3
4111,russian,Tibetan‎,2
4111,russian,Tundra Nenets‎,1
4111,russian,Tungusic languages‎,1
4111,russian,Turkic languages‎,58
4111,russian,Turkish‎,13
4111,russian,Turkmen‎,1
4111,russian,Tuvan‎,1
4111,russian,Udmurt‎,1
4111,russian,Ukrainian‎,47
4111,russian,Upper Sorbian‎,1
4111,russian,Urdu‎,2
4111,russian,Uzbek‎,11
4111,russian,Venetian‎,1
4111,russian,Vietnamese‎,1
4111,russian,West Germanic languages‎,1
4111,russian,Western Mari‎,1
4111,russian,Yakut‎,4
4111,russian,Yiddish‎,21
4113,rusyn,Faroese‎,1
4113,rusyn,German‎,2
4113,rusyn,Old Church Slavonic‎,1
4114,rutul,Armenian‎,1
4114,rutul,Turkic languages‎,1
4116,rwanda-rundi,French‎,28
4116,rwanda-rundi,German‎,4
4116,rwanda-rundi,Swahili‎,60
4117,réunion creole french,Hindi‎,1
4118,s'gaw karen,Burmese‎,1
4118,s'gaw karen,English‎,3
4118,s'gaw karen,Mon‎,1
4124,saanich,Chinook Jargon‎,1
4124,saanich,English‎,1
4124,saanich,French‎,1
4125,saaroa,Chinese‎,1
4125,saaroa,Japanese‎,1
4127,sabaean,Aramaic‎,2
4128,sabah bisaya,Hokkien‎,1
4129,sabah malay,Central Dusun‎,1
4129,sabah malay,English‎,1
4131,sabir,French‎,1
4131,sabir,Italian‎,4
4131,sabir,Latin‎,1
4131,sabir,Occitan‎,2
4131,sabir,Spanish‎,3
4136,saek,Isan‎,1
4136,saek,Lao‎,1
4136,saek,Middle Chinese‎,2
4136,saek,Old Chinese‎,1
4136,saek,Thai‎,2
4142,saho,Arabic‎,1
4143,sahu,Ternate‎,1
4144,saisiyat,Chinese‎,1
4144,saisiyat,Japanese‎,1
4144,saisiyat,Mandarin‎,1
4146,sakizaya,Chinese‎,4
4146,sakizaya,English‎,1
4146,sakizaya,Hokkien‎,13
4146,sakizaya,Japanese‎,37
4146,sakizaya,Mandarin‎,6
4146,sakizaya,Spanish‎,1
4147,salar,Chinese‎,4
4147,salar,Mandarin‎,2
4147,salar,Proto-Turkic‎,1
4147,salar,Tibetan‎,1
4155,samaritan aramaic,Hebrew‎,1
4156,samaritan hebrew,Samaritan Aramaic‎,1
4158,sambali,Hokkien‎,2
4158,sambali,Spanish‎,87
4158,sambali,Tagalog‎,1
4161,samo,English‎,1
4162,samoan,Ancient Greek‎,2
4162,samoan,English‎,5
4162,samoan,Spanish‎,1
4162,samoan,Tongan‎,1
4163,samoan plantation pidgin,Samoan‎,1
4163,samoan plantation pidgin,Tolai‎,1
4170,san juan atzingo popoloca,Nahuan languages‎,1
4170,san juan atzingo popoloca,Spanish‎,10
4171,san juan colorado mixtec,Nahuan languages‎,1
4171,san juan colorado mixtec,Spanish‎,11
4172,san juan guelavía zapotec,Spanish‎,2
4176,san miguel el grande mixtec,Spanish‎,6
4178,san pedro amuzgos amuzgo,Mixtec languages‎,1
4178,san pedro amuzgos amuzgo,Nahuan languages‎,1
4178,san pedro amuzgos amuzgo,Spanish‎,21
4195,sanskrit,Ancient Greek‎,13
4195,sanskrit,Arabic‎,2
4195,sanskrit,Ashokan Prakrit‎,3
4195,sanskrit,Austroasiatic languages‎,4
4195,sanskrit,Bactrian‎,1
4195,sanskrit,Circassian languages‎,1
4195,sanskrit,Classical Persian‎,1
4195,sanskrit,Dravidian languages‎,22
4195,sanskrit,English‎,1
4195,sanskrit,French‎,1
4195,sanskrit,Hindi‎,13
4195,sanskrit,Hindustani languages‎,5
4195,sanskrit,Indo-Iranian languages‎,1
4195,sanskrit,Iranian languages‎,1
4195,sanskrit,Kannada‎,1
4195,sanskrit,Munda languages‎,3
4195,sanskrit,Pali‎,5
4195,sanskrit,Persian‎,1
4195,sanskrit,Prakrit‎,5
4195,sanskrit,Prakrit languages‎,9
4195,sanskrit,Proto-Dravidian‎,29
4195,sanskrit,Proto-Iranian‎,1
4195,sanskrit,Proto-Malayic‎,1
4195,sanskrit,Punjabi‎,0
4195,sanskrit,Scythian languages‎,5
4195,sanskrit,Semitic languages‎,3
4195,sanskrit,substrate languages‎,6
4195,sanskrit,Tamil‎,2
4201,santali,Bengali‎,37
4201,santali,English‎,1
4201,santali,Hindi‎,13
4201,santali,Indo-Aryan languages‎,1
4201,santali,Nepali‎,1
4201,santali,Oriya‎,8
4201,santali,Persian‎,1
4201,santali,Sanskrit‎,5
4201,santali,Urdu‎,1
4212,saraiki,Persian‎,1
4213,saramaccan,Dutch‎,2
4213,saramaccan,Portuguese‎,1
4213,saramaccan,Sranan Tongo‎,4
4219,sardinian,Arabic‎,2
4219,sardinian,Catalan‎,6
4219,sardinian,French‎,1
4219,sardinian,Greek‎,2
4219,sardinian,Italian‎,17
4219,sardinian,Latin‎,11
4219,sardinian,Medieval Latin‎,1
4219,sardinian,Persian‎,1
4219,sardinian,Portuguese‎,1
4219,sardinian,Punic‎,5
4219,sardinian,Sanskrit‎,1
4219,sardinian,Spanish‎,15
4219,sardinian,Taíno‎,1
4219,sardinian,Wolof‎,1
4223,sasak,Malay‎,1
4224,sassarese,Catalan‎,5
4224,sassarese,Italian‎,19
4224,sassarese,Latin‎,6
4224,sassarese,Spanish‎,4
4226,saterland frisian,Dutch‎,0
4226,saterland frisian,English‎,2
4226,saterland frisian,German‎,13
4226,saterland frisian,German Low German‎,9
4226,saterland frisian,Latin‎,1
4226,saterland frisian,Low German‎,0
4226,saterland frisian,Middle Low German‎,46
4226,saterland frisian,Old Frisian‎,1
4226,saterland frisian,West Germanic languages‎,1
4228,sathmar swabian,Hungarian‎,3
4228,sathmar swabian,Romanian‎,1
4241,sayula popoluca,Nahuan languages‎,3
4241,sayula popoluca,Spanish‎,5
4242,scanian,English‎,0
4242,scanian,Middle Low German‎,2
4243,scots,Danish‎,1
4243,scots,Dutch‎,3
4243,scots,English‎,17
4243,scots,French‎,3
4243,scots,Hebrew‎,1
4243,scots,Icelandic‎,2
4243,scots,Latin‎,3
4243,scots,Middle French‎,3
4243,scots,New Latin‎,1
4243,scots,Norn‎,2
4243,scots,Norwegian‎,1
4243,scots,Old French‎,1
4243,scots,Old Norse‎,29
4243,scots,Scottish Gaelic‎,17
4244,scottish gaelic,Ancient Greek‎,1
4244,scottish gaelic,Anglo-Norman‎,1
4244,scottish gaelic,Basque‎,0
4244,scottish gaelic,English‎,183
4244,scottish gaelic,French‎,5
4244,scottish gaelic,German‎,0
4244,scottish gaelic,Hebrew‎,1
4244,scottish gaelic,Irish‎,1
4244,scottish gaelic,Italian‎,1
4244,scottish gaelic,Late Latin‎,1
4244,scottish gaelic,Latin‎,19
4244,scottish gaelic,Middle English‎,22
4244,scottish gaelic,Middle French‎,3
4244,scottish gaelic,Middle Scots‎,1
4244,scottish gaelic,Norn‎,1
4244,scottish gaelic,Old English‎,3
4244,scottish gaelic,Old French‎,5
4244,scottish gaelic,Old Norse‎,20
4244,scottish gaelic,Old Welsh‎,1
4244,scottish gaelic,Pictish‎,3
4244,scottish gaelic,Scots‎,17
4244,scottish gaelic,Welsh‎,1
4268,semai,Arabic‎,1
4268,semai,English‎,1
4268,semai,Malay‎,12
4284,serbo-croatian,Albanian‎,21
4284,serbo-croatian,Alemannic German‎,1
4284,serbo-croatian,Ancient Greek‎,48
4284,serbo-croatian,Arabic‎,10
4284,serbo-croatian,Aromanian‎,2
4284,serbo-croatian,Austrian German‎,10
4284,serbo-croatian,Bavarian‎,6
4284,serbo-croatian,Burmese‎,3
4284,serbo-croatian,Byzantine Greek‎,4
4284,serbo-croatian,Czech‎,32
4284,serbo-croatian,Dalmatian‎,10
4284,serbo-croatian,Dutch‎,1
4284,serbo-croatian,Ecclesiastical Latin‎,1
4284,serbo-croatian,English‎,214
4284,serbo-croatian,Finnish‎,1
4284,serbo-croatian,French‎,176
4284,serbo-croatian,Friulian‎,2
4284,serbo-croatian,German‎,335
4284,serbo-croatian,Greek‎,26
4284,serbo-croatian,Hebrew‎,1
4284,serbo-croatian,Hindi‎,1
4284,serbo-croatian,Hungarian‎,47
4284,serbo-croatian,Italian‎,106
4284,serbo-croatian,Japanese‎,8
4284,serbo-croatian,Korean‎,1
4284,serbo-croatian,Late Latin‎,4
4284,serbo-croatian,Latin‎,119
4284,serbo-croatian,Medieval Latin‎,7
4284,serbo-croatian,New Latin‎,6
4284,serbo-croatian,Ojibwe‎,1
4284,serbo-croatian,Old Church Slavonic‎,14
4284,serbo-croatian,Old French‎,3
4284,serbo-croatian,Old High German‎,2
4284,serbo-croatian,Ottoman Turkish‎,913
4284,serbo-croatian,Pashto‎,1
4284,serbo-croatian,Persian‎,9
4284,serbo-croatian,Polish‎,2
4284,serbo-croatian,Portuguese‎,2
4284,serbo-croatian,Proto-Celtic‎,1
4284,serbo-croatian,Romanian‎,4
4284,serbo-croatian,Russian‎,52
4284,serbo-croatian,Sanskrit‎,6
4284,serbo-croatian,Slovak‎,0
4284,serbo-croatian,Slovene‎,4
4284,serbo-croatian,Spanish‎,15
4284,serbo-croatian,substrate languages‎,2
4284,serbo-croatian,Swedish‎,3
4284,serbo-croatian,Turkish‎,10
4284,serbo-croatian,Venetian‎,22
4284,serbo-croatian,Vulgar Latin‎,1
4286,seri,O'odham‎,1
4286,seri,Spanish‎,6
4295,seychellois creole,Arabic‎,1
4295,seychellois creole,English‎,2
4295,seychellois creole,French‎,3
4295,seychellois creole,Makhuwa‎,1
4295,seychellois creole,Portuguese‎,2
4295,seychellois creole,Swahili‎,2
4302,shan,Arabic‎,1
4302,shan,Burmese‎,389
4302,shan,Chinese‎,1
4302,shan,English‎,37
4302,shan,Hebrew‎,1
4302,shan,Hindi‎,2
4302,shan,Lao‎,1
4302,shan,Middle Chinese‎,2
4302,shan,Old Chinese‎,1
4302,shan,Pa'o Karen‎,2
4302,shan,Pali‎,42
4302,shan,Persian‎,1
4302,shan,Portuguese‎,1
4302,shan,Sanskrit‎,14
4302,shan,Thai‎,11
4314,shelta,Yiddish‎,1
4318,sheshi kham,Nepali‎,1
4318,sheshi kham,Sanskrit‎,1
4326,shona,Afrikaans‎,22
4326,shona,English‎,31
4326,shona,Fanagalo‎,1
4326,shona,Khoe languages‎,2
4326,shona,Nguni languages‎,52
4326,shona,Northern Ndebele‎,1
4326,shona,Portuguese‎,12
4326,shona,Southern Bantu languages‎,1
4326,shona,Swahili‎,5
4327,shor,Arabic‎,1
4327,shor,Mongolian‎,1
4327,shor,Mongolic languages‎,1
4327,shor,Persian‎,2
4327,shor,Russian‎,5
4337,siberian tatar,Classical Persian‎,2
4341,sicilian,Ancient Greek‎,4
4341,sicilian,Arabic‎,8
4341,sicilian,Aramaic‎,1
4341,sicilian,Catalan‎,1
4341,sicilian,Classical Syriac‎,1
4341,sicilian,English‎,3
4341,sicilian,French‎,3
4341,sicilian,Gallo-Italic languages‎,3
4341,sicilian,German‎,1
4341,sicilian,Italian‎,5
4341,sicilian,Japanese‎,1
4341,sicilian,Koine Greek‎,1
4341,sicilian,Latin‎,9
4341,sicilian,Medieval Latin‎,1
4341,sicilian,Norman‎,5
4341,sicilian,Occitan‎,3
4341,sicilian,Old Catalan‎,1
4341,sicilian,Old French‎,5
4341,sicilian,Old Northern French‎,4
4341,sicilian,Ottoman Turkish‎,1
4341,sicilian,Proto-Albanian‎,1
4341,sicilian,Spanish‎,13
4343,sidamo,Amharic‎,23
4343,sidamo,English‎,4
4343,sidamo,Italian‎,1
4343,sidamo,Oromo‎,1
4349,sika,Malay‎,1
4350,sikaiana,English‎,2
4356,silesian,Czech‎,15
4356,silesian,English‎,2
4356,silesian,German‎,178
4356,silesian,Polish‎,2
4356,silesian,Slovak‎,1
4365,simeulue,Malay‎,2
4370,sindhi,Arabic‎,8
4370,sindhi,Classical Persian‎,2
4370,sindhi,English‎,3
4370,sindhi,French‎,0
4370,sindhi,Hindi‎,1
4370,sindhi,Japanese‎,1
4370,sindhi,Persian‎,22
4370,sindhi,Sanskrit‎,5
4373,sinhalese,Classical Sanskrit‎,1
4373,sinhalese,Dutch‎,2
4373,sinhalese,English‎,5
4373,sinhalese,Pali‎,1
4373,sinhalese,Portuguese‎,4
4373,sinhalese,Sanskrit‎,15
4374,sinicahua mixtec,Spanish‎,2
4393,skolt sami,Finnic languages‎,1
4393,skolt sami,Finnish‎,4
4393,skolt sami,Old Church Slavonic‎,1
4393,skolt sami,Old Norse‎,2
4393,skolt sami,Russian‎,32
4396,slavomolisano,Italian‎,34
4397,slovak,Ancient Greek‎,10
4397,slovak,Arabic‎,2
4397,slovak,Bavarian‎,1
4397,slovak,Belarusian‎,1
4397,slovak,Bislama‎,1
4397,slovak,Czech‎,7
4397,slovak,Danish‎,1
4397,slovak,Dutch‎,1
4397,slovak,Egyptian‎,1
4397,slovak,English‎,33
4397,slovak,Faroese‎,1
4397,slovak,Finnish‎,1
4397,slovak,French‎,25
4397,slovak,German‎,19
4397,slovak,Gothic‎,1
4397,slovak,Greenlandic‎,1
4397,slovak,Hungarian‎,12
4397,slovak,Italian‎,6
4397,slovak,Japanese‎,2
4397,slovak,Late Latin‎,2
4397,slovak,Latin‎,17
4397,slovak,Medieval Latin‎,1
4397,slovak,Middle High German‎,1
4397,slovak,New Latin‎,1
4397,slovak,Norwegian Bokmål‎,1
4397,slovak,Old Czech‎,2
4397,slovak,Old French‎,1
4397,slovak,Old High German‎,3
4397,slovak,Old Saxon‎,1
4397,slovak,Ottoman Turkish‎,6
4397,slovak,Polish‎,2
4397,slovak,Portuguese‎,1
4397,slovak,Proto-Celtic‎,1
4397,slovak,Quechua‎,2
4397,slovak,Romani‎,2
4397,slovak,Romanian‎,2
4397,slovak,Russian‎,18
4397,slovak,Sanskrit‎,1
4397,slovak,Serbo-Croatian‎,2
4397,slovak,Slovene‎,1
4397,slovak,Spanish‎,5
4397,slovak,Tibetan‎,1
4397,slovak,Turkish‎,1
4397,slovak,Ukrainian‎,2
4397,slovak,Upper Sorbian‎,1
4397,slovak,Vietnamese‎,1
4397,slovak,Wolof‎,1
4399,slovene,Albanian‎,1
4399,slovene,Ancient Greek‎,5
4399,slovene,Bavarian‎,1
4399,slovene,Czech‎,3
4399,slovene,Dalmatian‎,1
4399,slovene,English‎,10
4399,slovene,French‎,13
4399,slovene,Friulian‎,1
4399,slovene,German‎,35
4399,slovene,Greek‎,1
4399,slovene,Hungarian‎,6
4399,slovene,Italian‎,20
4399,slovene,Late Latin‎,1
4399,slovene,Latin‎,8
4399,slovene,Medieval Latin‎,2
4399,slovene,Middle High German‎,3
4399,slovene,New Latin‎,1
4399,slovene,Old Church Slavonic‎,1
4399,slovene,Old French‎,1
4399,slovene,Old High German‎,3
4399,slovene,Ottoman Turkish‎,11
4399,slovene,Proto-Celtic‎,1
4399,slovene,Russian‎,7
4399,slovene,Serbo-Croatian‎,17
4399,slovene,Turkish‎,1
4399,slovene,Venetian‎,4
4405,sogdian,Bactrian‎,1
4405,sogdian,Classical Syriac‎,1
4405,sogdian,Common Turkic‎,1
4405,sogdian,Karakhanid‎,1
4405,sogdian,Old Turkic‎,1
4405,sogdian,Turkish‎,1
4408,solon,Chinese‎,0
4408,solon,Daur‎,4
4408,solon,Manchu‎,3
4408,solon,Mongolian‎,3
4408,solon,Russian‎,3
4411,somali,Afar‎,1
4411,somali,Arabic‎,26
4411,somali,English‎,2
4411,somali,Harari‎,1
4411,somali,Italian‎,3
4411,somali,Persian‎,1
4411,somali,Portuguese‎,1
4411,somali,Semitic languages‎,1
4423,sotho,Afrikaans‎,14
4423,sotho,English‎,6
4423,sotho,French‎,1
4423,sotho,Khoe languages‎,1
4423,sotho,Xhosa‎,1
4427,south levantine arabic,Ancient Greek‎,2
4427,south levantine arabic,Arabic‎,276
4427,south levantine arabic,Aramaic‎,3
4427,south levantine arabic,Biblical Hebrew‎,1
4427,south levantine arabic,Classical Persian‎,1
4427,south levantine arabic,English‎,19
4427,south levantine arabic,French‎,43
4427,south levantine arabic,Hebrew‎,8
4427,south levantine arabic,Italian‎,12
4427,south levantine arabic,Kipchak‎,1
4427,south levantine arabic,Latin‎,1
4427,south levantine arabic,Middle Persian‎,2
4427,south levantine arabic,Ottoman Turkish‎,19
4427,south levantine arabic,Persian‎,17
4427,south levantine arabic,Spanish‎,2
4427,south levantine arabic,Turkish‎,4
4427,south levantine arabic,Venetian‎,1
4431,south slavey,Algonquian languages‎,0
4431,south slavey,English‎,2
4431,south slavey,French‎,3
4435,southeast ijo,Hausa‎,1
4438,southeastern tepehuan,Nahuan languages‎,1
4438,southeastern tepehuan,Spanish‎,33
4440,southern altai,Arabic‎,8
4440,southern altai,Mongolian‎,2
4440,southern altai,Persian‎,10
4440,southern altai,Russian‎,6
4440,southern altai,Written Oirat‎,4
4441,southern amami-oshima,Middle Chinese‎,1
