,Unnamed: 0,language,source_language,e
6018,3871,proto-mixtec,MixeZoquean languages,1
6019,3874,proto-mongolic,Common Turkic,1
6020,3876,proto-mordvinic,ProtoBaltoSlavic,2
6021,3881,proto-nahuan,ProtoMixeZoque,1
6022,3882,proto-nakh,ProtoKartvelian,1
6023,3894,proto-northeast caucasian,ProtoIndoIranian,1
6024,3901,proto-nuristani,ProtoIndoAryan,2
6025,3919,proto-permic,IndoIranian languages,1
6026,3919,proto-permic,Iranian languages,1
6027,3919,proto-permic,Middle Iranian,3
6028,3931,proto-samic,Baltic languages,4
6029,3931,proto-samic,Finnish,3
6030,3931,proto-samic,Germanic languages,1
6031,3931,proto-samic,IndoEuropean languages,1
6032,3931,proto-samic,North Germanic languages,3
6033,3931,proto-samic,Old Norse,5
6034,3931,proto-samic,ProtoBaltoSlavic,1
6035,3931,proto-samic,ProtoFinnic,52
6036,3931,proto-samic,ProtoGermanic,33
6037,3931,proto-samic,ProtoNorse,2
6038,3931,proto-samic,substrate languages,33
6039,3932,proto-samoyedic,ProtoTurkic,1
6040,3936,proto-semitic,ProtoHurroUrartian,2
6041,3940,proto-sino-tibetan,ProtoMonKhmer,2
6042,3943,proto-slavic,Ancient Greek,8
6043,3943,proto-slavic,Bulgar,2
6044,3943,proto-slavic,Byzantine Greek,1
6045,3943,proto-slavic,Dacian,1
6046,3943,proto-slavic,Dalmatian,1
6047,3943,proto-slavic,Germanic languages,7
6048,3943,proto-slavic,Gothic,17
6049,3943,proto-slavic,Iranian languages,5
6050,3943,proto-slavic,Latin,10
6051,3943,proto-slavic,Lombardic,1
6052,3943,proto-slavic,Medieval Latin,0
6053,3943,proto-slavic,Old High German,5
6054,3943,proto-slavic,Old Norse,1
6055,3943,proto-slavic,Old Persian,1
6056,3943,proto-slavic,Old Saxon,2
6057,3943,proto-slavic,ProtoGermanic,13
6058,3943,proto-slavic,ProtoIranian,1
6059,3943,proto-slavic,ProtoTurkic,1
6060,3943,proto-slavic,ProtoWest Germanic,4
6061,3943,proto-slavic,substrate languages,8
6062,3943,proto-slavic,Turkic languages,2
6063,3943,proto-slavic,Uralic languages,0
6064,3943,proto-slavic,Vulgar Latin,3
6065,3956,proto-tocharian,ProtoIranian,1
6066,3964,proto-turkic,Iranian languages,3
6067,3964,proto-turkic,Middle Persian,2
6068,3964,proto-turkic,Northeastern Iranian languages,2
6069,3964,proto-turkic,Old Chinese,2
6070,3964,proto-turkic,ProtoSamoyedic,1
6071,3964,proto-turkic,ProtoTocharian,1
6072,3964,proto-turkic,Sakan languages,1
6073,3964,proto-turkic,Sanskrit,1
6074,3964,proto-turkic,Sogdic languages,1
6075,3964,proto-turkic,Tibetan,1
6076,3964,proto-turkic,Tocharian languages,1
6077,3964,proto-turkic,Uralic languages,1
6078,3966,proto-ugric,ProtoUralic,1
6079,3968,proto-uralic,IndoIranian languages,1
6080,3968,proto-uralic,ProtoBaltoSlavic,1
6081,3968,proto-uralic,ProtoIndoEuropean,3
6082,3968,proto-uralic,ProtoIndoIranian,7
6083,3968,proto-uralic,ProtoTocharian,3
6084,3971,proto-vietic,substrate languages,1
6085,3973,proto-west germanic,Ancient Greek,0
6086,3973,proto-west germanic,Byzantine Greek,1
6087,3973,proto-west germanic,Gaulish,3
6088,3973,proto-west germanic,Koine Greek,1
6089,3973,proto-west germanic,Late Latin,28
6090,3973,proto-west germanic,Latin,98
6091,3973,proto-west germanic,ProtoSlavic,1
6092,3973,proto-west germanic,substrate languages,8
6093,3973,proto-west germanic,Vulgar Latin,11
6094,3994,punic,Aramaic,1
6095,3994,punic,Iranian languages,1
6096,3995,punjabi,Arabic,64
6097,3995,punjabi,Bengali,1
6098,3995,punjabi,British English,1
6099,3995,punjabi,Burmese,2
6100,3995,punjabi,Classical Persian,24
6101,3995,punjabi,Classical Sanskrit,1
6102,3995,punjabi,English,49
6103,3995,punjabi,Hindi,4
6104,3995,punjabi,Hindustani languages,1
6105,3995,punjabi,Japanese,1
6106,3995,punjabi,Maori,1
6107,3995,punjabi,Persian,183
6108,3995,punjabi,Portuguese,7
6109,3995,punjabi,Sanskrit,78
6110,3995,punjabi,Spanish,1
6111,4001,purepecha,Nahuan languages,1
6112,4001,purepecha,Spanish,8
6113,4008,puyuma,Chinese,3
6114,4008,puyuma,Hokkien,2
6115,4008,puyuma,Japanese,2
6116,4024,quechua,Ancient Greek,2
6117,4024,quechua,Arabic,3
6118,4024,quechua,Armenian,0
6119,4024,quechua,Aymara,2
6120,4024,quechua,Azerbaijani,0
6121,4024,quechua,Bengali,2
6122,4024,quechua,English,1
6123,4024,quechua,German,1
6124,4024,quechua,Late Latin,1
6125,4024,quechua,Latin,1
6126,4024,quechua,Persian,0
6127,4024,quechua,Spanish,51
6128,4033,quiripi,English,2
6129,4035,rabha,Assamese,2
6130,4037,rade,French,10
6131,4041,rajasthani,English,1
6132,4041,rajasthani,Persian,5
6133,4041,rajasthani,Sanskrit,7
6134,4042,rajbanshi,Persian,1
6135,4042,rajbanshi,Sanskrit,1
6136,4045,rakhine,Burmese,2
6137,4045,rakhine,Hindi,1
6138,4045,rakhine,Portuguese,1
6139,4045,rakhine,Spanish,1
6140,4053,rapa nui,English,1
6141,4053,rapa nui,Spanish,2
6142,4053,rapa nui,Tahitian,12
6143,4056,rarotongan,Ancient Greek,1
6144,4056,rarotongan,English,68
6145,4056,rarotongan,Fijian,2
6146,4056,rarotongan,French,3
6147,4056,rarotongan,Greek,2
6148,4056,rarotongan,Hawaiian,1
6149,4056,rarotongan,Hebrew,1
6150,4056,rarotongan,Italian,1
6151,4056,rarotongan,Maori,3
6152,4056,rarotongan,Samoan,1
6153,4056,rarotongan,Spanish,3
6154,4056,rarotongan,Tahitian,1
6155,4056,rarotongan,Tongan,1
6156,4058,ratagnon,Spanish,1
6157,4058,ratagnon,Tagalog,1
6158,4062,rawang,Burmese,6
6159,4062,rawang,English,1
6160,4063,rayón zoque,Nahuan languages,2
6161,4063,rayón zoque,Spanish,10
6162,4067,rejang,Malay,1
6163,4069,rembong,Malay,2
6164,4081,rhine franconian,French,1
6165,4086,rohingya,Bengali,2
6166,4086,rohingya,Classical Persian,1
6167,4086,rohingya,Hindi,2
6168,4086,rohingya,Persian,1
6169,4087,romagnol,Ancient Greek,3
6170,4087,romagnol,Dutch,1
6171,4087,romagnol,English,1
6172,4087,romagnol,French,9
6173,4087,romagnol,Illyrian,1
6174,4087,romagnol,Old French,4
6175,4087,romagnol,Venetian,1
6176,4088,romani,Armenian,2
6177,4088,romani,Byzantine Greek,17
6178,4088,romani,Iranian languages,6
6179,4088,romani,Macedonian,0
6180,4088,romani,Middle Armenian,1
6181,4088,romani,Middle Persian,2
6182,4088,romani,Old Armenian,15
6183,4088,romani,Pashto,1
6184,4088,romani,Persian,4
6185,4088,romani,Romanian,10
6186,4088,romani,SerboCroatian,2
6187,4089,romanian,a preRoman substrate of the Balkans,1
6188,4089,romanian,Afrikaans,1
6189,4089,romanian,Albanian,35
6190,4089,romanian,Ancient Greek,95
6191,4089,romanian,Arabic,2
6192,4089,romanian,Aramaic,1
6193,4089,romanian,Armenian,17
6194,4089,romanian,Aromanian,6
6195,4089,romanian,Bulgarian,431
6196,4089,romanian,Byzantine Greek,19
6197,4089,romanian,Catalan,1
6198,4089,romanian,Crimean Tatar,36
6199,4089,romanian,Czech,3
6200,4089,romanian,Dacian,1
6201,4089,romanian,Dutch,1
6202,4089,romanian,East Germanic languages,1
6203,4089,romanian,Ecclesiastical Latin,1
6204,4089,romanian,English,919
6205,4089,romanian,Esperanto,1
6206,4089,romanian,Fijian,1
6207,4089,romanian,French,24101
6208,4089,romanian,Gagauz,3
6209,4089,romanian,German,1066
6210,4089,romanian,Greek,654
6211,4089,romanian,Hebrew,5
6212,4089,romanian,Hungarian,1462
6213,4089,romanian,Icelandic,1
6214,4089,romanian,Italian,946
6215,4089,romanian,Japanese,1
6216,4089,romanian,KarachayBalkar,1
6217,4089,romanian,Kipchak,13
6218,4089,romanian,Koine Greek,2
6219,4089,romanian,Kyrgyz,1
6220,4089,romanian,Ladino,1
6221,4089,romanian,Late Latin,49
6222,4089,romanian,Latin,1809
6223,4089,romanian,Mandarin,1
6224,4089,romanian,Medieval Latin,21
6225,4089,romanian,New Latin,8
6226,4089,romanian,Nogai,11
6227,4089,romanian,Norwegian Bokml,1
6228,4089,romanian,Old Church Slavonic,1036
6229,4089,romanian,Old East Slavic,23
6230,4089,romanian,Old Hungarian,1
6231,4089,romanian,Old Turkic,1
6232,4089,romanian,Old Ukrainian,1
6233,4089,romanian,Ottoman Turkish,577
6234,4089,romanian,Pecheneg,1
6235,4089,romanian,Persian,1
6236,4089,romanian,Polish,95
6237,4089,romanian,Portuguese,4
6238,4089,romanian,ProtoAlbanian,9
6239,4089,romanian,ProtoIndoIranian,1
6240,4089,romanian,ProtoSlavic,133
6241,4089,romanian,Romani,57
6242,4089,romanian,Russian,441
6243,4089,romanian,Rusyn,2
6244,4089,romanian,SerboCroatian,275
6245,4089,romanian,Slavic languages,9
6246,4089,romanian,Spanish,46
6247,4089,romanian,substrate languages,5
6248,4089,romanian,Tatar,2
6249,4089,romanian,Thracian,4
6250,4089,romanian,Translingual,6
6251,4089,romanian,Transylvanian Saxon,10
6252,4089,romanian,Turkish,354
6253,4089,romanian,Ukrainian,507
6254,4089,romanian,Yiddish,6
6255,4091,romansch,Alemannic German,1
6256,4091,romansch,English,2
6257,4091,romansch,French,8
6258,4091,romansch,German,8
6259,4091,romansch,Italian,1
6260,4091,romansch,Late Latin,2
6261,4091,romansch,Latin,22
6262,4091,romansch,Medieval Latin,2
6263,4091,romansch,Old French,7
6264,4091,romansch,Old High German,3
6265,4091,romansch,Spanish,1
6266,4091,romansch,Venetian,1
6267,4100,rotokas,English,1
6268,4100,rotokas,Tok Pisin,16
6269,4101,rotuman,Samoan,1
6270,4104,rukai,Chinese,1
6271,4104,rukai,Hokkien,5
6272,4104,rukai,Japanese,43
6273,4108,rungus,Malay,1
6274,4111,russian,Abkhaz,1
6275,4111,russian,Afrikaans,3
6276,4111,russian,Akkadian,1
6277,4111,russian,Ancient Greek,251
6278,4111,russian,Arabic,67
6279,4111,russian,Arawak,1
6280,4111,russian,Armenian,88
6281,4111,russian,Azerbaijani,7
6282,4111,russian,Belarusian,11
6283,4111,russian,Bengali,1
6284,4111,russian,Bulgarian,8
6285,4111,russian,Burmese,5
6286,4111,russian,Buryat,2
6287,4111,russian,Byzantine Greek,13
6288,4111,russian,Cantonese,1
6289,4111,russian,Chagatai,3
6290,4111,russian,Chechen,1
6291,4111,russian,Chinese,11
6292,4111,russian,Chinook Jargon,1
6293,4111,russian,Chukchi,1
6294,4111,russian,Chuvash,2
6295,4111,russian,Circassian languages,1
6296,4111,russian,Classical Mongolian,2
6297,4111,russian,Common Turkic,1
6298,4111,russian,Crimean Tatar,9
6299,4111,russian,Czech,12
6300,4111,russian,Danish,1
6301,4111,russian,Dutch,116
6302,4111,russian,Eastern Mari,3
6303,4111,russian,English,845
6304,4111,russian,Estonian,4
6305,4111,russian,Evenki,1
6306,4111,russian,Faroese,2
6307,4111,russian,Finnic languages,5
6308,4111,russian,Finnish,11
6309,4111,russian,French,996
6310,4111,russian,Georgian,31
6311,4111,russian,German,666
6312,4111,russian,Greek,21
6313,4111,russian,Hebrew,33
6314,4111,russian,Hindi,14
6315,4111,russian,Hungarian,3
6316,4111,russian,Indonesian,1
6317,4111,russian,Ingush,1
6318,4111,russian,Italian,142
6319,4111,russian,Itelmen,2
6320,4111,russian,Japanese,215
6321,4111,russian,Kalmyk,1
6322,4111,russian,KarachayBalkar,1
6323,4111,russian,Karakhanid,1
6324,4111,russian,Karelian,2
6325,4111,russian,Kazakh,18
6326,4111,russian,Khakas,1
6327,4111,russian,Khanty,1
6328,4111,russian,Kildin Sami,1
6329,4111,russian,Kipchak,2
6330,4111,russian,Koine Greek,1
6331,4111,russian,KomiPermyak,1
6332,4111,russian,KomiZyrian,4
6333,4111,russian,Korean,23
6334,4111,russian,Kumyk,1
6335,4111,russian,Kyrgyz,3
6336,4111,russian,Late Latin,8
6337,4111,russian,Latin,336
6338,4111,russian,Latvian,1
6339,4111,russian,Lithuanian,4
6340,4111,russian,Low German,4
6341,4111,russian,Lower Sorbian,1
6342,4111,russian,Malay,4
6343,4111,russian,Mandarin,36
6344,4111,russian,Mansi,1
6345,4111,russian,Medieval Latin,12
6346,4111,russian,Middle Dutch,1
6347,4111,russian,Middle High German,14
6348,4111,russian,Middle Low German,10
6349,4111,russian,Min Nan,1
6350,4111,russian,Mongolian,5
6351,4111,russian,Mongolic languages,2
6352,4111,russian,New Latin,6
6353,4111,russian,Northern Sami,1
6354,4111,russian,Norwegian,1
6355,4111,russian,Old Church Slavonic,394
6356,4111,russian,Old East Slavic,2
6357,4111,russian,Old French,4
6358,4111,russian,Old High German,1
6359,4111,russian,Old Italian,1
6360,4111,russian,Old Norse,13
6361,4111,russian,Old Polish,3
6362,4111,russian,Oriya,1
6363,4111,russian,Ossetian,3
6364,4111,russian,Ottoman Turkish,43
6365,4111,russian,Pashto,1
6366,4111,russian,Persian,32
6367,4111,russian,Polish,219
6368,4111,russian,Portuguese,13
6369,4111,russian,ProtoTurkic,2
6370,4111,russian,Rioplatense Spanish,1
6371,4111,russian,Romani,3
6372,4111,russian,Romanian,4
6373,4111,russian,Russian,0
6374,4111,russian,Sami languages,3
6375,4111,russian,Samoyedic languages,1
6376,4111,russian,Sanskrit,24
6377,4111,russian,SerboCroatian,5
6378,4111,russian,Slovak,1
6379,4111,russian,Southern Altai,1
6380,4111,russian,Spanish,46
6381,4111,russian,Swahili,2
6382,4111,russian,Swedish,8
6383,4111,russian,Tajik,3
6384,4111,russian,Tamil,2
6385,4111,russian,Tatar,20
6386,4111,russian,Thai,3
6387,4111,russian,Tibetan,2
6388,4111,russian,Tundra Nenets,1
6389,4111,russian,Tungusic languages,1
6390,4111,russian,Turkic languages,58
6391,4111,russian,Turkish,13
6392,4111,russian,Turkmen,1
6393,4111,russian,Tuvan,1
6394,4111,russian,Udmurt,1
6395,4111,russian,Ukrainian,47
6396,4111,russian,Upper Sorbian,1
6397,4111,russian,Urdu,2
6398,4111,russian,Uzbek,11
6399,4111,russian,Venetian,1
6400,4111,russian,Vietnamese,1
6401,4111,russian,West Germanic languages,1
6402,4111,russian,Western Mari,1
6403,4111,russian,Yakut,4
6404,4111,russian,Yiddish,21
6405,4113,rusyn,Faroese,1
6406,4113,rusyn,German,2
6407,4113,rusyn,Old Church Slavonic,1
6408,4114,rutul,Armenian,1
6409,4114,rutul,Turkic languages,1
6410,4116,rwanda-rundi,French,28
6411,4116,rwanda-rundi,German,4
6412,4116,rwanda-rundi,Swahili,60
6413,4117,réunion creole french,Hindi,1
6414,4118,s'gaw karen,Burmese,1
6415,4118,s'gaw karen,English,3
6416,4118,s'gaw karen,Mon,1
6417,4124,saanich,Chinook Jargon,1
6418,4124,saanich,English,1
6419,4124,saanich,French,1
6420,4125,saaroa,Chinese,1
6421,4125,saaroa,Japanese,1
6422,4127,sabaean,Aramaic,2
6423,4128,sabah bisaya,Hokkien,1
6424,4129,sabah malay,Central Dusun,1
6425,4129,sabah malay,English,1
6426,4131,sabir,French,1
6427,4131,sabir,Italian,4
6428,4131,sabir,Latin,1
6429,4131,sabir,Occitan,2
6430,4131,sabir,Spanish,3
6431,4136,saek,Isan,1
6432,4136,saek,Lao,1
6433,4136,saek,Middle Chinese,2
6434,4136,saek,Old Chinese,1
6435,4136,saek,Thai,2
6436,4142,saho,Arabic,1
6437,4143,sahu,Ternate,1
6438,4144,saisiyat,Chinese,1
6439,4144,saisiyat,Japanese,1
6440,4144,saisiyat,Mandarin,1
6441,4146,sakizaya,Chinese,4
6442,4146,sakizaya,English,1
6443,4146,sakizaya,Hokkien,13
6444,4146,sakizaya,Japanese,37
6445,4146,sakizaya,Mandarin,6
6446,4146,sakizaya,Spanish,1
6447,4147,salar,Chinese,4
6448,4147,salar,Mandarin,2
6449,4147,salar,ProtoTurkic,1
6450,4147,salar,Tibetan,1
6451,4155,samaritan aramaic,Hebrew,1
6452,4156,samaritan hebrew,Samaritan Aramaic,1
6453,4158,sambali,Hokkien,2
6454,4158,sambali,Spanish,87
6455,4158,sambali,Tagalog,1
6456,4161,samo,English,1
6457,4162,samoan,Ancient Greek,2
6458,4162,samoan,English,5
6459,4162,samoan,Spanish,1
6460,4162,samoan,Tongan,1
6461,4163,samoan plantation pidgin,Samoan,1
6462,4163,samoan plantation pidgin,Tolai,1
6463,4170,san juan atzingo popoloca,Nahuan languages,1
6464,4170,san juan atzingo popoloca,Spanish,10
6465,4171,san juan colorado mixtec,Nahuan languages,1
6466,4171,san juan colorado mixtec,Spanish,11
6467,4172,san juan guelavía zapotec,Spanish,2
6468,4176,san miguel el grande mixtec,Spanish,6
6469,4178,san pedro amuzgos amuzgo,Mixtec languages,1
6470,4178,san pedro amuzgos amuzgo,Nahuan languages,1
6471,4178,san pedro amuzgos amuzgo,Spanish,21
6472,4195,sanskrit,Ancient Greek,13
6473,4195,sanskrit,Arabic,2
6474,4195,sanskrit,Ashokan Prakrit,3
6475,4195,sanskrit,Austroasiatic languages,4
6476,4195,sanskrit,Bactrian,1
6477,4195,sanskrit,Circassian languages,1
6478,4195,sanskrit,Classical Persian,1
6479,4195,sanskrit,Dravidian languages,22
6480,4195,sanskrit,English,1
6481,4195,sanskrit,French,1
6482,4195,sanskrit,Hindi,13
6483,4195,sanskrit,Hindustani languages,5
6484,4195,sanskrit,IndoIranian languages,1
6485,4195,sanskrit,Iranian languages,1
6486,4195,sanskrit,Kannada,1
6487,4195,sanskrit,Munda languages,3
6488,4195,sanskrit,Pali,5
6489,4195,sanskrit,Persian,1
6490,4195,sanskrit,Prakrit,5
6491,4195,sanskrit,Prakrit languages,9
6492,4195,sanskrit,ProtoDravidian,29
6493,4195,sanskrit,ProtoIranian,1
6494,4195,sanskrit,ProtoMalayic,1
6495,4195,sanskrit,Punjabi,0
6496,4195,sanskrit,Scythian languages,5
6497,4195,sanskrit,Semitic languages,3
6498,4195,sanskrit,substrate languages,6
6499,4195,sanskrit,Tamil,2
6500,4201,santali,Bengali,37
6501,4201,santali,English,1
6502,4201,santali,Hindi,13
6503,4201,santali,IndoAryan languages,1
6504,4201,santali,Nepali,1
6505,4201,santali,Oriya,8
6506,4201,santali,Persian,1
6507,4201,santali,Sanskrit,5
6508,4201,santali,Urdu,1
6509,4212,saraiki,Persian,1
6510,4213,saramaccan,Dutch,2
6511,4213,saramaccan,Portuguese,1
6512,4213,saramaccan,Sranan Tongo,4
6513,4219,sardinian,Arabic,2
6514,4219,sardinian,Catalan,6
6515,4219,sardinian,French,1
6516,4219,sardinian,Greek,2
6517,4219,sardinian,Italian,17
6518,4219,sardinian,Latin,11
6519,4219,sardinian,Medieval Latin,1
6520,4219,sardinian,Persian,1
6521,4219,sardinian,Portuguese,1
6522,4219,sardinian,Punic,5
6523,4219,sardinian,Sanskrit,1
6524,4219,sardinian,Spanish,15
6525,4219,sardinian,Tano,1
6526,4219,sardinian,Wolof,1
6527,4223,sasak,Malay,1
6528,4224,sassarese,Catalan,5
6529,4224,sassarese,Italian,19
6530,4224,sassarese,Latin,6
6531,4224,sassarese,Spanish,4
6532,4226,saterland frisian,Dutch,0
6533,4226,saterland frisian,English,2
6534,4226,saterland frisian,German,13
6535,4226,saterland frisian,German Low German,9
6536,4226,saterland frisian,Latin,1
6537,4226,saterland frisian,Low German,0
6538,4226,saterland frisian,Middle Low German,46
6539,4226,saterland frisian,Old Frisian,1
6540,4226,saterland frisian,West Germanic languages,1
6541,4228,sathmar swabian,Hungarian,3
6542,4228,sathmar swabian,Romanian,1
6543,4241,sayula popoluca,Nahuan languages,3
6544,4241,sayula popoluca,Spanish,5
6545,4242,scanian,English,0
6546,4242,scanian,Middle Low German,2
6547,4243,scots,Danish,1
6548,4243,scots,Dutch,3
6549,4243,scots,English,17
6550,4243,scots,French,3
6551,4243,scots,Hebrew,1
6552,4243,scots,Icelandic,2
6553,4243,scots,Latin,3
6554,4243,scots,Middle French,3
6555,4243,scots,New Latin,1
6556,4243,scots,Norn,2
6557,4243,scots,Norwegian,1
6558,4243,scots,Old French,1
6559,4243,scots,Old Norse,29
6560,4243,scots,Scottish Gaelic,17
6561,4244,scottish gaelic,Ancient Greek,1
6562,4244,scottish gaelic,AngloNorman,1
6563,4244,scottish gaelic,Basque,0
6564,4244,scottish gaelic,English,183
6565,4244,scottish gaelic,French,5
6566,4244,scottish gaelic,German,0
6567,4244,scottish gaelic,Hebrew,1
6568,4244,scottish gaelic,Irish,1
6569,4244,scottish gaelic,Italian,1
6570,4244,scottish gaelic,Late Latin,1
6571,4244,scottish gaelic,Latin,19
6572,4244,scottish gaelic,Middle English,22
6573,4244,scottish gaelic,Middle French,3
6574,4244,scottish gaelic,Middle Scots,1
6575,4244,scottish gaelic,Norn,1
6576,4244,scottish gaelic,Old English,3
6577,4244,scottish gaelic,Old French,5
6578,4244,scottish gaelic,Old Norse,20
6579,4244,scottish gaelic,Old Welsh,1
6580,4244,scottish gaelic,Pictish,3
6581,4244,scottish gaelic,Scots,17
6582,4244,scottish gaelic,Welsh,1
6583,4268,semai,Arabic,1
6584,4268,semai,English,1
6585,4268,semai,Malay,12
6586,4284,serbo-croatian,Albanian,21
6587,4284,serbo-croatian,Alemannic German,1
6588,4284,serbo-croatian,Ancient Greek,48
6589,4284,serbo-croatian,Arabic,10
6590,4284,serbo-croatian,Aromanian,2
6591,4284,serbo-croatian,Austrian German,10
6592,4284,serbo-croatian,Bavarian,6
6593,4284,serbo-croatian,Burmese,3
6594,4284,serbo-croatian,Byzantine Greek,4
6595,4284,serbo-croatian,Czech,32
6596,4284,serbo-croatian,Dalmatian,10
6597,4284,serbo-croatian,Dutch,1
6598,4284,serbo-croatian,Ecclesiastical Latin,1
6599,4284,serbo-croatian,English,214
6600,4284,serbo-croatian,Finnish,1
6601,4284,serbo-croatian,French,176
6602,4284,serbo-croatian,Friulian,2
6603,4284,serbo-croatian,German,335
6604,4284,serbo-croatian,Greek,26
6605,4284,serbo-croatian,Hebrew,1
6606,4284,serbo-croatian,Hindi,1
6607,4284,serbo-croatian,Hungarian,47
6608,4284,serbo-croatian,Italian,106
6609,4284,serbo-croatian,Japanese,8
6610,4284,serbo-croatian,Korean,1
6611,4284,serbo-croatian,Late Latin,4
6612,4284,serbo-croatian,Latin,119
6613,4284,serbo-croatian,Medieval Latin,7
6614,4284,serbo-croatian,New Latin,6
6615,4284,serbo-croatian,Ojibwe,1
6616,4284,serbo-croatian,Old Church Slavonic,14
6617,4284,serbo-croatian,Old French,3
6618,4284,serbo-croatian,Old High German,2
6619,4284,serbo-croatian,Ottoman Turkish,913
6620,4284,serbo-croatian,Pashto,1
6621,4284,serbo-croatian,Persian,9
6622,4284,serbo-croatian,Polish,2
6623,4284,serbo-croatian,Portuguese,2
6624,4284,serbo-croatian,ProtoCeltic,1
6625,4284,serbo-croatian,Romanian,4
6626,4284,serbo-croatian,Russian,52
6627,4284,serbo-croatian,Sanskrit,6
6628,4284,serbo-croatian,Slovak,0
6629,4284,serbo-croatian,Slovene,4
6630,4284,serbo-croatian,Spanish,15
6631,4284,serbo-croatian,substrate languages,2
6632,4284,serbo-croatian,Swedish,3
6633,4284,serbo-croatian,Turkish,10
6634,4284,serbo-croatian,Venetian,22
6635,4284,serbo-croatian,Vulgar Latin,1
6636,4286,seri,Oodham,1
6637,4286,seri,Spanish,6
6638,4295,seychellois creole,Arabic,1
6639,4295,seychellois creole,English,2
6640,4295,seychellois creole,French,3
6641,4295,seychellois creole,Makhuwa,1
6642,4295,seychellois creole,Portuguese,2
6643,4295,seychellois creole,Swahili,2
6644,4302,shan,Arabic,1
6645,4302,shan,Burmese,389
6646,4302,shan,Chinese,1
6647,4302,shan,English,37
6648,4302,shan,Hebrew,1
6649,4302,shan,Hindi,2
6650,4302,shan,Lao,1
6651,4302,shan,Middle Chinese,2
6652,4302,shan,Old Chinese,1
6653,4302,shan,Pao Karen,2
6654,4302,shan,Pali,42
6655,4302,shan,Persian,1
6656,4302,shan,Portuguese,1
6657,4302,shan,Sanskrit,14
6658,4302,shan,Thai,11
6659,4314,shelta,Yiddish,1
6660,4318,sheshi kham,Nepali,1
6661,4318,sheshi kham,Sanskrit,1
6662,4326,shona,Afrikaans,22
6663,4326,shona,English,31
6664,4326,shona,Fanagalo,1
6665,4326,shona,Khoe languages,2
6666,4326,shona,Nguni languages,52
6667,4326,shona,Northern Ndebele,1
6668,4326,shona,Portuguese,12
6669,4326,shona,Southern Bantu languages,1
6670,4326,shona,Swahili,5
6671,4327,shor,Arabic,1
6672,4327,shor,Mongolian,1
6673,4327,shor,Mongolic languages,1
6674,4327,shor,Persian,2
6675,4327,shor,Russian,5
6676,4337,siberian tatar,Classical Persian,2
6677,4341,sicilian,Ancient Greek,4
6678,4341,sicilian,Arabic,8
6679,4341,sicilian,Aramaic,1
6680,4341,sicilian,Catalan,1
6681,4341,sicilian,Classical Syriac,1
6682,4341,sicilian,English,3
6683,4341,sicilian,French,3
6684,4341,sicilian,GalloItalic languages,3
6685,4341,sicilian,German,1
6686,4341,sicilian,Italian,5
6687,4341,sicilian,Japanese,1
6688,4341,sicilian,Koine Greek,1
6689,4341,sicilian,Latin,9
6690,4341,sicilian,Medieval Latin,1
6691,4341,sicilian,Norman,5
6692,4341,sicilian,Occitan,3
6693,4341,sicilian,Old Catalan,1
6694,4341,sicilian,Old French,5
6695,4341,sicilian,Old Northern French,4
6696,4341,sicilian,Ottoman Turkish,1
6697,4341,sicilian,ProtoAlbanian,1
6698,4341,sicilian,Spanish,13
6699,4343,sidamo,Amharic,23
6700,4343,sidamo,English,4
6701,4343,sidamo,Italian,1
6702,4343,sidamo,Oromo,1
6703,4349,sika,Malay,1
6704,4350,sikaiana,English,2
6705,4356,silesian,Czech,15
6706,4356,silesian,English,2
6707,4356,silesian,German,178
6708,4356,silesian,Polish,2
6709,4356,silesian,Slovak,1
6710,4365,simeulue,Malay,2
6711,4370,sindhi,Arabic,8
6712,4370,sindhi,Classical Persian,2
6713,4370,sindhi,English,3
6714,4370,sindhi,French,0
6715,4370,sindhi,Hindi,1
6716,4370,sindhi,Japanese,1
6717,4370,sindhi,Persian,22
6718,4370,sindhi,Sanskrit,5
6719,4373,sinhalese,Classical Sanskrit,1
6720,4373,sinhalese,Dutch,2
6721,4373,sinhalese,English,5
6722,4373,sinhalese,Pali,1
6723,4373,sinhalese,Portuguese,4
6724,4373,sinhalese,Sanskrit,15
6725,4374,sinicahua mixtec,Spanish,2
6726,4393,skolt sami,Finnic languages,1
6727,4393,skolt sami,Finnish,4
6728,4393,skolt sami,Old Church Slavonic,1
6729,4393,skolt sami,Old Norse,2
6730,4393,skolt sami,Russian,32
6731,4396,slavomolisano,Italian,34
6732,4397,slovak,Ancient Greek,10
6733,4397,slovak,Arabic,2
6734,4397,slovak,Bavarian,1
6735,4397,slovak,Belarusian,1
6736,4397,slovak,Bislama,1
6737,4397,slovak,Czech,7
6738,4397,slovak,Danish,1
6739,4397,slovak,Dutch,1
6740,4397,slovak,Egyptian,1
6741,4397,slovak,English,33
6742,4397,slovak,Faroese,1
6743,4397,slovak,Finnish,1
6744,4397,slovak,French,25
6745,4397,slovak,German,19
6746,4397,slovak,Gothic,1
6747,4397,slovak,Greenlandic,1
6748,4397,slovak,Hungarian,12
6749,4397,slovak,Italian,6
6750,4397,slovak,Japanese,2
6751,4397,slovak,Late Latin,2
6752,4397,slovak,Latin,17
6753,4397,slovak,Medieval Latin,1
6754,4397,slovak,Middle High German,1
6755,4397,slovak,New Latin,1
6756,4397,slovak,Norwegian Bokml,1
