,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
1277,1277,1277,1277,260,260,মুখ,মুখ,mukʰ,mukʰ,Face,Face,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,-1.9466212,0.99999988079071,1,0.430937945842743,0.99860268831253,0.999936997890472,0.9227328,-0.040054653,0.99930984,0.99986726,0.9999975,-0.035442248,0.9986045,0.99993706,0.9765606,0.9626497,0.9989402,0.9998498,0.9977604,0.9956778,-0.038468186,0.9999504,0.99886215,0.99847865,-0.037545294,0.9999218,0.027749345
1280,1280,1280,1280,148,148,দুখ,দুঃখ,dukʰ,d̪uhkʰɔ,pain,Sorry,0.428571428571429,0.4,0.366666666666667,0.408333333333333,2.95,0.408333333333333,1,Bengali,Bengali,loan,1,5.8489027,0.904526710510254,0.886080205440521,0.443113476037979,0.999566912651062,0.999901711940765,0.91374695,-0.023322962,0.9997083,0.9997814,0.905535,-0.028247511,0.9995685,0.9999013,0.9586059,0.91621405,0.999558,0.99975306,0.9990011,0.9973515,-0.03780329,0.99996173,0.9989508,0.99856246,-0.037656825,0.99992156,0.0009957096
1282,1282,1282,1282,338,338,সাঁচা,হকীকৎ,xãsa,ɦɔkikɔt̪ɔ,True,Really,1,0.625,0.5,0.552083333333333,4.3125,0.552083333333333,5,Bengali,Bengali,synonym,0,-24.928581,0.816734552383423,0.534176349639893,0.426058411598206,0.999204158782959,0.998961687088013,0.6867047,-0.03235053,0.99920607,0.999,0.8168745,-0.027049161,0.99920034,0.9989594,0.8986136,0.74483633,0.99968845,0.9990185,0.9966409,0.9946637,-0.036080968,0.99995655,0.9983293,0.9979272,-0.036680453,0.99993205,0.13214915
1284,1284,1284,1284,178,178,পাতা,পত্রিকা,pata,pɔt̪rika,Leaves,Magazine,0.625,0.428571428571429,0.404761904761905,0.458333333333333,3.39285714285714,0.458333333333333,5,Bengali,Bengali,synonym,0,-9.721535,0.812759935855866,0.499559491872788,0.293552577495575,0.999579310417175,0.999638736248016,0.56122476,-0.013085319,0.99956924,0.9995839,0.8152265,-0.013374276,0.9995828,0.9996437,0.8893164,0.7370935,0.99983525,0.999725,0.99739945,0.9956231,-0.036270067,0.99995637,0.9987677,0.9984154,-0.03742153,0.99991584,0.061383445
1286,1286,1286,1286,287,287,ৰবিবাৰ,রবিবার,ɹɔbibaɹ,rɔbibar,Sunday,Sunday,0.285714285714286,0,0.047619047619048,0.071428571428571,1,0.047619047619048,2,Bengali,Bengali,loan,1,6.013251,0.900959670543671,0.588239908218384,0.501566529273987,0.99652361869812,0.997666776180267,0.6561359,-0.037141405,0.9978868,0.99859494,0.9014366,-0.03572248,0.99656487,0.99769413,0.9229342,0.6846924,0.99874717,0.9987172,0.9927796,0.98323584,-0.037561856,0.99978274,0.99808234,0.99762386,-0.037419,0.99987143,0.020441089
1287,1287,1287,1287,25,25,ইতিহাস,ব্যবহার,itiɦax,bd͡zɔbɔɦar,History,Use,0.8,0.5,0.3203125,0.359375,2.96875,0.34375,5,Bengali,Bengali,random,0,-9.711055,0.696720123291016,0.653220474720001,0.372939109802246,0.99958348274231,0.999361276626587,0.7014944,-0.040049993,0.9995884,0.9993806,0.6972971,-0.038555153,0.99958646,0.9993627,0.783809,0.7718799,0.9997209,0.9995068,0.9988381,0.9971054,-0.037107673,0.99996465,0.9986198,0.99822015,-0.03727076,0.999908,0.017045863
1291,1291,1291,1291,93,93,চাঁদ,চাঁদ,sãdɔ,t͡ɕãd̪ɔ,The moon,The moon,0.571428571428571,0.333333333333333,0.0625,0.0625,0.75,0.0625,0,Bengali,Bengali,loan,1,3.8653598,0.999999642372131,1,0.513249039649963,0.999533712863922,0.999947547912598,0.9983386,-0.03458788,0.99957067,0.9999394,0.9999988,-0.036050946,0.9995327,0.9999477,0.99360055,0.9871462,0.99944484,0.99992085,0.99804795,0.99520564,-0.037298545,0.99994934,0.998904,0.9985096,-0.037660062,0.99992275,0.16861254
1293,1293,1293,1293,301,301,শিল,শিল,xil,ʃilɔ,rock,rock,0.5,0.5,0.260416666666667,0.291666666666667,2.21875,0.286458333333333,0,Bengali,Bengali,loan,1,5.1157885,0.999999642372131,1,0.530739545822144,0.999772489070892,0.999935686588287,0.97629064,-0.038074702,0.9997467,0.9998361,0.99999046,-0.033916544,0.9997731,0.99993473,0.9879968,0.9637444,0.9997263,0.9998254,0.9988148,0.9978777,-0.03772012,0.9999613,0.99893075,0.9985517,-0.037694428,0.9999212,0.046773747
1295,1295,1295,1295,213,213,বায়ু,চাকা,baju,t͡ɕaka,The wind,The wheel,0.833333333333333,0.5,0.171875,0.177083333333333,2.78125,0.171875,4,Bengali,Bengali,random,0,-8.988396,0.841918408870697,0.659021854400635,0.523352384567261,0.9997119307518,0.999557256698608,0.7322252,-0.046134733,0.99966943,0.99956304,0.8420743,-0.046139725,0.99971235,0.9995576,0.9172828,0.7974789,0.99965775,0.99961525,0.9977136,0.9968197,-0.036156796,0.99995494,0.99881625,0.99851274,-0.037660364,0.99991006,0.113729045
1298,1298,1298,1298,95,95,চলা,বেরোনো,sɔla,beron̪o,To walk,Get out,1,0.5,0.375,0.423611111111111,3.47916666666667,0.416666666666667,6,Bengali,Bengali,synonym,0,-15.410931,0.636624336242676,0.737749576568604,0.441239833831787,0.999159276485443,0.996613204479218,0.76377404,-0.020446569,0.9990217,0.997679,0.64074636,-0.01987236,0.9991785,0.99668455,0.8066252,0.85990894,0.99963295,0.9985201,0.9982854,0.9961286,-0.038211863,0.99995303,0.9982239,0.9969464,-0.03656378,0.99995285,0.057158936
1300,1300,1300,1300,150,150,দুই,এক,dui,ek,Two,One,1,0.666666666666667,0.458333333333333,0.5,5.79166666666667,0.486111111111111,3,Bengali,Bengali,random,0,-11.283424,0.828604578971863,0.785050094127655,0.39798504114151,0.994703054428101,0.999380350112915,0.81112856,-0.034324076,0.9964146,0.99946976,0.8287889,-0.03614156,0.9947392,0.9993827,0.90609896,0.8586682,0.9977876,0.9995958,0.993506,0.982551,-0.037038278,0.9998507,0.99872875,0.99826896,-0.037288725,0.9999336,-0.0395993
1302,1302,1302,1302,303,303,শেলাই,চাঁদ,xɛlai,t͡ɕãd̪ɔ,Seams,The moon,1,0.6,0.308333333333333,0.333333333333333,3.325,0.329166666666667,5,Bengali,Bengali,random,0,-6.572647,0.64040607213974,0.758552074432373,0.513254582881928,0.999170303344727,0.997635841369629,0.77867293,-0.033219475,0.99880767,0.997881,0.6412914,-0.03513892,0.9991692,0.99763924,0.72850764,0.8339452,0.9994061,0.9992454,0.9971841,0.9934014,-0.037206613,0.99993795,0.99807525,0.99776566,-0.037521303,0.9998583,0.075526014
1303,1303,1303,1303,13,13,অগ্নি,জঠরাগ্নি,ɔgni,d͡ʑɔʈʰɔraɡn̪i,Fire,Gastritis,0.769230769230769,0.666666666666667,0.599537037037037,0.671296296296296,4.86111111111111,0.671296296296296,4,Bengali,Bengali,synonym,0,-15.334793,0.922331869602203,0.769461452960968,0.448839157819748,0.996262967586517,0.994505405426025,0.8471862,-0.01423834,0.9985883,0.99690473,0.9230292,-0.011630546,0.9962964,0.99458,0.9391136,0.85280293,0.9989654,0.9972681,0.9933127,0.98587376,-0.03536187,0.9997532,0.99806035,0.99675554,-0.036124345,0.9999551,0.013731929
1304,1304,1304,1304,123,123,টকা,খাদ্য,tɔka,kʰad̪d͡zɔ,Money,Food,1,0.4,0.341666666666667,0.366666666666667,3.1,0.358333333333333,5,Bengali,Bengali,random,0,-8.395401,0.510231196880341,0.713645398616791,0.447721719741821,0.999807476997376,0.999693095684052,0.7157542,-0.037640575,0.99979305,0.9997067,0.5158899,-0.037510086,0.9998082,0.99969447,0.78426635,0.78426635,0.9997518,0.99979615,0.9970677,0.9957145,-0.037120633,0.9999563,0.99886686,0.99845505,-0.037598252,0.99992573,-0.024296552
1306,1306,1306,1306,270,270,মূলা,বঙ্গ,mula,bɔŋɡɔ,Radish,Bengal,1,0.6,0.316666666666667,0.341666666666667,3.375,0.3375,4,Bengali,Bengali,random,0,-11.595886,0.769753873348236,0.544657289981842,0.410120755434036,0.995805203914642,0.998196542263031,0.64466345,-0.036709208,0.99669284,0.9985021,0.77204525,-0.037476048,0.9958226,0.99818796,0.9037528,0.8283464,0.99812543,0.99927264,0.99184155,0.98449945,-0.03679423,0.99969804,0.99781895,0.99745107,-0.037393086,0.9998582,0.05021192
1308,1308,1308,1308,193,193,প্ৰাচীন,প্রাচীন,pɹasin,prat͡ɕin̪,Ancient,Ancient,0.555555555555556,0.166666666666667,0.069444444444444,0.083333333333333,1.08333333333333,0.069444444444444,1,Bengali,Bengali,loan,1,7.354149,0.773499727249146,0.839279115200043,0.464723259210587,0.999442100524902,0.999761164188385,0.83194107,-0.038137857,0.9994794,0.9997489,0.7747638,-0.03945387,0.9994503,0.99976045,0.8825829,0.856007,0.9995585,0.99985087,0.99726784,0.99532455,-0.037093107,0.9999558,0.9987332,0.9983208,-0.037405334,0.99991417,0.005657303
1314,1314,1314,1314,139,139,তিমি,নাও,timi,n̪ao,Whale,Take it,1,0.5,0.317708333333333,0.34375,3.1875,0.34375,4,Bengali,Bengali,random,0,-7.68284,0.89348429441452,0.661081850528717,0.459215432405472,0.999476075172424,0.99971616268158,0.68981457,-0.037193622,0.9994779,0.99963385,0.89386505,-0.03504704,0.99947566,0.9997172,0.93969643,0.8104276,0.9994811,0.9996072,0.9971716,0.99566823,-0.037302475,0.9999302,0.99886066,0.99845624,-0.037586503,0.9999263,0.08327263
1319,1319,1319,1319,43,43,কাণ,প্রাচীন,kan,prat͡ɕin̪,ear,Ancient,0.777777777777778,0.5,0.475694444444444,0.534722222222222,4,0.534722222222222,6,Bengali,Bengali,random,0,-14.024228,0.731799960136414,0.567040920257568,0.464717417955399,0.999343395233154,0.999327778816223,0.63635373,-0.04393984,0.99949765,0.99940264,0.73282945,-0.045847245,0.9993421,0.9993341,0.8608402,0.8205483,0.9997107,0.9995331,0.9976413,0.9949987,-0.037286825,0.9999524,0.9988676,0.99831825,-0.037525915,0.99993706,0.01738094
1320,1320,1320,1320,120,120,চন্দ্ৰ,মাহতাব,sɔndɹɔ,maɦt̪ab,moon,Mahtab,1,0.666666666666667,0.225694444444444,0.25,3.9375,0.225694444444444,6,Bengali,Bengali,synonym,0,-17.367552,0.819629609584808,0.505567371845245,0.495347410440445,0.999419093132019,0.996781766414642,0.5306172,-0.027894538,0.99954253,0.9979263,0.81966364,-0.027287832,0.99942106,0.9967872,0.8462364,0.6002425,0.99955606,0.99818826,0.9971324,0.9952186,-0.036657248,0.99994177,0.99823856,0.997224,-0.03665973,0.9999502,-0.045268223
1321,1321,1321,1321,199,199,বঙালী,বাঙালি,bɔŋali,baŋali,Bengali,Bengali,0.166666666666667,0,0.027777777777778,0.027777777777778,0.291666666666667,0.027777777777778,2,Bengali,Bengali,loan,1,4.081622,0.375203996896744,0.617567360401154,0.351029932498932,0.999921023845673,0.999526143074035,0.62637746,-0.01859395,0.9999212,0.9995167,0.37718827,-0.018808749,0.99992156,0.9995281,0.6013062,0.7395686,0.99973524,0.9996018,0.99641323,0.9935117,-0.037191376,0.9999415,0.9987545,0.998392,-0.037438184,0.9999091,0.024520632
1324,1324,1324,1324,319,319,শ্রী,আশোত,xɹi,aʃot̪,Mr.,Ashot,1,0.75,0.395833333333333,0.458333333333333,5.28125,0.421875,4,Bengali,Bengali,synonym,0,-8.933569,0.8953737616539,0.70043683052063,0.467399656772613,0.999409735202789,0.99775105714798,0.79177535,-0.024172861,0.99974567,0.99913144,0.894939,-0.021169253,0.99943566,0.9978216,0.9154949,0.78373885,0.99971175,0.999228,0.9977002,0.99565494,-0.03657439,0.99994767,0.9986457,0.99795234,-0.037005015,0.9999361,0.06611805
1326,1326,1326,1326,178,178,পানী,পানীয়,pani,pan̪ie̯,water,Drinks,0.428571428571429,0.2,0.1875,0.208333333333333,1.5,0.208333333333333,2,Bengali,Bengali,loan,1,-2.9705155,0.884748995304108,0.710228085517883,0.575454592704773,0.999332785606384,0.999554455280304,0.7692696,-0.05375015,0.99940443,0.9996205,0.885219,-0.053492095,0.99933505,0.999553,0.9329475,0.81376505,0.9997424,0.9996578,0.997917,0.9911649,-0.036258884,0.9999609,0.998867,0.9985384,-0.037688326,0.99991333,0.12014267
1328,1328,1328,1328,89,89,ঘামা,ঘামা,gʱama,gʱama,Sweat,Sweat,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,3.040543,0.99999988079071,1,0.439157962799072,0.998640298843384,0.999078333377838,0.9920465,-0.033776443,0.9991974,0.9994738,0.9999987,-0.028670842,0.9986436,0.99907655,0.97743994,0.9634378,0.99900395,0.9997312,0.99511206,0.9929338,-0.03664382,0.9999113,0.99826777,0.997982,-0.036878005,0.99990565,0.025613874
1329,1329,1329,1329,81,81,গুলী,চাকা,guli,t͡ɕaka,The bullet,The wheel,1,0.5,0.390625,0.416666666666667,4.15625,0.411458333333333,4,Bengali,Bengali,random,0,-11.294866,0.829635679721832,0.742172062397003,0.523349702358246,0.999718248844147,0.998420357704163,0.78073734,-0.044639323,0.99981296,0.9987002,0.82974076,-0.044386514,0.99971884,0.9984215,0.9302907,0.88834727,0.99883753,0.999291,0.99867254,0.99655306,-0.0364948,0.99995995,0.9981609,0.99805456,-0.03763336,0.99987304,0.05616676
1331,1331,1331,1331,70,70,ক্ৰিয়া,ক্রিয়া,kɹija,krie̯a,Action,Verbs,0.5,0,0.05,0.075,0.875,0.05,1,Bengali,Bengali,loan,1,-9.542444,0.847157835960388,0.859605193138123,0.429764121770859,0.998576164245606,0.999626040458679,0.8828724,-0.028010633,0.9990705,0.9995649,0.8489741,-0.027611973,0.99859345,0.99962634,0.9344511,0.87338233,0.9993999,0.9996911,0.9964766,0.99304676,-0.03698035,0.9999322,0.9988142,0.9984286,-0.037517805,0.9999218,-0.0042337375
1332,1332,1332,1332,33,33,আক,গোসাঁই,ak,ɡoʃãi,Let's go,Gosain,1,0.75,0.6,0.666666666666667,5.175,0.6625,6,Bengali,Bengali,random,0,-5.229563,0.783605337142944,0.653804004192352,0.431121289730072,0.995859980583191,0.998025476932525,0.7006017,-0.023493327,0.99733347,0.9983731,0.78400797,-0.020735327,0.99587655,0.9980312,0.86371523,0.8182932,0.9982566,0.9990072,0.994681,0.9894034,-0.03696668,0.9999119,0.9983085,0.9975574,-0.036481977,0.9999367,0.009887095
1335,1335,1335,1335,260,260,মাতা,কথা বলা,mata,kɔt̪ʰa bɔla,Mother,To talk,0.818181818181818,0.625,0.502604166666667,0.552083333333333,4.3125,0.552083333333333,5,Bengali,Bengali,synonym,0,-21.259346,0.840957820415497,0.703423142433167,0.427325516939163,0.999386787414551,0.999224841594696,0.73393595,-0.045341678,0.99957335,0.9996047,0.8422935,-0.043921374,0.99938893,0.9992408,0.8946059,0.78353727,0.99896556,0.99973446,0.99853426,0.99598444,-0.037718587,0.99994856,0.9987582,0.9979868,-0.037281375,0.9999444,0.008346093
1337,1337,1337,1337,175,175,পাণ,পাণ,pan,pan,Pan,Pan,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,2.3931742,0.999999463558197,1,0.555403590202332,0.999553322792053,0.999872744083404,0.9893886,-0.04442747,0.9996676,0.9998615,0.9999958,-0.04203872,0.9995533,0.9998733,0.9493072,0.9459107,0.99971056,0.99977046,0.99808896,0.9957122,-0.0366491,0.99995977,0.9989548,0.99851716,-0.03760452,0.9999236,0.006289903
1338,1338,1338,1338,81,81,গুলী,গোলন্দাজ,guli,ɡolɔn̪d̪ad͡ʑ,The bullet,Gunner,0.916666666666667,0.625,0.588541666666667,0.645833333333333,4.78125,0.645833333333333,6,Bengali,Bengali,loan,1,8.348341,0.887857675552368,0.680569171905518,0.505249321460724,0.999389827251434,0.998780906200409,0.7205157,-0.030604195,0.9994827,0.9992001,0.8881664,-0.033831563,0.9993918,0.9987883,0.9516621,0.7618617,0.9993298,0.9994669,0.99811727,0.99361527,-0.03664454,0.99991053,0.99838626,0.99812144,-0.037081607,0.9999123,0.056592003
1341,1341,1341,1341,37,37,উত্তৰ,উদীচী,uttɔɹɔ,ud̪it͡ɕi,answer,Udichi,0.75,0.333333333333333,0.284722222222222,0.298611111111111,3.125,0.298611111111111,4,Bengali,Bengali,synonym,0,-15.640262,0.863241195678711,0.758970677852631,0.46626690030098,0.996340095996857,0.998512268066406,0.8271904,-0.029611003,0.999296,0.9991881,0.8643586,-0.024457388,0.9964262,0.9984952,0.8984092,0.8335272,0.9997949,0.99933016,0.99407953,0.9873779,-0.036808554,0.99972576,0.9985807,0.99792784,-0.036779664,0.9999392,-0.007425938
1343,1343,1343,1343,217,217,বিলাই,বিড়াল,bilai,biɽalɔ,distribute,Cats,0.5,0.166666666666667,0.208333333333333,0.236111111111111,1.83333333333333,0.222222222222222,3,Bengali,Bengali,synonym,0,-8.15334,0.953120589256287,0.679604530334473,0.451050728559494,0.999804317951202,0.998391807079315,0.82023275,-0.040669404,0.99967337,0.9993402,0.95335984,-0.043777723,0.999807,0.99839777,0.96281374,0.88362676,0.99955463,0.9996365,0.9969696,0.9960561,-0.036181584,0.9999458,0.9981806,0.9978409,-0.037467826,0.9998761,0.063429125
1345,1345,1345,1345,135,135,ঢোল,ঢোল,dʰʊl,ɖʱolɔ,Drums,Drums,0.8,0.25,0.265625,0.291666666666667,2.1875,0.291666666666667,0,Bengali,Bengali,loan,1,-0.9156122,1,1,0.589284062385559,0.999374091625214,0.999936997890472,0.988943,-0.0451756,0.9994688,0.99992,0.99999726,-0.042533204,0.99937177,0.99993765,0.96454066,0.94375765,0.9995409,0.99988645,0.99480087,0.99059856,-0.03677751,0.9999115,0.9989316,0.9985373,-0.037729464,0.99992037,-0.0022186236
1347,1347,1347,1347,167,167,ধোঁৱা,ধোঁয়া,dʰʊ̃wa,d̪ʱõe̯a,smoke,Smoke,0.714285714285714,0.25,0.09375,0.104166666666667,0.90625,0.09375,2,Bengali,Bengali,synonym,0,0.12549978,0.92821216583252,0.817729413509369,0.503983557224274,0.998801946640015,0.995930194854736,0.8305656,-0.022669403,0.9991578,0.99669695,0.92852086,-0.024816452,0.9988105,0.9959301,0.95237243,0.8614844,0.9996069,0.99771345,0.99590534,0.99360585,-0.03703606,0.9998991,0.9969607,0.9962372,-0.036909055,0.99984825,0.0955035
1348,1348,1348,1348,275,275,মৈ,মৈ,mɔɪ,moj,May,May,0.666666666666667,0.333333333333333,0.041666666666667,0.055555555555556,0.875,0.041666666666667,0,Bengali,Bengali,loan,1,3.8494015,0.999999761581421,1,0.516672968864441,0.99986344575882,0.999341130256653,0.9764017,-0.055255048,0.99986064,0.99945563,0.9999858,-0.047506295,0.9998638,0.99934524,0.9812734,0.9635653,0.9997084,0.9997428,0.9985417,0.99787295,-0.039119985,0.99995685,0.99849355,0.99822986,-0.037263833,0.999912,0.095824204
1349,1349,1349,1349,203,203,ফেঁচা,কুৎসিত,pʰɛ̃sa,kut̪ʃit̪,owl,Ugly,1,0.5,0.409722222222222,0.4375,3.54166666666667,0.4375,6,Bengali,Bengali,synonym,0,-17.1526,0.853376150131226,0.627530992031097,0.444130837917328,0.99834156036377,0.996983468532562,0.79098207,-0.030050049,0.999038,0.9979599,0.8546432,-0.035273775,0.9983674,0.9969941,0.88779056,0.7970736,0.99954295,0.9990955,0.99678147,0.9946378,-0.036395505,0.99993175,0.9979523,0.99752307,-0.03652027,0.99988854,0.03901163
1350,1350,1350,1350,132,132,দীঘা,কচু,digʱa,kɔt͡ɕu,Digha,Kachu,1,0.5,0.380208333333333,0.40625,3.46875,0.401041666666667,4,Bengali,Bengali,random,0,-6.7775154,0.864222347736358,0.604060232639313,0.404436439275742,0.994343280792236,0.996981561183929,0.7023914,-0.04329327,0.99685794,0.9981077,0.86449796,-0.041754805,0.9943832,0.9969849,0.93152934,0.78771293,0.9987582,0.99908257,0.990239,0.97941464,-0.037386943,0.9995747,0.9980874,0.9974357,-0.03697309,0.9998734,0.016111176
1351,1351,1351,1351,319,319,সাঁচ,কুঁকড়া,xãsɔ,kũkɔɽa,Templates,Curly,0.833333333333333,0.6,0.368055555555556,0.416666666666667,3.52083333333333,0.413194444444444,6,Bengali,Bengali,random,0,-18.119257,0.878487288951874,0.729638934135437,0.452390879392624,0.999256670475006,0.998987078666687,0.75323826,-0.019134507,0.99966776,0.99929565,0.87820315,-0.020709908,0.9992653,0.999001,0.92125285,0.80669385,0.99981964,0.99934846,0.9971818,0.9961777,-0.035932332,0.9999436,0.99847806,0.99813217,-0.036689214,0.999924,0.04665821
1352,1352,1352,1352,71,71,খাট,খাট,kʰat,kʰaʈɔ,Bed,Bed,0.4,0.25,0.234375,0.260416666666667,1.9375,0.260416666666667,0,Bengali,Bengali,loan,1,4.572818,0.999999761581421,1,0.512029826641083,0.999748408794403,0.999311804771423,0.9655504,-0.044367746,0.99971735,0.9992886,0.99999523,-0.047920324,0.99974895,0.99931175,0.9653278,0.9417341,0.99923974,0.99953556,0.99907863,0.9982766,-0.038039263,0.99995595,0.9983346,0.99807477,-0.037196286,0.9998957,0.007907382
1353,1353,1353,1353,28,28,অগ্নি,আতশ,ɔgni,at̪ɔʃɔ,Fire,Fire,1,0.6,0.445833333333333,0.483333333333333,4.15,0.483333333333333,5,Bengali,Bengali,synonym,0,-5.7587214,0.953252553939819,0.598423302173615,0.435403972864151,0.998113512992859,0.998538255691528,0.76005983,-0.033372883,0.9992497,0.99917984,0.9536244,-0.029916618,0.99813074,0.99854845,0.9494476,0.77261615,0.9993236,0.99930423,0.99690104,0.991783,-0.038321577,0.9999394,0.9986558,0.9979258,-0.037081532,0.99994135,0.015573678
1356,1356,1356,1356,106,106,চান,গোসল,san,ɡoʃɔlɔ,Want,Bath,1,0.666666666666667,0.510416666666667,0.5625,4.375,0.5625,4,Bengali,Bengali,synonym,0,-9.686708,0.842847585678101,0.551177263259888,0.44715604186058,0.999541699886322,0.999527096748352,0.6626612,-0.025336035,0.9996522,0.99973774,0.84319985,-0.023701774,0.9995448,0.99952775,0.9127979,0.770079,0.9997325,0.99979836,0.9976695,0.9960307,-0.03603642,0.9999475,0.99883175,0.9983668,-0.037458777,0.99992895,0.12565708
1357,1357,1357,1357,337,337,সাঁচ,হকীকৎ,xãsɔ,ɦɔkikɔt̪ɔ,Templates,Really,0.888888888888889,0.625,0.479166666666667,0.53125,4.09375,0.53125,5,Bengali,Bengali,synonym,0,-24.396492,0.916182339191437,0.596152186393738,0.464435935020447,0.999318063259125,0.999026536941528,0.7517568,-0.032184415,0.99927235,0.999255,0.91619956,-0.027049037,0.9993142,0.9990255,0.8986137,0.74483633,0.99968827,0.99901843,0.9970571,0.9958559,-0.03606505,0.9999577,0.9983144,0.99799097,-0.03663803,0.99992836,0.040922463
1358,1358,1358,1358,129,129,ডাঁহ,ডাঁশ,dãɦɔ,ɖãʃɔ,Duck,Bite,0.5,0.333333333333333,0.046875,0.052083333333333,0.84375,0.046875,1,Bengali,Bengali,loan,1,3.635309,0.959200501441956,0.928282141685486,0.467223405838013,0.997595965862274,0.999250411987305,0.93285114,-0.02554008,0.99903035,0.9995595,0.9592605,-0.025595007,0.99762285,0.999257,0.9632631,0.9413109,0.99952966,0.9997264,0.9956114,0.9913777,-0.03598977,0.99989694,0.9981923,0.9978155,-0.036460355,0.99991673,0.1162438
1359,1359,1359,1359,183,183,পুত,আমি,put,ami,Put,,1,1,0.340277777777778,0.388888888888889,6.25,0.340277777777778,3,Bengali,Bengali,random,0,-14.042157,0.623238205909729,0.680388033390045,0.558566451072693,0.99918931722641,0.998723804950714,0.692207,-0.0551433,0.9993165,0.99875623,0.62345994,-0.05562488,0.99919116,0.9987243,0.7176289,0.771179,0.9996005,0.9996501,0.9975642,0.9945295,-0.038781613,0.9999295,0.9983685,0.9981922,-0.037288934,0.9999076,-0.027456079
1360,1360,1360,1360,4,4,অগ্নি,অগ্নি,ɔgni,oɡn̪i,Fire,Fire,0.6,0.25,0.244791666666667,0.270833333333333,1.9375,0.270833333333333,0,Bengali,Bengali,loan,1,4.7726545,0.99999988079071,0.999999761581421,0.478438168764114,0.999839007854462,0.999924659729004,0.9755242,-0.031597465,0.9997613,0.9997901,0.99999845,-0.030950146,0.9998398,0.9999243,0.99526894,0.9803639,0.9997826,0.9998421,0.9978819,0.9960249,-0.036685064,0.99995863,0.99886507,0.9984091,-0.037414912,0.99992335,0.016414793
1361,1361,1361,1361,341,341,সাগৰ,অর্ণব,xagɔɹɔ,ornɔbɔ,sea,Arnab,0.666666666666667,0.666666666666667,0.298611111111111,0.347222222222222,4.375,0.319444444444444,5,Bengali,Bengali,synonym,0,-13.595045,0.873351514339447,0.607460796833038,0.42549204826355,0.997716844081879,0.997684359550476,0.6490135,-0.031863734,0.9983198,0.99866444,0.8741851,-0.032283794,0.99772733,0.9977292,0.8990107,0.7321595,0.99828255,0.99925333,0.9956245,0.98400086,-0.037207603,0.99994,0.9982196,0.9972557,-0.03660691,0.99995035,0.031909652
1362,1362,1362,1362,312,312,শ্রী,মঙ্গল্য,xɹi,mɔŋɡɔld͡zɔ,Mr.,Good luck,1,0.625,0.619791666666667,0.682291666666667,5.34375,0.6796875,6,Bengali,Bengali,synonym,0,-19.89579,0.898973643779754,0.769962251186371,0.415595918893814,0.998071253299713,0.998936474323273,0.84402204,-0.029253758,0.9991823,0.9993544,0.899211,-0.02828905,0.9980974,0.9989373,0.89984363,0.82936007,0.9995366,0.99937797,0.99519247,0.9909066,-0.034390517,0.99991363,0.998656,0.9979394,-0.03697743,0.9999378,0.06944264
1363,1363,1363,1363,3,3,অক্ষ,অক্ষ,ɔkʰjɔ,okkʰɔ,Axis,Axis,0.6,0.25,0.083333333333333,0.083333333333333,1.625,0.083333333333333,0,Bengali,Bengali,loan,1,-7.5721292,0.999999761581421,0.999999642372131,0.485439896583557,0.999725818634033,0.999948620796204,0.98185015,-0.04260259,0.99948967,0.99981904,0.99995494,-0.045582686,0.9997359,0.99994814,0.9864327,0.9702627,0.9997468,0.9995897,0.99684006,0.9958738,-0.03695231,0.99996316,0.99894536,0.9985485,-0.037753247,0.99992204,0.043812513
1365,1365,1365,1365,284,284,ৰচনা,টাকা,ɹɔsɔna,ʈaka,essay,Money,0.833333333333333,0.5,0.395833333333333,0.430555555555556,3.77083333333333,0.427083333333333,3,Bengali,Bengali,random,0,-13.490144,0.731440484523773,0.554116725921631,0.394879072904587,0.998779833316803,0.999680280685425,0.57651544,-0.024791243,0.99885845,0.999689,0.7317426,-0.024275955,0.9987815,0.9996811,0.7951482,0.6287235,0.9990587,0.9997078,0.99398446,0.98802036,-0.037143186,0.99993926,0.99896324,0.9984638,-0.037580654,0.9999255,0.090256244
