,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
1397,1397,1397,1397,1397,140,140,দশ,মৈৰা,d̪ɔʃɔ,mɔɪɹa,Ten,Myra,1,0.6,0.316666666666667,0.341666666666667,3.825,0.333333333333333,4,Bengali,Bengali,random,0,-7.819768,0.682661235332489,0.570111572742462,0.402401506900787,0.998426675796509,0.997668921947479,0.61443084,-0.04100671,0.9991592,0.99908406,0.683698,-0.027254963,0.9984566,0.9977064,0.9782368,0.9584286,0.9996128,0.99988174,0.9939264,0.99103487,-0.037090957,0.99994165,0.9968158,0.997334,-0.036966614,0.9998808,0.03234535
1398,1398,1398,1398,1398,56,56,কেন,কল,ken̪,kɔlɔ,Why,Call,0.75,0.5,0.296875,0.322916666666667,2.6875,0.322916666666667,2,Bengali,Bengali,synonym,0,-6.945776,0.915902853012085,0.804213106632233,0.4909648001194,0.999520421028137,0.999250590801239,0.86598635,-0.039373484,0.9993127,0.9995361,0.9161091,-0.037729748,0.999523,0.9992504,0.9715137,0.9263445,0.99954766,0.9999072,0.99788386,0.9960397,-0.037421938,0.9999887,0.9982716,0.998052,-0.03707602,0.9999549,-0.026177756
1400,1400,1400,1400,1400,171,171,পাঁচ,পাঁচ,pãt͡ɕɔ,pãsɔ,Five,Five,0.5,0.333333333333333,0.052083333333333,0.052083333333333,0.6875,0.052083333333333,0,Bengali,Bengali,loan,1,3.6982589,0.999999701976776,1,0.410285472869873,0.999630868434906,1,0.9905319,-0.03734166,0.99947155,0.99996495,0.9999994,-0.041004486,0.99963194,1,0.988399,0.96059513,0.9989786,0.9998327,0.9978293,0.99744713,-0.036806982,0.9999943,0.9980427,0.99807227,-0.03702469,0.99994373,0.029171571
1401,1401,1401,1401,1401,99,99,চাকা,চ’ত,t͡ɕaka,sɔ’tɔ,The wheel,Four,1,0.5,0.182291666666667,0.1875,2.09375,0.182291666666667,3,Bengali,Bengali,random,0,-3.8029404,0.78323245048523,0.56894052028656,0.52335512638092,0.993854343891144,0.997223734855652,0.5865061,-0.045121744,0.9937396,0.99742275,0.7836802,-0.04775943,0.9938727,0.9972285,0.9828122,0.96095306,0.99980557,0.9999161,0.9879799,0.97660875,-0.036528263,0.9997471,0.9969667,0.99771464,-0.037000604,0.9998808,0.090632096
1402,1402,1402,1402,1402,164,164,নাম,ডাঁহ,n̪am,dãɦɔ,Name,Duck,1,1,0.307291666666667,0.333333333333333,3.25,0.333333333333333,3,Bengali,Bengali,random,0,-6.7112327,0.680868804454803,0.500419914722443,0.428526312112808,0.995305061340332,0.99874871969223,0.5358448,-0.03603541,0.9959594,0.9990749,0.6812873,-0.03483253,0.99530435,0.9987517,0.97902197,0.9293313,0.9998956,0.99991804,0.9914077,0.9899322,-0.03796035,0.99993795,0.99728787,0.9976944,-0.036960952,0.99991715,0.050042346
1405,1405,1405,1405,1405,227,227,শার্দূল,বাঘ,ʃard̪ulɔ,bagʱ,Shardul,Tiger,0.875,0.857142857142857,0.669642857142857,0.75,5.58928571428571,0.74702380952381,6,Bengali,Bengali,synonym,0,-15.339654,0.727537274360657,0.678001999855042,0.449319422245026,0.997960090637207,0.991958260536194,0.7408539,-0.04528201,0.9988075,0.9958162,0.7278892,-0.045947336,0.99796796,0.99198765,0.9676015,0.91735995,0.9998824,0.9997124,0.99699086,0.99479634,-0.036962345,0.99994767,0.9982963,0.9949254,-0.036966387,0.99998426,-0.0036993632
1406,1406,1406,1406,1406,88,88,কাজ করা,চলা,kad͡ʑɔ kɔra,sɔla,To work,To walk,0.818181818181818,0.625,0.494791666666667,0.557291666666667,4.1875,0.544270833333333,6,Bengali,Bengali,synonym,0,-18.522478,0.880790412425995,0.500815391540527,0.34235280752182,0.999009132385254,0.997946977615356,0.6582668,-0.03139832,0.99921834,0.9984255,0.88088346,-0.032373395,0.9990115,0.99795485,0.9660759,0.9017614,0.9995467,0.99964297,0.9960203,0.99422836,-0.03681402,0.9999923,0.9984769,0.9974864,-0.037018444,0.9999701,0.030116133
1409,1409,1409,1409,1409,8,8,অনুবাদ,সাপ,on̪ubad̪,xap,Translation,Snake,0.875,0.666666666666667,0.517361111111111,0.569444444444444,4.39583333333333,0.565972222222222,5,Bengali,Bengali,random,0,-12.774826,0.724181652069092,0.715075671672821,0.344953298568726,0.998423516750336,0.99953693151474,0.7272699,-0.03561189,0.99862134,0.999651,0.7244526,-0.034695193,0.9984255,0.9995352,0.9768687,0.9642863,0.9997554,0.9996977,0.9976159,0.9913522,-0.037488725,0.99997205,0.9982268,0.9979445,-0.037043512,0.9999567,0.027335603
1410,1410,1410,1410,1410,243,243,মকাই,মাকৈ,mɔkai,makɔɪ,Maize,corn,0.6,0,0.075,0.075,0.75,0.075,3,Bengali,Bengali,loan,1,4.450577,0.929186463356018,0.78629344701767,0.459845036268234,0.999016404151916,0.999116003513336,0.83479893,-0.035879318,0.99936366,0.9993369,0.92933875,-0.03122437,0.99901855,0.9991176,0.9883992,0.96457714,0.99995804,0.999821,0.9978588,0.9947821,-0.037009507,0.99998635,0.9978726,0.9977784,-0.036922865,0.9999336,0.055640016
1411,1411,1411,1411,1411,62,62,কুটুম,কুটুম,kuʈum,kutum,Family,Family,0.2,0,0.008333333333333,0.008333333333333,0.1,0.008333333333333,0,Bengali,Bengali,loan,1,4.157096,0.99999988079071,1,0.468202084302902,0.99944531917572,1,0.98568654,-0.036238976,0.99918944,0.99994373,0.99999917,-0.039151438,0.9994444,1.0000001,0.9850272,0.96573186,0.99971944,0.9997536,0.9972953,0.9944709,-0.03699195,0.99997926,0.99801975,0.99733114,-0.036896024,0.9999348,0.014858247
1412,1412,1412,1412,1412,83,83,গোসাঁই,লিপি,ɡoʃãi,lipi,Gosain,Script,0.8,0.5,0.304166666666667,0.333333333333333,3.4,0.325,6,Bengali,Bengali,random,0,-6.4923944,0.770799815654755,0.634235143661499,0.431134402751923,0.993127644062042,0.997635781764984,0.75327086,-0.036019806,0.99304986,0.99779946,0.77074784,-0.036030143,0.9931512,0.9976412,0.9791107,0.96346784,0.999874,0.9998688,0.98345554,0.9677081,-0.037138917,0.9995837,0.998551,0.9967458,-0.03692908,0.9999786,0.07885962
1413,1413,1413,1413,1413,68,68,গর্দান,গিলা,ɡɔrd̪an̪,gila,Neck,Swallow,0.875,0.5,0.496527777777778,0.555555555555556,4.16666666666667,0.548611111111111,4,Bengali,Bengali,synonym,0,-7.7167997,0.850622355937958,0.73585706949234,0.467769622802734,0.995686113834381,0.999225497245789,0.8220517,-0.040697567,0.996223,0.99953514,0.8508357,-0.040451538,0.9956993,0.9992277,0.9767409,0.9536594,0.9997017,0.9999074,0.9939176,0.98194635,-0.036732394,0.9999061,0.997998,0.99774915,-0.03695602,0.9999396,0.026641246
1414,1414,1414,1414,1414,190,190,পোষ,আঁহ,poʃ,ãɦɔ,Pet,Fiber,1,0.666666666666667,0.3125,0.361111111111111,6.33333333333333,0.3125,3,Bengali,Bengali,random,0,-11.438951,0.902195632457733,0.830353498458862,0.377326160669327,0.997402667999268,0.999032318592072,0.87806785,-0.04154826,0.99930227,0.9992802,0.9022139,-0.043795213,0.9974017,0.99903536,0.9513367,0.95988894,0.9998028,0.99959356,0.99405825,0.9895958,-0.037174225,0.99990064,0.9980864,0.99787104,-0.036978416,0.9999355,0.06353271
1417,1417,1417,1417,1417,247,247,মাংস,মাকৈ,maŋʃɔ,makɔɪ,Meat,corn,0.6,0.4,0.120833333333333,0.133333333333333,2.5,0.120833333333333,2,Bengali,Bengali,random,0,-4.9365015,0.870971739292145,0.724405884742737,0.455314606428146,0.999573528766632,0.998050510883331,0.76133823,-0.033978462,0.9996213,0.998097,0.87135255,-0.028775007,0.9995742,0.99805146,0.9897636,0.9686138,0.99965775,0.99989444,0.9965254,0.9961075,-0.037125,0.99998325,0.9973284,0.9979546,-0.037020605,0.9998932,-0.04162065
1418,1418,1418,1418,1418,39,39,কথা,কথা,kɔt̪ʰa,kɔtʰa,Talk,Talk,0.166666666666667,0,0.010416666666667,0.010416666666667,0.0625,0.010416666666667,0,Bengali,Bengali,loan,1,-7.6436977,0.999999821186066,1,0.507521867752075,0.999846577644348,1,0.99199116,-0.041630194,0.9997966,0.9999669,0.9999989,-0.038278844,0.9998466,0.99999994,0.9640459,0.9394705,0.9994915,0.99989974,0.9984702,0.9980934,-0.037262548,0.99999225,0.99818164,0.9981594,-0.037038863,0.9999441,0.05381032
1419,1419,1419,1419,1419,251,251,মাছ,মাছ,mat͡ɕʰ,mas,Fish,Fish,0.666666666666667,0.333333333333333,0.083333333333333,0.083333333333333,1,0.083333333333333,0,Bengali,Bengali,loan,1,2.9122448,0.999999761581421,1,0.493264466524124,0.999369502067566,1,0.99444616,-0.030690515,0.99956775,0.9999545,0.99999934,-0.03253557,0.9993719,1,0.9808212,0.9360961,0.99991834,0.99992186,0.99760884,0.99447703,-0.036827616,0.99998903,0.99835455,0.9983407,-0.037060644,0.99994767,0.097678535
1421,1421,1421,1421,1421,83,83,গোসাঁই,গোসাঁই,ɡoʃãi,gʊxãi,Gosain,Gosain,0.6,0.5,0.225,0.25,1.925,0.245833333333333,0,Bengali,Bengali,loan,1,5.798772,0.99999988079071,1,0.431147217750549,0.999784290790558,1,0.98007125,-0.029438967,0.9993919,0.999848,0.9999979,-0.031337123,0.99978507,0.9999999,0.983371,0.96582943,0.9998278,0.99986386,0.9898786,0.9839786,-0.03693218,0.99992895,0.9978651,0.9971938,-0.03681588,0.99993646,0.078859575
1423,1423,1423,1423,1423,75,75,গাঁও,টকা,ɡão,tɔka,The village,Money,1,0.5,0.364583333333333,0.395833333333333,3.34375,0.390625,4,Bengali,Bengali,random,0,-5.9158792,0.732141733169556,0.554400861263275,0.464534044265747,0.997980237007141,0.999703466892242,0.66892827,-0.03752985,0.99835044,0.999786,0.73230624,-0.03831826,0.9979826,0.9997038,0.96086437,0.9419508,0.999872,0.9998694,0.9943697,0.9899529,-0.037057467,0.99995524,0.9982647,0.9982152,-0.037117045,0.9999495,0.06025499
1424,1424,1424,1424,1424,51,51,কাঁচ,কাচ,kãt͡ɕɔ,kas,Glass,Glass,0.833333333333333,0.666666666666667,0.286458333333333,0.3125,2.625,0.3125,1,Bengali,Bengali,loan,1,5.342846,0.964523315429688,0.786183953285217,0.382180124521255,0.999917030334473,0.999207198619842,0.8740629,-0.042374216,0.9999038,0.99950355,0.9647279,-0.044012856,0.99991786,0.99921006,0.9845117,0.96445286,0.999496,0.99990845,0.99841636,0.9973631,-0.03700785,0.9999917,0.9985892,0.9977968,-0.037027933,0.99996483,0.0022575427
1426,1426,1426,1426,1426,330,330,হাট,হাট,ɦaʈɔ,ɦat,Hat,Hat,0.5,0.25,0.234375,0.260416666666667,1.9375,0.260416666666667,0,Bengali,Bengali,loan,1,5.280107,0.999999701976776,1,0.606868267059326,0.999839305877686,1,0.9821626,-0.04150583,0.99972266,0.9999485,0.9999993,-0.042653494,0.99983954,0.9999999,0.9894817,0.963585,0.9998783,0.9999474,0.99828094,0.99740475,-0.036971584,0.99999636,0.99813056,0.99819654,-0.037020884,0.99994534,0.05378805
1427,1427,1427,1427,1427,209,209,বাল্য,বাল,bald͡zɔ,bal,Childhood,Baal,0.571428571428571,0.4,0.3625,0.4,2.9,0.4,2,Bengali,Bengali,synonym,0,-6.763865,0.881070792675018,0.527898371219635,0.431995213031769,0.999597012996674,0.999812304973602,0.70082426,-0.036635257,0.9996843,0.9997851,0.88157,-0.038776126,0.9996005,0.999813,0.9760573,0.97001594,0.9997742,0.9998665,0.9971206,0.99438405,-0.036985863,0.9999914,0.9983887,0.9984245,-0.037100002,0.99994904,0.03079209
1429,1429,1429,1429,1429,46,46,কহা,কোদাল,kɔɦa,kʊdal,Say,Spade,0.6,0.4,0.229166666666667,0.25,2.375,0.245833333333333,3,Bengali,Bengali,random,0,-5.062742,0.944864571094513,0.709669232368469,0.373795241117477,0.999067306518555,0.999298453330994,0.790189,-0.03836708,0.9995979,0.99956733,0.94532704,-0.037503697,0.99907017,0.99930304,0.98930293,0.97520447,0.99972713,0.99971765,0.9977938,0.996331,-0.036646634,0.99998116,0.9980576,0.9979904,-0.036962166,0.99993783,0.02313485
1432,1432,1432,1432,1432,329,329,হাট,বাঘ,ɦaʈɔ,bagʱ,Hat,Tiger,0.75,0.75,0.494791666666667,0.541666666666667,4.53125,0.541666666666667,2,Bengali,Bengali,random,0,-5.825365,0.822918832302094,0.601257026195526,0.606883406639099,0.999131798744202,0.999310433864594,0.6539929,-0.042535618,0.99920475,0.9994806,0.82310665,-0.04283582,0.99913347,0.9993114,0.98724574,0.95212,0.99994665,0.99979794,0.9963465,0.99546635,-0.037052676,0.9999731,0.9982479,0.99797726,-0.037064187,0.99995667,0.05378803
1433,1433,1433,1433,1433,231,231,ভাই,সহা,bʱai,xɔɦa,Brother,Saha,1,0.5,0.348958333333333,0.375,3.3125,0.375,3,Bengali,Bengali,random,0,-11.656592,0.86170905828476,0.649843990802765,0.497042089700699,0.995536744594574,0.999042809009552,0.7231854,-0.040246416,0.99797976,0.99940825,0.8616941,-0.039308786,0.9955464,0.9990449,0.98516786,0.9731715,0.99993414,0.9999635,0.9914974,0.982163,-0.036322214,0.9998623,0.9974737,0.99793696,-0.037026357,0.99991286,-0.035032302
1434,1434,1434,1434,1434,212,212,বান,বান,ban̪,ban,The flood,The flood,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,2.6202073,0.999999761581421,1,0.415280550718308,0.999947547912598,1,0.9955646,-0.04166064,0.9999252,0.9999689,0.9999995,-0.04188146,0.9999471,0.99999994,0.97455126,0.9571701,0.99988204,0.999925,0.9978845,0.99774367,-0.037096225,0.99999475,0.99819666,0.9982309,-0.037129268,0.9999453,0.13243428
1436,1436,1436,1436,1436,218,218,মার্জার,বিলৈ,mard͡ʑar,bilɔɪ,Marger,to the b,1,0.5,0.274305555555555,0.326388888888889,3.33333333333333,0.288194444444444,7,Bengali,Bengali,synonym,0,-15.608385,0.917193114757538,0.735711455345154,0.424696922302246,0.998862504959106,0.996729969978332,0.8169901,-0.03766019,0.99894446,0.99854743,0.9173702,-0.038719222,0.9988668,0.9967429,0.9882777,0.95808655,0.9998871,0.9997405,0.99621534,0.9940727,-0.038331404,0.99996686,0.9982027,0.9973753,-0.0368955,0.99994713,-0.007331094
1437,1437,1437,1437,1437,113,113,জানা,জানা,d͡ʑan̪a,zana,To know,To know,0.571428571428571,0.25,0.0625,0.0625,0.75,0.0625,0,Bengali,Bengali,loan,1,2.548201,0.999999761581421,1,0.441035002470017,0.999857366085052,1,0.9465492,-0.043966442,0.999739,0.99987346,0.99999946,-0.043408625,0.9998574,0.9999999,0.9883486,0.9736998,0.9999047,0.99995685,0.998337,0.9973997,-0.03724558,0.9999932,0.99838006,0.9983564,-0.03709227,0.9999474,0.025271626
1439,1439,1439,1439,1439,95,95,চাঁদ,চান্দ,t͡ɕãd̪ɔ,sandɔ,The moon,Chand,0.714285714285714,0.6,0.241666666666667,0.258333333333333,2.15,0.258333333333333,2,Bengali,Bengali,loan,1,0.61965156,0.67028021812439,0.70931214094162,0.513260304927826,0.999234020709991,0.997759640216827,0.7229932,-0.031191481,0.9993857,0.99808025,0.6703906,-0.031040244,0.99923563,0.9977624,0.98863727,0.9675013,0.99994314,0.9999249,0.9980827,0.9965184,-0.037121095,0.9999908,0.99705446,0.99788785,-0.036929827,0.999889,0.16862799
1441,1441,1441,1441,1441,17,17,আঁডু,কথা,ãɖu,kɔtʰa,Andu,Talk,1,0.5,0.359375,0.385416666666667,3.25,0.385416666666667,4,Bengali,Bengali,random,0,-17.575886,0.764920949935913,0.683592796325684,0.517105996608734,0.998661279678345,0.998410999774933,0.71888614,-0.040062487,0.9986521,0.998459,0.765556,-0.03675798,0.9986634,0.9984124,0.97919303,0.95869464,0.9997481,0.9997328,0.99796283,0.9909631,-0.036989577,0.99992627,0.99869055,0.9974335,-0.036960587,0.99996793,0.07996788
1443,1443,1443,1443,1443,337,337,হিয়া,হিয়া,ɦie̯a,ɦija,Heart,Heart,0.4,0,0.020833333333333,0.03125,0.21875,0.020833333333333,0,Bengali,Bengali,loan,1,3.7384515,0.99999988079071,0.999999582767487,0.546400368213654,0.999041259288788,1,0.99656814,-0.039407656,0.9994555,0.9999844,0.99999976,-0.03807147,0.9990438,0.99999994,0.9846922,0.96907127,0.9997238,0.9998165,0.99606264,0.9904949,-0.03772275,0.9999801,0.9980273,0.99797344,-0.03699792,0.99993885,0.021180868
1445,1445,1445,1445,1445,325,325,সোমবার,নাই,ʃombar,nai,Monday,"No, it's not",0.833333333333333,0.666666666666667,0.513888888888889,0.576388888888889,4.79166666666667,0.5625,5,Bengali,Bengali,random,0,-17.178349,0.884959816932678,0.406487971544266,0.447199642658234,0.999329805374146,0.999745488166809,0.560796,-0.04170446,0.99939406,0.99976397,0.8850943,-0.043918602,0.9993315,0.99974585,0.97934425,0.9524586,0.9999152,0.9999217,0.9965769,0.99707556,-0.03742906,0.99998546,0.9981873,0.9981364,-0.03708008,0.99994916,0.04778563
1447,1447,1447,1447,1447,117,117,মাহতাব,চাঁদ,maɦt̪ab,sãdɔ,Mahtab,The moon,1,0.666666666666667,0.392361111111111,0.430555555555556,3.6875,0.427083333333333,5,Bengali,Bengali,synonym,0,-17.445068,0.548950850963593,0.666787505149841,0.495344877243042,0.99943208694458,0.996006488800049,0.6988406,-0.026725672,0.9994805,0.9970804,0.5492941,-0.025920631,0.9994325,0.9960103,0.9736899,0.93188375,0.99990165,0.99991155,0.9976895,0.9949933,-0.036893427,0.9999539,0.99828607,0.9964632,-0.036914278,0.99997693,-0.008462636
1452,1452,1452,1452,1452,269,269,মুঠো,মুঠি,muʈʰo,mutʰi,Fist,Fist,0.4,0,0.041666666666667,0.041666666666667,0.5,0.041666666666667,1,Bengali,Bengali,loan,1,3.6252174,0.970573842525482,0.850588738918304,0.43818011879921,0.999259412288666,0.999450445175171,0.92507267,-0.034681447,0.9995879,0.9996026,0.9705775,-0.03078774,0.9992603,0.99945056,0.9922094,0.9813878,0.99988145,0.9999162,0.9962913,0.99507546,-0.036891066,0.9999816,0.9982908,0.9979161,-0.036954604,0.99994195,0.087097734
1453,1453,1453,1453,1453,0,0,অংক,অংক,oŋkɔ,ɔŋkɔ,Math,Math,0.25,0,0.010416666666667,0.010416666666667,0.0625,0.010416666666667,0,Bengali,Bengali,loan,1,3.7442718,0.99999988079071,1,0.375548511743545,0.999782085418701,1,0.9955152,-0.043788627,0.9998616,0.99998564,0.99999976,-0.04615552,0.9997827,0.9999998,0.9782651,0.9447806,0.9998392,0.9999242,0.99853337,0.9970343,-0.03724169,0.9999956,0.9982165,0.99827373,-0.037081115,0.9999453,-0.012642913
1455,1455,1455,1455,1455,224,224,বেঁকা,বেঁকা,bẽka,bɛ̃ka,curved,curved,0.4,0.25,0.010416666666667,0.010416666666667,0.0625,0.010416666666667,0,Bengali,Bengali,loan,1,2.5605881,0.999999940395355,1,0.445618957281113,0.999827325344086,1,0.9781815,-0.030030956,0.99986655,0.9998819,0.99999946,-0.025030745,0.9998276,0.99999994,0.9806757,0.9481003,0.9999504,0.9999283,0.9975294,0.99643207,-0.036976337,0.9999933,0.99806345,0.99786925,-0.036985546,0.9999367,0.12171163
1456,1456,1456,1456,1456,21,21,হাঁটু,আঁঠু,ɦãʈu,ãtʰu,Knee,knee,0.75,0.333333333333333,0.244791666666667,0.270833333333333,2,0.270833333333333,3,Bengali,Bengali,synonym,0,-16.914568,0.895585298538208,0.6712486743927,0.557330429553986,0.999047815799713,0.997951745986938,0.8676765,-0.03195004,0.99878657,0.99918365,0.8960507,-0.03233651,0.99905205,0.99795777,0.95633155,0.9469381,0.9997972,0.9993536,0.99600595,0.9956566,-0.03710636,0.9999819,0.9974139,0.9974973,-0.036892727,0.99990165,0.05876138
1457,1457,1457,1457,1457,266,266,মুঠি,মুঠি,muʈʰi,mutʰi,Fist,Fist,0.2,0,0.010416666666667,0.010416666666667,0.125,0.010416666666667,0,Bengali,Bengali,loan,1,4.101612,1,1,0.461339861154556,0.999605655670166,1,0.9933255,-0.034954946,0.9997692,0.9999496,0.9999995,-0.03143378,0.9996055,1,0.99270344,0.9614094,0.99979717,0.99992704,0.997995,0.9961847,-0.03682784,0.99999017,0.9982203,0.99796546,-0.03697034,0.9999396,0.022781055
1458,1458,1458,1458,1458,320,320,সাঁকো,সাঁকো,ʃãko,xãkʊ,Sanko,Sanko,0.5,0.333333333333333,0.057291666666667,0.0625,0.59375,0.057291666666667,0,Bengali,Bengali,loan,1,-4.2191453,0.999999821186066,1,0.421210378408432,0.999990344047546,1,0.98107094,-0.028151238,0.99987423,0.9998864,0.9999988,-0.026613949,0.9999901,0.99999994,0.9639698,0.96261394,0.9998322,0.9998705,0.99592197,0.9933413,-0.03699444,0.9999887,0.99811244,0.9978296,-0.03695473,0.9999385,0.09997826
1459,1459,1459,1459,1459,324,324,বাস্তব,সাঁচ,baʃt̪ɔbɔ,xãsɔ,Real,Templates,0.875,0.714285714285714,0.44047619047619,0.482142857142857,3.75,0.482142857142857,5,Bengali,Bengali,synonym,0,-9.860014,0.858522295951843,0.672800064086914,0.365174144506454,0.999293386936188,0.998742759227753,0.7223029,-0.032516994,0.99966073,0.9990347,0.85860896,-0.030659877,0.9992941,0.9987448,0.9788884,0.93452424,0.99983215,0.9996835,0.9959963,0.9963844,-0.037395254,0.99995476,0.9973896,0.99806285,-0.03698206,0.99991536,0.091550745
1465,1465,1465,1465,1465,1,1,অংশুপট্ট,আঁহ,oŋʃupɔʈʈɔ,ãɦɔ,Partial,Fiber,0.888888888888889,0.888888888888889,0.636574074074074,0.703703703703704,5.33333333333333,0.701388888888889,8,Bengali,Bengali,synonym,0,-17.130508,0.86240816116333,0.617944240570068,0.470497369766235,0.998456060886383,0.998726546764374,0.7059481,-0.037305538,0.99935955,0.99917793,0.8625181,-0.039110042,0.99846363,0.99873453,0.9760423,0.932383,0.99941653,0.9996786,0.99663925,0.9913352,-0.03709028,0.9999802,0.99813324,0.9975393,-0.03694559,0.99994576,0.020820856
1466,1466,1466,1466,1466,325,325,বাস্তব,সাঁচা,baʃt̪ɔbɔ,xãsa,Real,True,1,0.714285714285714,0.464285714285714,0.505952380952381,4,0.505952380952381,5,Bengali,Bengali,synonym,0,-8.963095,0.760237574577331,0.595844328403473,0.365168064832687,0.998971045017242,0.997425675392151,0.6690923,-0.031998444,0.9994104,0.99798256,0.7604636,-0.034383982,0.9989725,0.99742675,0.9788884,0.93452424,0.99983215,0.9996835,0.9955964,0.9949037,-0.036514267,0.9999734,0.99716103,0.9979723,-0.03689123,0.99991053,0.091550745
1467,1467,1467,1467,1467,306,306,পিপ্পল,শ্রী,pippɔlɔ,xɹi,People,Mr.,1,0.714285714285714,0.595238095238095,0.654761904761905,5.32142857142857,0.651785714285714,5,Bengali,Bengali,synonym,0,-9.943495,0.877510905265808,0.698296964168549,0.432511299848557,0.998548746109009,0.998476564884186,0.77032334,-0.022609977,0.9994614,0.99937576,0.87794125,-0.018871505,0.99854827,0.99848944,0.9534256,0.91156834,0.9996934,0.99913186,0.99601895,0.99094963,-0.036489274,0.9999869,0.9985606,0.9974065,-0.036941674,0.9999666,-0.054493517
1468,1468,1468,1468,1468,304,304,সত্যফল,শ্রী,ʃɔt̪d͡zɔɸɔlɔ,xɹi,Truth,Mr.,1,0.666666666666667,0.662037037037037,0.726851851851852,5.59722222222222,0.722222222222222,5,Bengali,Bengali,synonym,0,-22.740755,0.88780277967453,0.75192928314209,0.408542931079865,0.999194383621216,0.999059021472931,0.8053448,-0.024250958,0.9994393,0.9995809,0.8878938,-0.018875137,0.9991984,0.999065,0.97143114,0.9469533,0.99987483,0.9993382,0.99806166,0.9962087,-0.036336087,0.99998444,0.99821746,0.99792564,-0.036982957,0.99995184,-0.053279996
1472,1472,1472,1472,1472,332,332,হাল,জন্তু,ɦalɔ,zɔntu,Hello,Animals,1,0.6,0.295833333333333,0.316666666666667,3.075,0.3125,5,Bengali,Bengali,random,0,-8.964547,0.882329344749451,0.620766282081604,0.556149661540985,0.998778283596039,0.999655842781067,0.69242483,-0.037282612,0.9984821,0.99974394,0.8825344,-0.031495765,0.9987744,0.999658,0.9739398,0.9766784,0.9998627,0.99984753,0.9975644,0.99578774,-0.03630141,0.999986,0.9984642,0.9982457,-0.037088227,0.999956,0.04911077
1473,1473,1473,1473,1473,22,22,আষ্ট,চাকি,aʃʈɔ,saki,Eight,Candles,1,0.75,0.234375,0.270833333333333,4.46875,0.234375,4,Bengali,Bengali,random,0,-16.334047,0.873742640018463,0.663950204849243,0.451386511325836,0.999202907085419,0.999131262302399,0.7428813,-0.043030676,0.99953085,0.9990874,0.87416553,-0.044673406,0.9992112,0.99913424,0.9716559,0.9533199,0.9999008,0.99989676,0.9972643,0.9959627,-0.037047923,0.9999919,0.9981561,0.9978097,-0.036981612,0.9999442,0.0070245317
1474,1474,1474,1474,1474,147,147,পয়সা,টকা,pe̯ɔʃa,tɔka,Money,Money,0.666666666666667,0.6,0.2375,0.266666666666667,2.2,0.258333333333333,4,Bengali,Bengali,synonym,0,-11.716467,0.906244218349457,0.597288191318512,0.456418633460999,0.999090373516083,0.997796475887299,0.64170825,-0.03767557,0.99927557,0.9984329,0.9063132,-0.0385996,0.9990914,0.99780023,0.9861246,0.95621026,0.99978584,0.9998127,0.9953492,0.99420965,-0.0370344,0.9999801,0.9985814,0.9972089,-0.037045643,0.99997413,0.017358562
1475,1475,1475,1475,1475,82,82,গোলন্দাজ,গোল,ɡolɔn̪d̪ad͡ʑ,gʊl,Gunner,Round,0.916666666666667,0.75,0.690104166666667,0.760416666666667,5.53125,0.760416666666667,5,Bengali,Bengali,loan,1,6.6761074,0.901077747344971,0.596924126148224,0.505228996276856,0.999189496040344,0.998831868171692,0.64557576,-0.040281445,0.9992724,0.99910575,0.90132374,-0.037833903,0.9991896,0.9988333,0.98151064,0.9759757,0.99985874,0.99989647,0.99839985,0.99171203,-0.036611002,0.9999219,0.99855083,0.997912,-0.036994103,0.9999598,0.037174944
1476,1476,1476,1476,1476,145,145,দিন,গু,d̪in̪,gu,Day,Gu,1,0.666666666666667,0.652777777777778,0.708333333333333,5.33333333333333,0.708333333333333,3,Bengali,Bengali,random,0,-7.3553767,0.772151172161102,0.689651370048523,0.551091253757477,0.998953700065613,0.998723328113556,0.7314607,-0.040544655,0.99926805,0.99907225,0.7733322,-0.03499835,0.9989615,0.99873227,0.9849547,0.95421183,0.999906,0.99972683,0.9974557,0.9956631,-0.03690075,0.99997747,0.99754137,0.99808073,-0.037074123,0.99991035,0.05121523
