,loan_word,original_word,loan_word_epitran,original_word_epitran,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
2034,कमोबेश,نقلی,kəmobeʃ,nɣlj,7,7,3.4166666666666665,3.833333333333333,36.75,1.0,0
2035,पहरेदार,پهره دار,pəɦredaːr,پhrh dɒr,7,3,2.125,2.375,20.875,0.7777777777777778,1
2036,तर्ज़,طرز,tərzə,trz,2,2,1.7916666666666667,2.0,14.5,0.4,1
2037,ख़ामोशी,خاموشی,xaːmoʃiː,xɒmvʃj,5,2,0.5625,0.6666666666666666,12.375,0.625,1
2038,ख़ाक,کرته,xaːk,krth,4,3,1.4375,1.6666666666666667,16.875,1.0,0
2039,चाक़ू,لطف,t͡ʃaːquː,ltf,8,4,1.7291666666666665,1.9166666666666667,22.625,1.0,0
2040,ग़ैर-,غیر,ɣæːrə-,ɣjr,4,2,1.1041666666666667,1.25,11.125,0.6666666666666666,1
2041,नाश्ता,ناشتا,naːʃtaː,nɒʃtɒ,4,0,0.25,0.25,3.0,0.5714285714285714,1
2042,ख़ुशआमदीद,خوش آمدید,xuʃəamdiːd,xvʃ ɒmdjd,5,3,1.4166666666666667,1.625,19.125,0.5,1
2043,अदा,حرکت,adaː,hrkt,4,4,1.6666666666666667,1.9583333333333333,24.0,1.0,0
2044,तस्वीर,لازم,təsviːr,lɒzm,7,4,2.2083333333333335,2.5,23.375,1.0,0
2045,जशन,خیریه,d͡ʒəʃən,xjrjh,7,4,1.0833333333333333,1.2916666666666665,17.0,1.0,0
2046,बे-,بی,be-,bj,2,1,0.125,0.16666666666666666,2.875,0.6666666666666666,1
2047,कुश्ती,ابرو,kuʃtiː,ɒbrv,6,4,1.7708333333333335,2.041666666666667,23.875,1.0,0
2048,बदला,نکاح,bədlaː,nkɒh,6,4,1.916666666666667,2.1666666666666665,25.875,1.0,0
2049,एतबार,تجربه,etbaːr,td͡ʒrbh,6,4,1.3125,1.6249999999999998,25.5,0.8571428571428571,0
2050,सलीब,صلیب,səliːb,sljb,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
2051,अज़ीम,شام,aziːm,ʃɒm,4,1,1.2291666666666667,1.3333333333333333,10.75,0.8,0
2052,हरगिज़,هرگز,ɦərɡiz,hrɡz,3,2,1.8333333333333335,2.041666666666667,14.75,0.5,1
2053,यख़,قاعده,jəx,ɣɒʔdh,5,4,2.1875,2.375,23.25,1.0,0
2054,मोम,دیوانگی,mom,djvɒŋj,6,5,3.0625,3.3749999999999996,27.875,1.0,0
2055,परी,ملال,pəriː,mlɒl,5,3,1.0208333333333333,1.2916666666666665,20.0,1.0,0
2056,बुलबुल,خرچه,bulbul,xrt͡ʃh,6,4,2.5833333333333335,2.9166666666666665,23.5,1.0,0
2057,लाजवर्द,خریدار,laːd͡ʒvərdə,xrjdɒr,9,5,3.0,3.4166666666666665,36.0,0.8181818181818182,0
2058,रिसालदार,رسالدار,risaːldaːr,rsɒldɒr,5,1,1.1458333333333335,1.25,10.25,0.5,1
2059,निशान,نشان,niʃaːn,nʃɒn,3,1,1.0208333333333335,1.125,8.75,0.5,1
2060,नक़्क़ाशी,نقاشی,nəqqaːʃiː,nɣɒʃj,7,3,2.166666666666667,2.4166666666666665,20.625,0.7777777777777778,1
2061,ज़िला,وکیل,zilaː,vkjl,5,3,0.9583333333333334,1.125,18.125,1.0,0
2062,इम्तहान,ارسطو,imtəɦaːn,ɒrstv,8,5,2.75,3.1249999999999996,30.25,1.0,0
2063,दिलचस्प,ابریشمی,dilt͡ʃəspə,ɒbrjʃmj,9,6,2.1458333333333335,2.416666666666667,29.125,0.9,0
2064,चाय,فارغ,t͡ʃaːj,fɒrɣ,6,2,1.3333333333333335,1.5416666666666667,16.125,1.0,0
2065,कासा,کاسه,kaːsaː,kɒsh,4,1,0.375,0.4166666666666667,7.125,0.6666666666666666,1
2066,लाल,لال,laːl,lɒl,2,0,0.125,0.125,1.5,0.5,1
2067,हमला,دسته,ɦəmlaː,dsth,6,4,1.7708333333333335,1.9583333333333335,24.875,1.0,0
2068,रास्ता,راسته,raːstaː,rɒsth,4,1,0.375,0.4166666666666667,7.125,0.5714285714285714,1
2069,मख़मल,مخمل,məxməl,mxml,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
2070,पायदान,پایدان,paːjdaːn,پɒjdɒn,5,1,1.1458333333333335,1.25,10.25,0.625,1
2071,मुग़ल,پابند,muɣəl,پɒbnd,5,4,1.6666666666666667,1.8333333333333333,22.25,1.0,0
2072,आफ़त,آفت,aːfət,ɒft,3,1,1.0208333333333335,1.125,8.75,0.6,1
2073,जुदाई,اعتبار,d͡ʒudaːiː,ɒʔtbɒr,9,4,2.1875,2.541666666666667,31.375,1.0,0
2074,बयान,ران,bəjaːn,rɒn,5,2,2.1458333333333335,2.4583333333333335,20.125,0.8333333333333334,0
2075,या,معلمه,jaː,mʔlmh,5,4,3.125,3.4583333333333335,29.375,1.0,0
2076,ज़ायक़ा,محنتی,zaːjqaː,mhntj,7,5,1.1041666666666667,1.2500000000000002,20.875,1.0,0
2077,ख़ुदा हाफ़िज़,خدا حافظ,xudaː ɦaːfiz,xdɒ hɒfz,7,2,2.0833333333333335,2.291666666666667,17.75,0.5833333333333334,1
2078,तारीख़,فرصت,taːriːx,frst,6,4,1.6458333333333335,1.875,20.875,0.8571428571428571,0
2079,मुहर,مهر,muɦər,mhr,3,2,1.8333333333333335,2.041666666666667,14.75,0.6,1
2080,तोती,طوطی,totiː,tvtj,3,2,0.4375,0.5416666666666666,10.875,0.6,1
2081,बाख़ुदा,बा-,baːxudaː,बा-,8,6,5.395833333333333,6.0,43.5,1.0,1
2082,बंदगी,بندگی,bəndɡiː,bndɡj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.42857142857142855,1
2083,आदमी,آدمی,aːdmiː,ɒdmj,4,1,0.25,0.29166666666666663,4.375,0.6666666666666666,1
2084,वलीअहद,عثمان,vəliːaɦəd,ʔsmɒn,9,6,3.4583333333333335,3.791666666666667,35.125,1.0,0
2085,रूह,قرض,ruːɦ,ɣrz,4,3,0.7708333333333334,1.0416666666666667,14.75,1.0,0
2086,रौनक़,رونق,rɔːnəq,rvnɣ,4,2,1.375,1.5416666666666667,17.5,0.6666666666666666,1
2087,राज़ी,نستعلیق,raːziː,nstʔljɣ,7,6,3.3958333333333335,3.8333333333333335,34.5,1.0,0
2088,हाज़िर,حاضر,ɦaːzir,hɒzr,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
2089,इत्तिहाद,اتحاد,ittiɦaːd,ɒthɒd,6,2,2.145833333333333,2.3333333333333335,18.25,0.75,1
2090,सौदा,سودا,sɔːdaː,svdɒ,4,1,0.4791666666666667,0.5416666666666667,10.0,0.6666666666666666,1
2091,नमकीन,بیابان,nəmkiːn,bjɒbɒn,6,4,1.1458333333333333,1.25,19.625,0.8571428571428571,0
2092,जुर्माना,طرز,d͡ʒurmaːnaː,trz,10,6,3.8750000000000004,4.291666666666667,34.0,0.9090909090909091,0
2093,साया,آخری,saːjaː,ɒxrj,5,3,1.2083333333333333,1.4583333333333333,23.125,0.8333333333333334,0
2094,आमदनी,آمدنی,aːmdəniː,ɒmdnj,5,2,1.1458333333333335,1.2916666666666667,11.625,0.625,1
2095,माहिर,قرار,maːɦir,ɣrɒr,5,2,1.5416666666666667,1.7500000000000002,16.875,0.8333333333333334,0
2096,रक़ीब,پرنده,rəqiːb,پrndh,6,4,1.6041666666666667,1.7916666666666667,20.375,1.0,0
2097,शामिल,شامل,ʃaːmil,ʃɒml,3,1,1.0208333333333335,1.125,8.75,0.5,1
2098,ख़ुशनवीसी,خوب,xuʃnəviːsiː,xvb,9,7,5.604166666666666,6.208333333333333,45.875,0.8181818181818182,0
2099,मददगार,تندرست,məddəɡaːr,tndrst,8,7,2.8541666666666665,3.333333333333333,34.5,0.8888888888888888,0
2100,क़सीदा,گورخر,qəsiːdaː,ɡvrxr,8,5,1.875,2.25,25.875,1.0,0
2101,क़िस्मत,چای,qismət,t͡ʃɒj,6,4,3.208333333333333,3.5416666666666665,28.75,1.0,0
2102,मुअज़्ज़िन,مُؤَذِّن,muazzin,mُvæʔzeّn,6,2,0.6666666666666666,0.7499999999999999,15.125,0.6666666666666666,1
2103,तोपची,اشرفی,topt͡ʃiː,ɒʃrfj,8,4,1.4791666666666667,1.791666666666667,23.75,1.0,0
2104,सेहत,صحت,seɦət,sht,3,2,1.8333333333333335,2.041666666666667,14.75,0.6,1
2105,मुक़द्दस,همیشه,muqddəs,hmjʃh,7,6,2.8333333333333335,3.0833333333333335,33.25,1.0,0
2106,माजरा,ماجرا,maːd͡ʒraː,mɒd͡ʒrɒ,4,0,0.25,0.25,3.0,0.4444444444444444,1
2107,गुनाह,درگاه,ɡunaːɦ,drɡɒh,6,3,0.9791666666666666,1.1666666666666667,15.5,1.0,0
2108,ख़ूँख़ार,خونخوار,xũːxaːr,xvnxvɒr,4,3,2.3541666666666665,2.583333333333333,24.5,0.5714285714285714,1
2109,मेहनत,خوش,meɦnət,xvʃ,6,5,3.229166666666667,3.583333333333333,31.5,1.0,0
2110,नेकी,بلکه,nekiː,blkh,4,3,0.6666666666666666,0.7916666666666667,14.75,0.8,0
2111,करघा,کارگاه,kərɡ̤aː,kɒrɡɒh,4,1,1.1875,1.2916666666666665,10.25,0.5714285714285714,1
2112,ज़हरीली,زهری,zəɦriːliː,zhrj,7,3,2.875,3.2083333333333335,24.875,0.7777777777777778,1
2113,गर्दन,گردن,ɡərdən,ɡrdn,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
2114,यौम,یوم,jɔːm,jvm,2,1,0.3541666666666667,0.4166666666666667,8.5,0.5,1
2115,वक़्फ़ा,وقفه,vəqfaː,vɣfh,4,2,1.2708333333333335,1.4166666666666667,14.625,0.6666666666666666,1
2116,साहिल,کوشش,saːɦil,kvʃʃ,6,5,1.7916666666666665,1.9999999999999998,24.75,1.0,0
2117,तुर्किस्तान,خاک,turkistaːn,xɒk,9,7,5.729166666666667,6.375,48.125,0.9,0
2118,कारख़ाना,حافظه,kaːrxaːnaː,hɒfzh,10,6,2.5833333333333335,2.9166666666666665,29.75,1.0,0
2119,ओ,او,o,ɒv,2,1,0.9583333333333333,1.0416666666666667,7.75,1.0,1
2120,सुल्तान,سلطان,sultaːn,sltɒn,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
2121,अब्रू,ابرو,abruː,ɒbrv,3,1,0.4375,0.5,9.5,0.6,1
2122,दफ़ा,دُفْعَة,dəfaː,dُfْʔæة,5,2,0.6249999999999999,0.7083333333333334,14.625,0.7142857142857143,1
2123,नमी,نمی,nəmiː,nmj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.6,1
2124,तालीम,غم,taːliːm,ɣm,6,4,2.9791666666666665,3.2916666666666665,25.125,0.8571428571428571,0
2125,शिकंजा,شکنجه,ʃikəɲd͡ʒaː,ʃknd͡ʒh,5,3,2.1875,2.458333333333333,21.75,0.5,1
2126,नशा,نشئه,nəʃaː,nʃيʔh,4,3,0.7916666666666666,0.9166666666666667,19.25,0.8,1
2127,उलमा,پل,ulmaː,پl,4,3,2.6875,3.0,21.75,0.8,0
2128,तंज़,طنز,tənzə,tnz,2,2,1.7916666666666667,2.0,14.5,0.4,1
2129,जलालाबाद,کارگر,d͡ʒəlaːlaːbaːd,kɒrɡr,14,5,4.416666666666667,5.0,40.125,1.0,0
2130,हुक्मरान,حکمران,ɦukməraːn,hkmrɒn,5,2,1.9583333333333335,2.166666666666667,16.25,0.5555555555555556,1
2131,दीवार,دیوار,diːvaːr,djvɒr,4,1,0.25,0.29166666666666663,4.375,0.5714285714285714,1
2132,अंदर,اندر,ndər,ɒndr,2,2,0.7916666666666666,0.9166666666666666,14.5,0.5,1
2133,नज़र,نادر شاه,nəzər,nɒdr ʃɒh,7,2,2.270833333333333,2.6250000000000004,20.375,0.875,0
2134,चायख़ाना,چایخانه,t͡ʃaːjxaːnaː,t͡ʃɒjxɒnh,6,1,0.5,0.5416666666666667,8.625,0.5,1
2135,ज़ार-ज़ार,زار زار,zaːrə-zaːr,zɒr zɒr,6,1,1.1458333333333335,1.25,10.25,0.6,1
2136,ख़ुद,خود,xud,xvd,1,1,0.3125,0.375,8.0,0.3333333333333333,1
2137,बंद,بند,bəndə,bnd,2,2,1.7916666666666667,2.0,14.5,0.4,1
2138,मलाल,جیغ,məlaːl,d͡ʒjɣ,6,4,2.520833333333333,2.7916666666666665,27.125,1.0,0
2139,तजुर्बा,تجربه,təd͡ʒurbaː,td͡ʒrbh,4,3,2.041666666666667,2.2916666666666665,20.125,0.4,1
2140,जेब,جیب,d͡ʒeb,d͡ʒjb,1,1,0.125,0.16666666666666666,2.875,0.2,1
2141,हिज्जे,هِجَاء,ɦid͡ʒd͡ʒe,hed͡ʒæɒء,6,1,0.5625,0.625,11.25,0.6666666666666666,1
2142,तीरंदाज़,گریبان,tiːrəndaːz,ɡrjbɒn,9,6,2.5625,2.833333333333333,26.375,0.9,0
2143,नस्तालीक़,نستعلیق,nəstaːliːq,nstʔljɣ,6,3,1.4375,1.625,16.75,0.6,1
2144,जज़्बा,جذبه,d͡ʒəzbaː,d͡ʒzbh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.375,1
2145,कमी,بند,kəmiː,bnd,5,4,1.5625000000000002,1.75,19.625,1.0,0
2146,ख़रीदना,چایخانه,xəriːdnaː,t͡ʃɒjxɒnh,9,3,1.5208333333333333,1.7916666666666665,30.75,1.0,0
2147,शौक़,شوق,ʃɔːq,ʃvɣ,3,1,0.4791666666666667,0.5416666666666667,10.25,0.75,1
2148,आशना,Urdu spelling,aːʃnaː,urdu spelling,13,8,6.8125,7.541666666666666,58.0,1.0,0
2149,मा बदौलत,Urdu spelling,maː bədɔːlət,urdu spelling,12,6,3.2291666666666665,3.6249999999999996,38.25,0.9230769230769231,1
2150,हालत,حالت,ɦaːlət,hɒlt,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
2151,ख़रीदार,خریدار,xəriːdaːr,xrjdɒr,5,2,1.1458333333333335,1.2916666666666667,11.625,0.5555555555555556,1
2152,गुज़र,بخیل,ɡuzər,bxjl,5,4,1.5833333333333335,1.8333333333333333,16.5,1.0,0
2153,पहरा,پهره,pəɦraː,پhrh,5,3,2.0833333333333335,2.333333333333333,20.375,0.8333333333333334,1
2154,बग़ल,نجد,bəɣəl,nd͡ʒd,5,4,2.3333333333333335,2.583333333333333,24.75,1.0,0
2155,वर्ज़िश,یاری,vərziʃ,jɒrj,5,4,2.270833333333333,2.5,23.75,0.8333333333333334,0
2156,बग़ावत,برفی,bəɣaːvət,brfj,7,5,3.145833333333333,3.583333333333333,29.5,0.875,0
2157,शायद,لِسَان,ʃaːjəd,lesæɒn,6,4,1.5833333333333333,1.7083333333333333,18.875,1.0,0
2158,गुफ़्तार,خوابگاه,ɡuftaːr,xvɒbɡɒh,7,2,1.8125000000000002,2.0416666666666665,17.625,1.0,0
2159,नमक,نمک,nəmək,nmk,2,2,1.7916666666666667,2.0,14.5,0.4,1
2160,ज़रूरी,شاه,zəruːriː,ʃɒh,8,3,3.0625000000000004,3.5416666666666665,26.375,1.0,0
2161,फ़र्ज़ी,افیون,fərziː,ɒfjvn,6,4,1.4166666666666667,1.75,25.625,1.0,0
2162,नमाज़,دستاویز,nəmaːz,dstɒvjz,6,5,2.3958333333333335,2.6249999999999996,25.75,0.8571428571428571,0
2163,इख़्तियार,اختیار,ixtijaːr,ɒxtjɒr,4,1,1.1875,1.2916666666666667,10.75,0.5,1
2164,रूम,روم,ruːm,rvm,2,1,0.3541666666666667,0.4166666666666667,8.5,0.5,1
2165,रौशनी,بزدل,rɔːʃniː,bzdl,7,4,1.6875,1.9583333333333333,22.375,1.0,0
2166,अश्क,جام,aʃkə,d͡ʒɒm,5,3,1.6875000000000002,1.875,24.75,1.0,0
2167,कामयाब,هَدَف,kaːmjaːb,hædæf,8,3,1.4375000000000002,1.5833333333333333,17.25,1.0,0
2168,ज़ब्त,مأیوس,zəbtə,mɒʔjvs,6,4,2.020833333333333,2.25,28.875,1.0,0
2169,जवान,ادا,d͡ʒəvaːn,ɒdɒ,8,3,2.25,2.458333333333333,19.5,1.0,0
2170,सौगंद,برقع,sɔːɡəndə,brɣʔ,8,6,3.520833333333333,3.958333333333333,33.75,1.0,0
2171,बदतरीन,بدترین,bədtəriːn,bdtrjn,4,3,1.9166666666666667,2.1666666666666665,17.375,0.4444444444444444,1
2172,तमीज़,تمیز,təmiːz,tmjz,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
2173,तख़्त,تخت,təxtə,txt,2,2,1.7916666666666667,2.0,14.5,0.4,1
2174,चायदान,سپاس,t͡ʃaːjdaːn,sپɒs,10,4,3.083333333333333,3.375,26.75,1.0,0
2175,तबदील,تبدیل,təbdiːl,tbdjl,3,2,1.0208333333333335,1.1666666666666667,10.125,0.42857142857142855,1
2176,वज़ीर,وزیر,vəziːr,vzjr,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
2177,हालाँकि,حالا که,ɦaːlãːki,hɒlɒ kh,6,2,0.5416666666666666,0.5833333333333333,8.875,0.75,1
2178,मायूस,مأیوس,maːjuːs,mɒʔjvs,4,2,1.3750000000000002,1.5416666666666667,15.125,0.5714285714285714,1
2179,शेर,شیر,ʃer,ʃjr,1,1,0.125,0.16666666666666666,2.875,0.3333333333333333,1
2180,लाज़िम,مطلب,laːzim,mtlb,6,4,1.5624999999999998,1.7499999999999998,20.125,1.0,0
2181,गर्दिश,آسان,ɡərdiʃ,ɒsɒn,6,3,2.354166666666667,2.625,23.5,1.0,0
2182,ख़िलाफ़त,خلافت,xilaːfət,xlɒft,4,2,1.916666666666667,2.125,16.0,0.5,1
2183,शुक्रिया,شکریه,ʃukrijaː,ʃkrjh,4,3,2.0,2.25,19.625,0.5,1
2184,बंद,شبنم,bəndə,ʃbnm,4,4,1.6041666666666667,1.7916666666666665,22.125,0.8,0
2185,परिंदा,پرنده,pərindaː,پrndh,5,4,2.9375,3.2916666666666665,27.375,0.625,1
2186,ग़ुस्सा,پیشگی,ɣussaː,پjʃɡj,6,4,1.5833333333333333,1.75,19.125,1.0,0
2187,क़ब्ज़ा,قبضه,qəbzaː,ɣbzh,4,2,1.2708333333333335,1.4166666666666667,14.625,0.6666666666666666,1
2188,सूरिया,سوریه,suːrijaː,svrjh,5,3,1.4583333333333335,1.6666666666666667,20.875,0.625,1
2189,दंगल,زهر,dəŋɡəl,zhr,6,4,3.0625,3.4583333333333335,27.0,1.0,0
2190,सर्दी,سردی,sərdiː,srdj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.5,1
2191,मक्का,*𑀫𑀓𑁆𑀓𑀕,məkkaː,*𑀫𑀓𑁆𑀓𑀕,6,5,4.479166666666667,5.0,36.25,1.0,1
2192,दरख़ास्त,درخواست,dərxaːstə,drxvɒst,4,3,1.7916666666666665,2.166666666666667,21.5,0.4444444444444444,1
2193,दाग़,ضروری,daːɣ,zrvrj,5,4,2.1458333333333335,2.541666666666667,24.125,1.0,0
2194,रोशनी,روشنی,roʃniː,rvʃnj,3,2,0.4375,0.5416666666666666,10.875,0.5,1
2195,ऐयाशी,روزن,æːjaːʃiː,rvzn,8,3,1.9166666666666667,2.25,27.875,1.0,0
2196,बाशिंदा,बन्दिन्,baːʃindaː,बन्दिन्,9,7,6.333333333333334,7.0,50.75,1.0,0
2197,पापा,پاپا,paːpaː,پɒپɒ,6,2,2.041666666666667,2.25,17.5,1.0,1
2198,तवज्जो,گلو بند,təvd͡ʒd͡ʒo,ɡlv bnd,8,5,1.25,1.4166666666666667,23.25,0.8,0
2199,सौदागर,سوداگر,sɔːdaːɡər,svdɒɡr,5,2,1.375,1.5416666666666667,17.25,0.5555555555555556,1
2200,दुकान,دکان,dukaːn,dkɒn,3,1,1.0208333333333335,1.125,8.75,0.5,1
2201,सय्याद,صورت,səjjaːd,svrt,6,3,2.2916666666666665,2.6249999999999996,24.5,0.8571428571428571,0
2202,अर्ज़,حضرت,arzə,hzrt,4,3,0.8125,1.0833333333333335,19.875,1.0,0
2203,ख़ुश,خوش,xuʃ,xvʃ,1,1,0.3125,0.375,8.0,0.3333333333333333,1
2204,पंजा,پای‌کار,pəɲd͡ʒaː,پɒj‌kɒr,8,3,1.5,1.7916666666666665,23.125,1.0,0
2205,परी,پری,pəriː,پrj,4,3,1.9166666666666667,2.1666666666666665,17.375,0.8,1
2206,हिंद,مردار,ɦində,mrdɒr,5,4,1.1875,1.5416666666666667,20.75,1.0,0
2207,परवरिश,بت‌خانه,pərvəriʃ,bt‌xɒnh,8,6,2.6666666666666665,3.0833333333333335,27.75,1.0,0
2208,तंग,*𑀕𑀼𑀦𑁆𑀕,təŋɡə,*𑀕𑀼𑀦𑁆𑀕,6,5,4.5,5.0,36.25,1.0,0
2209,क़िल्लत,بی‌شمار,qillət,bj‌ʃmɒr,7,5,1.0208333333333333,1.1666666666666667,16.25,1.0,0
2210,दम,دم,dəm,dm,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
2211,दरबार,شادی,dərbaːr,ʃɒdj,7,3,2.2708333333333335,2.6666666666666665,22.75,1.0,0
2212,बिस्तर,بستر,bistər,bstr,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
2213,कोफ़्ता,کوفته,koftaː,kvfth,3,2,0.5625,0.6666666666666667,13.625,0.5,1
2214,जज़ीरा,ترک,d͡ʒəziːraː,trk,9,4,3.208333333333333,3.541666666666667,31.625,0.9,0
2215,मौसम,نصیحت,mɔːsəm,nsjht,6,5,1.2083333333333333,1.375,21.75,1.0,0
2216,सर,سر,sər,sr,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
2217,शोला,صحرا,ʃolaː,shrɒ,5,1,0.5833333333333333,0.7083333333333334,9.375,1.0,0
2218,शाम,اسلام,ʃaːm,ɒslɒm,4,2,2.0208333333333335,2.208333333333333,16.75,0.8,0
2219,जाँबाज़,هم,d͡ʒãːbaːz,hm,9,4,3.020833333333333,3.333333333333333,28.625,1.0,0
2220,सुस्ती,بنام,sustiː,bnɒm,6,5,2.0208333333333335,2.25,29.375,1.0,0
2221,कार,شکنجه,kaːr,ʃknd͡ʒh,6,3,2.4166666666666665,2.75,24.375,0.8571428571428571,0
2222,मेहमाननवाज़ी,مهمان‌نوازی,meɦmaːnnəvaːziː,mhmɒn‌nvɒzj,10,3,2.2083333333333335,2.4583333333333335,20.625,0.6666666666666666,1
2223,अहल ईमान,اہل ایمان,aɦlə iːmaːn,ɒہl ɒjmɒn,7,2,1.3541666666666667,1.5,13.875,0.6363636363636364,1
2224,फ़ास,فاس,faːs,fɒs,2,0,0.125,0.125,1.5,0.5,1
2225,म्यान,نازک,mjaːn,nɒzk,5,4,0.9791666666666667,1.125,18.375,1.0,0
2226,मोर्चा,آینده,mort͡ʃaː,ɒjndh,8,4,1.1666666666666665,1.3750000000000002,21.375,1.0,0
2227,तैयार,تیار,tæːjaːr,tjɒr,4,1,1.0208333333333335,1.125,8.75,0.5714285714285714,1
2228,गर्म,کارگر,ɡərmə,kɒrɡr,4,2,0.6875,0.8333333333333333,12.0,0.8,0
2229,बेशुमार,ਚਸ਼ਮਦੀਦ,beʃumaːr,ਚਸ਼ਮਦੀਦ,8,7,6.229166666666666,7.0,50.75,1.0,0
2230,आबकार,آبله,aːbkaːr,ɒblh,6,2,1.5625,1.7916666666666667,17.0,0.8571428571428571,0
2231,रंज,رنج,rəɲd͡ʒə,rnd͡ʒ,3,2,1.9375,2.166666666666667,16.125,0.42857142857142855,1
2232,नक़ाबपोश,نقاب,nəqaːbpoʃ,nɣɒb,7,4,3.854166666666667,4.25,32.25,0.7777777777777778,1
2233,क़ैदख़ाना,پارچه,qæːdxaːnaː,پɒrt͡ʃh,10,5,3.4375000000000004,3.875,33.25,1.0,0
2234,ताशकंद,مجمع,taːʃkəndə,md͡ʒmʔ,9,7,4.3125,4.791666666666666,40.125,1.0,0
2235,शिद्दत,گلیم,ʃiddət,ɡljm,6,6,2.520833333333333,2.791666666666667,27.375,1.0,0
2236,शिकम,Urdu spelling,ʃikəm,urdu spelling,13,8,6.020833333333334,6.666666666666666,50.875,1.0,0
2237,दीवानगी,دیوانگی,diːvaːnɡiː,djvɒŋj,8,3,1.3749999999999998,1.5416666666666665,16.625,0.8,1
2238,निगाह,نگه,niɡaːɦ,ŋh,6,3,2.833333333333333,3.125,24.125,1.0,1
2239,तह,ترتیب,təɦ,trtjb,4,3,2.0833333333333335,2.375,21.875,0.8,0
2240,वली,انگور,vəliː,ɒŋvr,5,4,1.125,1.4166666666666667,25.125,1.0,0
2241,सतह,منحوس,sətəɦ,mnhvs,5,5,1.2291666666666665,1.4166666666666667,26.875,1.0,0
2242,वापस,کشتی,vaːpəs,kʃtj,6,5,1.8125,2.041666666666667,23.375,1.0,0
2243,मालिश,ظاهر,maːliʃ,zɒhr,6,3,1.6875,1.9166666666666667,19.25,1.0,0
2244,शेर,ستاره,ʃer,stɒrh,4,2,2.0208333333333335,2.208333333333333,16.75,0.8,0
2245,दरवाज़ा,دروازه,dərvaːzaː,drvɒzh,5,2,1.2708333333333335,1.4166666666666667,14.375,0.5555555555555556,1
2246,ख़ामोशी,ضرورت,xaːmoʃiː,zrvrt,8,5,2.0208333333333335,2.458333333333333,28.0,1.0,0
2247,शिकम,شکم,ʃikəm,ʃkm,2,2,1.7916666666666667,2.0,14.5,0.4,1
2248,आबला,سنبوسه,aːblaː,snbvsh,5,5,2.5625,2.8333333333333335,30.375,0.8333333333333334,0
2249,दमिश्क़,دمشق,dəmiʃqə,dmʃɣ,4,3,2.8125,3.125,23.5,0.5714285714285714,1
2250,सुरमा,سرمه,surmaː,srmh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.5,1
2251,ज़िंदाबाद,زنده باد,zindaːbaːd,zndh bɒd,5,2,1.2708333333333335,1.4166666666666667,14.375,0.5,1
2252,दोस्ताना,دوستانه,dostaːnaː,dvstɒnh,5,2,0.6875,0.7916666666666667,15.125,0.5555555555555556,1
2253,तरबूज़ा,اطلاع,tərbuːzaː,ɒtlɒʔ,9,5,2.8541666666666665,3.166666666666667,31.5,1.0,0
2254,बर्फ़,کافر,bərfə,kɒfr,4,3,1.4375,1.7500000000000002,16.75,0.8,0
2255,तमाचा,دریا,təmaːt͡ʃaː,drjɒ,10,4,2.458333333333333,2.791666666666667,23.75,1.0,0
2256,ताशकंद,تاشکند,taːʃkəndə,tɒʃknd,4,2,1.916666666666667,2.125,16.0,0.4444444444444444,1
2257,मालिकाना,گرامی,maːlikaːnaː,ɡrɒmj,11,6,3.5000000000000004,3.958333333333333,34.25,1.0,0
2258,संगतराश,سنگتراش,səŋɡtəraːʃ,sŋtrɒʃ,5,3,2.8125,3.125,23.25,0.5,1
2259,वर्ज़िश,ورزش,vərziʃ,vrzʃ,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
2260,आफ़त,ترانه,aːfət,trɒnh,5,4,1.8333333333333335,2.125,25.0,1.0,0
2261,बुख़ारा,سبزی,buxaːraː,sbzj,8,5,2.5625000000000004,2.9166666666666665,27.0,1.0,0
2262,अज़ीम,عظیم,aziːm,ʔzjm,3,2,0.375,0.45833333333333337,7.25,0.6,1
2263,सिपास,سپاس,sipaːs,sپɒs,4,2,1.9166666666666667,2.125,16.0,0.6666666666666666,1
2264,आक़ा,چربی,aːqaː,t͡ʃrbj,6,4,1.6041666666666665,1.875,19.375,1.0,0
2265,कुमक,جلال‌آباد,kumək,d͡ʒlɒl‌ɒbɒd,11,5,3.520833333333333,3.8333333333333335,31.75,1.0,0
