word,ipas
बग़दाद,"['/bəɡ.d̪ɑːd̪/', '[bəɡ.d̪äːd̪]', '/bəɣ.d̪ɑːd̪/', '[bəɣ.d̪äːd̪]']"
बग़ल,"['/bə.ɡəl/', '[bə.ɡəl̪]', '/bə.ɣəl/', '[bə.ɣəl̪]']"
बग़ावत,"['/bə.ɡɑː.ʋət̪/', '[bə.ɡäː.ʋət̪]', '/bə.ɣɑː.ʋət̪/', '[bə.ɣäː.ʋət̪]']"
बजाय,"['/bə.d͡ʒɑːj/', '[bə.d͡ʒäːj]', '/bɐ.d͡ʑɑː.jɐ/', '/bɐˈd͡ʑɑː.jɐ/']"
बदतर,"['/bəd̪.t̪əɾ/', '[bəd̪̚.t̪əɾ]']"
बदतरीन,"['/bəd̪.t̪ə.ɾiːn/', '[bəd̪̚.t̪ə.ɾĩːn̪]']"
बदनाम,"['/bəd̪.nɑːm/', '[bəd̪̚.n̪ä̃ːm]']"
बदमाश,"['/bəd̪.mɑːʃ/', '[bəd̪.mäːʃ]']"
बदर,"['/bə.d̪əɾ/', '/bɐ.dɐ.ɾɐ/', '/ˈbɐ.d̪ɐ.ɾɐ/']"
बदला,[]
बदसूरत,[]
बदौलत,"['/bə.d̪ɔː.lət̪/', '[bə.d̪ɔː.l̪ət̪]']"
बनाम,"['/bə.nɑːm/', '[bə.n̪ä̃ːm]']"
बबर,['/bə.bəɾ/']
बयान,"['/bə.jɑːn/', '[bə.jä̃ːn̪]']"
बरक़रार,"['/bəɾ.kə.ɾɑːɾ/', '[bəɾ.kə.ɾäːɾ]', '/bəɾ.qə.ɾɑːɾ/', '[bəɾ.qə.ɾäːɾ]']"
बराबर,"['/bə.ɾɑː.bəɾ/', '[bə.ɾäː.bəɾ]']"
बरामद,"['/bə.ɾɑː.məd̪/', '[bə.ɾäː.məd̪]']"
बर्ख़ास्त,"['/bəɾ.kʰɑːst̪/', '[bəɾ.kʰäːs̪t̪]', '/bəɾ.xɑːst̪/', '[bəɾ.xäːs̪t̪]']"
बर्दाश्त,"['/bəɾ.d̪ɑːʃt̪/', '[bəɾ.d̪äːʃt̪]']"
बर्फ़,"['/bə.ɾəpʰ/', '/bə.ɾəf/', '/bəɾpʰ/', '/bəɾf/']"
बर्फ़ी,"['/bəɾ.pʰiː/', '/bəɾ.fiː/']"
बर्बाद,[]
बलूचिस्तान,"['/bə.luː.t͡ʃɪs.t̪ɑːn/', '[bə.l̪uː.t͡ʃɪs̪.t̪ä̃ːn̪]']"
बल्कि,"['/bəl.kiː/', '[bəl̪.kiː]']"
बवासीर,"['/bə.ʋɑː.siːɾ/', '[bə.ʋäː.s̪iːɾ]']"
बस,"['/bəs/', '[bəs̪]', '[bʌs]', '[bʌsʌ]']"
बस्ता,"['/bəs.t̪ɑː/', '[bəs̪.t̪äː]']"
बहाई,[]
बहाउल्लाह,[]
बहादुर,"['/bə.ɦɑː.d̪ʊɾ/', '[bə.ɦäː.d̪ʊɾ]']"
बहार,[]
बा-,"['/bɑː/', '[bäː]']"
बाक़ायदा,"['/bɑː.kɑːj.d̪ɑː/', '[bäː.käːj.d̪äː]', '/bɑː.qɑːj.d̪ɑː/', '[bäː.qäːj.d̪äː]']"
बाकिरा,[]
बाख़ुदा,"['/bɑː.kʰʊ.d̪ɑː/', '[bäː.kʰʊ.d̪äː]', '/bɑː.xʊ.d̪ɑː/', '[bäː.xʊ.d̪äː]']"
बाग़,"['/bɑːɡ/', '[bäːɡ]', '/bɑːɣ/', '[bäːɣ]']"
बाज़ार,[]
बाज़ीचा,"['/bɑː.d͡ʒiː.t͡ʃɑː/', '[bäː.d͡ʒiː.t͡ʃäː]', '/bɑː.ziː.t͡ʃɑː/', '[bäː.ziː.t͡ʃäː]']"
बाज़ू,"['/bɑː.d͡ʒuː/', '[bäː.d͡ʒuː]', '/bɑː.zuː/', '[bäː.zuː]']"
बाज़ूबंद,[]
बाद,"['/bɑːd̪/', '[bäːd̪]']"
बादशाह,"['/bɑːd̪.ʃɑːɦ/', '[bäːd̪.ʃäːɦ]', '[bäd̪sä̤ː]', '[bäsːä]']"
बादशाहत,"['/bɑːd̪.ʃɑː.ɦət̪/', '[bäːd̪.ʃäː.ɦət̪]']"
बादाम,"['/bɑː.d̪ɑːm/', '[bäː.d̪ä̃ːm]', '/baːdaːm/']"
बाबत,"['/bɑː.bət̪/', '[bäː.bət̪]']"
बारीक,"['/bɑː.ɾiːk/', '[bäː.ɾiːk]']"
बारूत,[]
बारूद,"['/bɑː.ɾuːd̪/', '[bäː.ɾuːd̪]']"
बालिश,"['/bɑː.lɪʃ/', '[bäː.l̪ɪʃ]', '/bɑː.li.ɕɐ/', '/ˈbɑː.l̪i.ɕɐ/']"
बावरची,"['/bɑː.ʋəɾ.t͡ʃiː/', '[bäː.ʋəɾ.t͡ʃiː]']"
बाशिंदा,"['/bɑː.ʃɪn.d̪ɑː/', '[bäː.ʃɪ̃n̪.d̪äː]']"
बियाबान,"['/bɪ.jɑː.bɑːn/', '[bi.jäː.bä̃ːn̪]']"
बिरयानी,"['/bɪɾ.jɑː.niː/', '[bɪɾ.jäː.n̪iː]']"
बिस्तर,"['/bɪs.t̪əɾ/', '[bɪs̪.t̪əɾ]']"
बीबी,['/biː.biː/']
बीमा,"['/biː.mɑː/', '[biː.mäː]']"
बीवी,['/biː.ʋiː/']
बुख़ार,[]
बुख़ारा,[]
बुज़दिल,"['/bʊd͡ʒ.d̪ɪl/', '[bʊd͡ʒ.d̪ɪl̪]', '/bʊz.d̪ɪl/', '[bʊz.d̪ɪl̪]']"
बुज़ुर्ग,"['/bʊ.d͡ʒʊɾɡ/', '/bʊ.zʊɾɡ/']"
बुत,['/bʊt̪/']
बुत-कदा,[]
बुत-ख़ाना,[]
बुनियाद,"['/bʊ.nɪ.jɑːd̪/', '[bʊ.n̪i.jäːd̪]']"
बुरक़ा,"['/bʊɾ.kɑː/', '[bʊɾ.käː]', '/bʊɾ.qɑː/', '[bʊɾ.qäː]']"
बुर्ज,[]
बुलंद,"['/bʊ.lənd̪/', '[bʊ.l̪ə̃n̪d̪]']"
बुलबुल,"['/bʊl.bʊl/', '[bʊl̪.bʊl̪]']"
बू,[]
बे-,[]
बेईमानी,[]
बेक़रार,"['/beː.kə.ɾɑːɾ/', '[beː.kə.ɾäːɾ]', '/beː.qə.ɾɑːɾ/', '[beː.qə.ɾäːɾ]']"
बेकार,"['/beː.kɑːɾ/', '[beː.käːɾ]']"
बेगाना,"['/beː.ɡɑː.nɑː/', '[beː.ɡäː.n̪äː]']"
बेज़बान,"['/beːd͡ʒ.bɑːn/', '[beːd͡ʒ.bä̃ːn̪]', '/beːz.bɑːn/', '[beːz.bä̃ːn̪]']"
बेताब,"['/beː.t̪ɑːb/', '[beː.t̪äːb]']"
बेदख़ल,"['/beː.d̪əkʰ.lᵊ/', '[beː.d̪əkʰ.l̪ᵊ]', '/beː.d̪əx.lᵊ/', '[beː.d̪əx.l̪ᵊ]']"
बेदख़ली,"['/beː.d̪əkʰ.liː/', '[beː.d̪əkʰ.l̪iː]', '/beː.d̪əx.liː/', '[beː.d̪əx.l̪iː]']"
बेमेल,"['/beː.meːl/', '[beː.meːl̪]']"
बेरूख़ी,"['/beː.ɾuː.kʰiː/', '/beː.ɾuː.xiː/']"
बेलचा,"['/beːl.t͡ʃɑː/', '[beːl̪.t͡ʃäː]']"
बेवफ़ा,"['/beː.ʋə.pʰɑː/', '[beː.ʋə.pʰäː]', '/beː.ʋə.fɑː/', '[beː.ʋə.fäː]']"
बेशुमार,"['/beː.ʃʊ.mɑːɾ/', '[beː.ʃʊ.mäːɾ]']"
बेहतर,"['/bəɦ.t̪əɾ/', '[bɛɦ.t̪əɾ]']"
बेहतरीन,"['/beːɦ.t̪ə.ɾiːn/', '[beːɦ.t̪ə.ɾĩːn̪]']"
बोहरान,"['/boːɦ.ɾɑːn/', '[boːɦ.ɾä̃ːn̪]']"
मंज़िल,"['/mə̃.d͡ʒɪl/', '[mə̃.d͡ʒɪl̪]', '/mə̃.zɪl/', '[mə̃.zɪl̪]']"
मंशा,"['/mən.ʃɑː/', '[mə̃n̪.ʃäː]']"
मअनी,"['/mə.ə.niː/', '[mə.ə.n̪iː]', '/mɑː.niː/', '[mäː.n̪iː]']"
मकान,"['/mə.kɑːn/', '[mə.kä̃ːn̪]']"
मक्का,"['/mək.kɑː/', '[mək̚.käː]']"
मख़मल,"['/məkʰ.məl/', '[məkʰ.məl̪]', '/məx.məl/', '[məx.məl̪]']"
मगर,['/mə.ɡəɾ/']
मग़ज़,"['/mə.ɡəd͡ʒ/', '/mə.ɣəz/']"
मजनू,"['/məd͡ʒ.nuː/', '[məd͡ʒ.n̪uː]']"
मजबूर,['/məd͡ʒ.buːɾ/']
मजमा,"['/məd͡ʒ.mɑː/', '[məd͡ʒ.mäː]']"
मजलिस,"['/məd͡ʒ.lɪs/', '[məd͡ʒ.l̪ɪs̪]']"
मज़दूर,"['/məd͡ʒ.d̪uːɾ/', '/məz.d̪uːɾ/']"
मज़दूरी,[]
मज़बूत,[]
मज़मून,[]
मज़हब,"['/məd͡ʒ.ɦəb/', '/məz.ɦəb/']"
मज़ा,"['/mə.d͡ʒɑː/', '[mə.d͡ʒäː]', '/mə.zɑː/', '[mə.zäː]']"
मतलब,"['/mət̪.ləb/', '[mət̪.l̪əb]']"
मदद,['/mə.d̪əd̪/']
मददगार,"['/mə.d̪əd̪.ɡɑːɾ/', '[mə.d̪əd̪.ɡäːɾ]']"
मद्रसा,[]
मन,"['/mən/', '[mə̃n̪]', '[mʌn]']"
मनहूस,[]
ममनून,"['/məm.nuːn/', '[mə̃m.n̪ũːn̪]']"
मरकज़,"['/məɾ.kəd͡ʒ/', '/məɾ.kəz/']"
मरज़,[]
मरम्मत,"['/mə.ɾəm.mət̪/', '[mə.ɾə̃m.mət̪]', '[mʌɾʌmːʌt̪]']"
मरहम,"['/məɾ.ɦəm/', '[məɾ.ɦə̃m]']"
मरहूम,"['/məɾ.ɦuːm/', '[məɾ.ɦũːm]']"
मरियम,"['/mə.ɾɪ.jəm/', '[mə.ɾi.jə̃m]']"
मरीज़,"['/mə.ɾiːd͡ʒ/', '/mə.ɾiːz/']"
मर्ग,[]
मर्तबा,"['/məɾ.t̪ə.bɑː/', '[məɾ.t̪ə.bäː]']"
मर्द,"['/məɾd̪/', '/mɐɾ.dɐ/', '/ˈmɐɾ.d̪ɐ/']"
मर्दानगी,"['/məɾ.d̪ɑːn.ɡiː/', '[məɾ.d̪ä̃ːn̪.ɡiː]']"
मर्दाना,"['/məɾ.d̪ɑː.nɑː/', '[məɾ.d̪äː.n̪äː]']"
मर्दुम,"['/məɾ.d̪ʊm/', '[məɾ.d̪ʊ̃m]']"
मर्दुमशुमारी,"['/məɾ.d̪ʊm.ʃʊ.mɑː.ɾiː/', '[məɾ.d̪ʊ̃m.ʃʊ.mäː.ɾiː]']"
मलाल,"['/mə.lɑːl/', '[mə.l̪äːl̪]']"
मलिका,"['/mə.lɪ.kɑː/', '[mə.l̪ɪ.käː]']"
मशक,"['/məʃk/', '/mə.ʃək/', '/mɐ.ɕɐ́.kɐ/', '/ˈmɐ.ɕɐ.kɐ/']"
मशग़ूल,"['/məʃ.ɡuːl/', '[məʃ.ɡuːl̪]', '/məʃ.ɣuːl/', '[məʃ.ɣuːl̪]']"
मशहूर,['/məʃ.ɦuːɾ/']
मसका,"['/məs.kɑː/', '[məs̪.käː]']"
मसनद,"['/məs.nəd̪/', '[məs̪.n̪əd̪]']"
मसनवी,"['/məs.nə.ʋiː/', '[məs̪.n̪ə.ʋiː]']"
मसल,"['/mə.səl/', '[mə.s̪əl̪]']"
मसाला,[]
मसीह,"['/mə.siːɦ/', '[mə.s̪iːɦ]']"
मसीहा,"['/mə.siː.ɦɑː/', '[mə.s̪iː.ɦäː]']"
मस्ताना,"['/məs.t̪ɑː.nɑː/', '[məs̪.t̪äː.n̪äː]']"
मस्ती,"['/məs.t̪iː/', '[məs̪.t̪iː]']"
महज़,"['/mə.ɦəd͡ʒ/', '[mɛ.ɦɛd͡ʒ]', '/mə.ɦəz/', '[mɛ.ɦɛz]']"
महताब,"['/məɦ.t̪ɑːb/', '[mɛɦ.t̪äːb]']"
महल,"['/mə.ɦəl/', '[mɛ.ɦɛl̪]']"
महारत,"['/mə.ɦɑː.ɾət̪/', '[mə.ɦäː.ɾət̪]']"
महीन,"['/mə.ɦiːn/', '[mə.ɦĩːn̪]']"
मा बदौलत,[]
माँदा,"['/mɑ̃ː.d̪ɑː/', '[mä̃ː.d̪äː]']"
माजरा,"['/mɑːd͡ʒ.ɾɑː/', '[mäːd͡ʒ.ɾäː]']"
माजूफल,"['/mɑː.d͡ʒuː.pʰəl/', '[mäː.d͡ʒuː.pʰəl̪]']"
मादर,[]
मादा,"['/mɑː.d̪ɑː/', '[mäː.d̪äː]']"
माफ़,"['/mɑːpʰ/', '[mäːpʰ]', '/mɑːf/', '[mäːf]']"
माफ़ी,"['/mɑː.pʰiː/', '[mäː.pʰiː]', '/mɑː.fiː/', '[mäː.fiː]']"
मामूली,"['/mɑː.muː.liː/', '[mäː.muː.l̪iː]']"
मायूस,"['/mɑː.juːs/', '[mäː.juːs̪]']"
मारख़ोर,"['/mɑːɾ.kʰoːɾ/', '[mäːɾ.kʰoːɾ]', '/mɑːɾ.xoːɾ/', '[mäːɾ.xoːɾ]']"
माल,"['/mɑːl/', '[mäːl̪]', '/mɑː.lɐ/', '/ˈmɑː.l̪ɐ/']"
मालिक,"['/mɑː.lɪk/', '[mäː.l̪ɪk]']"
मालिकाना,"['/mɑː.lɪ.kɑː.nɑː/', '[mäː.l̪ɪ.käː.n̪äː]']"
मालिश,"['/mɑː.lɪʃ/', '[mäː.l̪ɪʃ]']"
मासूम,[]
माह,"['/mɑːɦ/', '[mäːɦ]']"
माहिर,"['/mɑː.ɦɪɾ/', '[mäː.ɦɪɾ]']"
माही,[]
मिन्नत,"['/mɪn.nət̪/', '[mɪ̃n̪.n̪ət̪]']"
मिरजई,['/mɪɾ.d͡ʒə.iː/']
मिसाल,"['/mɪ.sɑːl/', '[mɪ.s̪äːl̪]']"
मिस्र,"['/mɪsɾ/', '[mɪs̪ɾ]']"
मीज़ान,"['/miː.d͡ʒɑːn/', '[miː.d͡ʒä̃ːn̪]', '/miː.zɑːn/', '[miː.zä̃ːn̪]']"
मीनार,[]
मीर,"['/miːɾ/', '/miː.ɾɐ/', '/ˈmiː.ɾɐ/']"
मुंतज़िर,"['/mʊn.t̪ə.d͡ʒɪɾ/', '[mʊ̃n̪.t̪ə.d͡ʒɪɾ]', '/mʊn.t̪ə.zɪɾ/', '[mʊ̃n̪.t̪ə.zɪɾ]']"
मुंशी,"['/mʊn.ʃiː/', '[mʊ̃n̪.ʃiː]']"
मुंसिफ़ाना,"['/mʊn.sɪ.pʰɑː.nɑː/', '[mʊ̃n̪.s̪ɪ.pʰäː.n̪äː]', '/mʊn.sɪ.fɑː.nɑː/', '[mʊ̃n̪.s̪ɪ.fäː.n̪äː]']"
मुअज़्ज़िन,"['/mʊ.əd͡ʒ.d͡ʒɪn/', '[mʊ.əd̚.d͡ʒɪ̃n̪]', '/mʊ.əz.zɪn/', '[mʊ.əz.zɪ̃n̪]']"
मुअल्लिमा,[]
मुअल्लिमी,[]
मुक़दमा,"['/mʊ.kəd̪.mɑː/', '[mʊ.kəd̪.mäː]', '/mʊ.qəd̪.mɑː/', '[mʊ.qəd̪.mäː]']"
मुक़द्दस,"['/mʊ.kəd̪.d̪əs/', '[mʊ.kəd̪̚.d̪əs̪]', '/mʊ.qəd̪.d̪əs/', '[mʊ.qəd̪̚.d̪əs̪]']"
मुक़र्रर,"['/mʊ.kəɾ.ɾəɾ/', '/mʊ.qəɾ.ɾəɾ/']"
मुख़ालिफ़त,"['/mʊ.kʰɑː.lɪ.pʰət̪/', '[mʊ.kʰäː.l̪ɪ.pʰət̪]', '/mʊ.xɑː.lɪ.fət̪/', '[mʊ.xäː.l̪ɪ.fət̪]']"
मुग़ल,"['/mʊ.ɡəl/', '[mʊ.ɡəl̪]', '/mʊ.ɣəl/', '[mʊ.ɣəl̪]']"
मुतअल्लिक़,"['/mʊ.t̪ə.əl.lɪk/', '[mʊ.t̪ə.əl̪.l̪ɪk]', '/mʊ.t̪ə.əl.lɪq/', '[mʊ.t̪ə.əl̪.l̪ɪq]']"
मुदाख़लत,"['/mʊ.d̪ɑː.kʰə.lət̪/', '[mʊ.d̪äː.kʰə.l̪ət̪]', '/mʊ.d̪ɑː.xə.lət̪/', '[mʊ.d̪äː.xə.l̪ət̪]']"
मुद्दा,"['/mʊd̪.d̪ɑː/', '[mʊd̪̚.d̪äː]', '/mud̪.d̪a/']"
मुनीम,"['/mʊ.niːm/', '[mʊ.n̪ĩːm]']"
मुफ़्त,"['/mʊpʰt̪/', '/mʊft̪/', '/mʊ.pʰət̪/', '/mʊ.fət̪/']"
मुफ़्ती,[]
मुबारक,[]
मुरदा,"['/mʊɾ.d̪ɑː/', '[mʊɾ.d̪äː]']"
मुरदाबाद,"['/mʊɾ.d̪ɑː.bɑːd̪/', '[mʊɾ.d̪äː.bäːd̪]']"
मुर्ग़ा,"['/mʊɾ.ɡɑː/', '[mʊɾ.ɡäː]', '/mʊɾ.ɣɑː/', '[mʊɾ.ɣäː]']"
मुर्ग़ाबी,"['/mʊɾ.ɡɑː.biː/', '[mʊɾ.ɡäː.biː]', '/mʊɾ.ɣɑː.biː/', '[mʊɾ.ɣäː.biː]']"
मुर्दन,"['/mʊɾ.d̪ən/', '[mʊɾ.d̪ə̃n̪]']"
मुर्दनी,[]
मुर्दार,[]
मुल्ला,"['/mʊl.lɑː/', '[mʊl̪.l̪äː]']"
मुश्किल,[]
मुसलमान,"['/mʊ.səl.mɑːn/', '[mʊ.s̪əl̪.mä̃ːn̪]']"
मुसाफ़िर,"['/mʊ.sɑː.pʰɪɾ/', '[mʊ.s̪äː.pʰɪɾ]', '/mʊ.sɑː.fɪɾ/', '[mʊ.s̪äː.fɪɾ]']"
मुहब्बत,"['/mʊ.ɦəb.bət̪/', '[mɔ.ɦɔb̚.bət̪]']"
मुहर,"['/mʊ.ɦəɾ/', '[mɔ.ɦɔɾ]']"
मुहाक़,"['/mʊ.ɦɑːk/', '[mʊ.ɦäːk]', '/mʊ.ɦɑːq/', '[mʊ.ɦäːq]']"
मुहिम,"['/mʊ.ɦɪm/', '[mʊ.ɦɪ̃m]']"
मूसल,"['/muː.səl/', '[muː.s̪əl̪]']"
मूसा,"['/muː.sɑː/', '[muː.s̪äː]']"
मेज़,"['/meːd͡ʒ/', '/meːz/']"
मेज़पोश,"['/meːd͡ʒ.poːʃ/', '/meːz.poːʃ/']"
मेज़बान,"['/meːd͡ʒ.bɑːn/', '[meːd͡ʒ.bä̃ːn̪]', '/meːz.bɑːn/', '[meːz.bä̃ːn̪]']"
मेहनत,"['/meːɦ.nət̪/', '[meːɦ.n̪ət̪]', '/məɦ.nət̪/', '[mɛɦ.n̪ət̪]', '/meɦ.nət̪/', '[me.nət̪]']"
मेहनती,"['/meː.ɦən.t̪iː/', '[meː.ɦə̃n̪.t̪iː]']"
मेहमान,"['/meːɦ.mɑːn/', '[meːɦ.mä̃ːn̪]']"
मेहमानदारी,"['/meːɦ.mɑːn.d̪ɑː.ɾiː/', '[meːɦ.mä̃ːn̪.d̪äː.ɾiː]']"
मेहमाननवाज़ी,"['/meːɦ.mɑːn.nə.ʋɑː.d͡ʒiː/', '[meːɦ.mä̃ːn̪.n̪ə.ʋäː.d͡ʒiː]', '/meːɦ.mɑːn.nə.ʋɑː.ziː/', '[meːɦ.mä̃ːn̪.n̪ə.ʋäː.ziː]']"
मेहरबान,[]
मेहरबानी,"['/meːɦɾ.bɑː.niː/', '[meːɦɾ.bäː.n̪iː]']"
मैदान,"['/mɛː.d̪ɑːn/', '[mɛː.d̪ä̃ːn̪]', '/məi.d̪an/']"
मोम,"['/moːm/', '[mõːm]']"
मोर्चा,"['/moːɾ.t͡ʃɑː/', '[moːɾ.t͡ʃäː]']"
मोहलत,"['/moːɦ.lət̪/', '[moːɦ.l̪ət̪]', '/mʊɦ.lət̪/', '[mɔɦ.l̪ət̪]']"
मौजूदगी,['/mɔː.d͡ʒuːd̪.ɡiː/']
मौलवी,"['/mɔːl.ʋiː/', '[mɔːl̪.ʋiː]']"
मौला,"['/mɔː.lɑː/', '[mɔː.l̪äː]']"
मौलाना,"['/mɔː.lɑː.nɑː/', '[mɔː.l̪äː.n̪äː]']"
मौसम,"['/mɔː.səm/', '[mɔː.s̪ə̃m]', '[mʌu̯sʌm]']"
मौसीक़ी,"['/mɔː.siː.kiː/', '[mɔː.s̪iː.kiː]', '/mɔː.siː.qiː/', '[mɔː.s̪iː.qiː]']"
म्यान,"['/mjɑːn/', '[mjä̃ːn̪]']"
यख़,[]
यतीम,"['/jə.t̪iːm/', '[jə.t̪ĩːm]']"
यमन,"['/jə.mən/', '[jə.mə̃n̪]']"
यहूदिया,[]
यहूदीया,[]
या,"['/jɑː/', '[jäː]', '[jä]', '[ja]', '/jɑː/', '/jɑː/']"
याक़ूत,[]
याद,"['/jɑːd̪/', '[jäːd̪]', '/jɑː.dɐ/', '/ˈjɑː.d̪ɐ/']"
याददाश्त,"['/jɑːd̪.d̪ɑːʃt̪/', '[jäːd̪̚.d̪äːʃt̪]']"
यादाश्त,"['/jɑː.d̪ɑːʃt̪/', '[jäː.d̪äːʃt̪]']"
यार,"['/jɑːɾ/', '[jäːɾ]']"
यारी,[]
यूनान,"['/juː.nɑːn/', '[juː.n̪ä̃ːn̪]']"
यौम,"['/jɔːm/', '[jɔ̃ːm]']"
रंगीन,"['/ɾəŋ.ɡiːn/', '[ɾə̃ŋ.ɡĩːn̪]']"
रंज,[]
रंजिश,"['/ɾən.d͡ʒɪʃ/', '[ɾə̃n̪.d͡ʒɪʃ]']"
रईस,"['/ɾə.iːs/', '[ɾə.iːs̪]']"
रक़ीब,"['/ɾə.kiːb/', '/ɾə.qiːb/']"
रक़्स,"['/ɾəks/', '[ɾəks̪]', '/ɾəqs/', '[ɾəqs̪]']"
रफ़ू,"['/ɾə.pʰuː/', '/ɾə.fuː/']"
रफ़्ता,[]
रफ़्ता-रफ़्ता,[]
रफ़्तार,[]
रमज़ान,"['/ɾəm.d͡ʒɑːn/', '[ɾə̃m.d͡ʒä̃ːn̪]', '/ɾəm.zɑːn/', '[ɾə̃m.zä̃ːn̪]']"
रवा,"['/ɾə.ʋɑː/', '[ɾə.ʋäː]']"
रवाना,"['/ɾə.ʋɑː.nɑː/', '[ɾə.ʋäː.n̪äː]']"
रवैया,"['/ɾə.ʋə̯i.jɑː/', '[ɾə.ʋə̯i.jäː]']"
रसीद,"['/ɾə.siːd̪/', '[ɾə.s̪iːd̪]']"
रस्म,"['/ɾəsm/', '[ɾəs̪m]', '/ɾə.səm/', '[ɾə.s̪ə̃m]']"
रहनुमा,"['/ɾəɦ.nʊ.mɑː/', '[ɾɛɦ.n̪ʊ.mäː]']"
रहम,"['/ɾə.ɦəm/', '[ɾɛ.ɦɛ̃m]']"
राज़,"['/ɾɑːd͡ʒ/', '[ɾäːd͡ʒ]', '/ɾɑːz/', '[ɾäːz]']"
राज़ी,"['/ɾɑː.d͡ʒiː/', '[ɾäː.d͡ʒiː]', '/ɾɑː.ziː/', '[ɾäː.ziː]']"
रान,"['/ɾɑːn/', '[ɾä̃ːn̪]', '/ɾɑːn/']"
राय,"['/ɾɑːj/', '[ɾäːj]']"
रास्ता,"['/ɾɑːs.t̪ɑː/', '[ɾäːs̪.t̪äː]']"
राह,"['/ɾɑːɦ/', '[ɾäːɦ]']"
रिआया,[]
रियासत,"['/ɾɪ.jɑː.sət̪/', '[ɾi.jäː.s̪ət̪]']"
रिवाज,"['/ɾɪ.ʋɑːd͡ʒ/', '[ɾɪ.ʋäːd͡ʒ]']"
रिश्ता,"['/ɾɪʃ.t̪ɑː/', '[ɾɪʃ.t̪äː]']"
रिश्वत,[]
रिश्वतख़ोर,"['/ɾɪʃ.ʋət̪.kʰoːɾ/', '/ɾɪʃ.ʋət̪.xoːɾ/']"
रिसालदार,[]
रिहा,"['/ɾɪ.ɦɑː/', '[ɾɪ.ɦäː]']"
रिहाई,"['/ɾɪ.ɦɑː.iː/', '[ɾɪ.ɦäː.iː]']"
रुख़,"['/ɾʊkʰ/', '/ɾʊx/']"
रुख़सार,"['/ɾʊkʰ.sɑːɾ/', '[ɾʊkʰ.s̪äːɾ]', '/ɾʊx.sɑːɾ/', '[ɾʊx.s̪äːɾ]']"
रूद,[]
रूबरू,['/ɾuː.bᵊ.ɾuː/']
रूम,[]
रूमाल,"['/ɾuː.mɑːl/', '[ɾuː.mäːl̪]']"
रूस,"['/ɾuːs/', '[ɾuːs̪]']"
रूसी,"['/ɾuː.siː/', '[ɾuː.s̪iː]']"
रूह,['/ɾuːɦ/']
रेग,[]
रेगिस्तान,[]
रेशम,[]
रेशमी,[]
रोज़गार,"['/ɾoːd͡ʒ.ɡɑːɾ/', '[ɾoːd͡ʒ.ɡäːɾ]', '/ɾoːz.ɡɑːɾ/', '[ɾoːz.ɡäːɾ]']"
रोज़मर्रा,"['/ɾoːd͡ʒ.məɾ.ɾɑː/', '[ɾoːd͡ʒ.məɾ.ɾäː]', '/ɾoːz.məɾ.ɾɑː/', '[ɾoːz.məɾ.ɾäː]']"
रोज़ाना,"['/ɾoː.d͡ʒɑː.nɑː/', '[ɾoː.d͡ʒäː.n̪äː]', '/ɾoː.zɑː.nɑː/', '[ɾoː.zäː.n̪äː]']"
रोज़ी,"['/ɾoː.d͡ʒiː/', '/ɾoː.ziː/']"
रोशनी,"['/ɾoːʃ.niː/', '[ɾoːʃ.n̪iː]']"
रौज़न,"['/ɾɔː.d͡ʒən/', '[ɾɔː.d͡ʒə̃n̪]', '/ɾɔː.zən/', '[ɾɔː.zə̃n̪]']"
रौनक़,"['/ɾɔː.nək/', '[ɾɔː.n̪ək]', '/ɾɔː.nəq/', '[ɾɔː.n̪əq]']"
रौशन,"['/ɾɔː.ʃən/', '[ɾɔː.ʃə̃n̪]']"
रौशनी,"['/ɾɔːʃ.niː/', '[ɾɔːʃ.n̪iː]']"
लज़ीज़,"['/lə.d͡ʒiːd͡ʒ/', '[l̪ə.d͡ʒiːd͡ʒ]', '/lə.ziːz/', '[l̪ə.ziːz]']"
लद्दाख़,"['/ləd̪.d̪ɑːkʰ/', '[l̪əd̪̚.d̪äːkʰ]', '/ləd̪.d̪ɑːx/', '[l̪əd̪̚.d̪äːx]']"
लब,"['/ləb/', '[l̪əb]']"
लश्कर,"['/ləʃ.kəɾ/', '[l̪əʃ.kəɾ]']"
लश्करी,"['/ləʃ.kə.ɾiː/', '[l̪əʃ.kə.ɾiː]']"
लहजा,"['/ləɦ.d͡ʒɑː/', '[l̪ɛɦ.d͡ʒäː]']"
लाजवर्द,"['/lɑːd͡ʒ.ʋəɾd̪/', '[l̪äːd͡ʒ.ʋəɾd̪]']"
लाज़िम,"['/lɑː.d͡ʒɪm/', '[l̪äː.d͡ʒɪ̃m]', '/lɑː.zɪm/', '[l̪äː.zɪ̃m]']"
लायक़,"['/lɑː.jək/', '[l̪äː.jək]', '/lɑː.jəq/', '[l̪äː.jəq]']"
लाल,"['/lɑːl/', '[l̪äːl̪]', '/lal/']"
लाला,[]
लाश,[]
लिबास,"['/lɪ.bɑːs/', '[l̪ɪ.bäːs̪]']"
लिसान,"['/lɪ.sɑːn/', '[l̪ɪ.s̪ä̃ːn̪]']"
लुत्फ़,"['/lʊt̪pʰ/', '[l̪ʊt̪pʰ]', '/lʊt̪f/', '[l̪ʊt̪f]']"
